HLS HEALTHCARE FACILITY DIRECTORY,,,,,,,,,,,,,
ALF,"EMG Casper MW LLC
dba/Edgewood Meadow Wind 
3955 East 12th St
Casper WY 82609
",,"307-577-3045
307-577-3047","Natrona
04/30","155 Total
Level I (109) 
Level II (46)",kandus.brooks@edgewoodvista.com,Kandus Brooks,Nora Martinson,15254,na,na,61%,
ALF,"EMG Casper PP LLC
dba/Park Place Assisted Living Community
1930 East 12th St
Casper WY 82601
",,"307-265-2273
307-265-5384","Natrona
04/30","116
Level I",heather.froling@edgewoodvista.com,Heather Froling,Heather Froling,15261,na,na,48%,
ALF,"EP-MPAL LLC
dba/Mountain Plaza Assisted Living
4154 Talon Dr
Casper WY 82604
",,"307-232-0100
307-472-1017","Natrona
12/31","62 Total
Level I (48)
Level II (14)",kenyne@mountainplazaal.com,Kenyne Humphrey,Andrea Valdez,15009,na,na,85%,
ALF,"TSMM Management LLC
dba/Primrose Retirement Community of Casper
1865 South Beverly St
Casper WY 82609
","PO Box 1359
Aberdeen SD 57401","307-266-4800
307-266-4853","Natrona
12/31","42
Level I",opspecialist@primroseretirement.com,Lisa Wood,Jessica Bowcutt,15011,na,na,69%,
ALF,"EMG Cheyenne AW LLC
dba/Aspen Wind Assisted Living Community
4010 North College Dr
Cheyenne WY 82001
",,"307-778-9511
307-772-0977","Laramie
04/30","94 Total
Level I (55) 
Level II (39)",leslie.milliken@edgewoodvista.com,Leslie Milliken,Heather Kapus,15264,na,na,67%,
ALF,"Cheyenne Retirement Investors Limited Partnership
dba/Pointe Frontier Retirement Community
1406 Prairie Ave
Cheyenne WY 82009
",,"307-635-6953
307-635-3566","Laramie
12/31","50
Level I",msturman@centurypa.com,Molly Sturman,Patricia Hughes-Piper,15169,na,na,89%,
ALF,"Cheyenne Retirement LLC
dba/Primrose Retirement Community of Cheyenne
1530 Dorothy Lane
Cheyenne WY 82009
","PO Box 1359
Aberdeen SD 57401","307-634-1530
307-634-4533","Laramie
12/31","45
Level I",opspecialist@primroseretirement.com,Chris Allen,Martha Van Tassell,15013,na,na,84%,
ALF,"EMG Cheyenne SH LLC
dba/Sierra Hills Assisted Living Community
4606 North College Dr
Cheyenne WY 82001
",,"307-638-7798
307-638-7919","Laramie
04/30","100
Level I",amy.brinley@edgewoodmail.com,Amy Brinley,Krystle Williamson,15263,na,na,73%,
ALF,"Cottonwood Creek of Cheyenne
6800 Faith Drive
Cheyenne WY 82009",,"307-514-1472
307-514-1485","Laramie 
12/31","16
Level II (16)",tcrawford@liveatthecreek.com,Teresa Crawford,Sarah Popp,P-951,na,na,na,
ALF,"Absaroka Senior Living
2401 Cougar Ave
Cody WY 82414
",,"307-527-7080
307-527-7084","Park
12/31","51
Level I",koberosler@absarokasl.com,Kalli Oberosler,Gypsy Filler-Sorrells,15349,na,na,72%,
ALF,"Dubois Assisted Living Inc
dba/Warm Valley Lodge Assisted Living
5643 US Hwy 26
Dubois WY 82513
","PO Box 1839
Dubois WY 82513","307-455-2645
307-455-2647","Fremont
12/31","25
Level I",jenmc@wyoming.com,Jennifer McCartney,Jennifer McCartney,15016,na,na,69%,
ALF,"Mountain Lodge LLC
1110 Birch Street
Douglas WY 82633
",,"307-358-1897
307-358-8320","Converse
12/31","Total 34
Level l (24)
Level ll (10) ",aanderson@hmsmt.com,Annalee Anderson,Rachel Nickell,15303,na,na,44%,
ALF,"Compassionate Journey LLC
624 Twin Ridge  Ave
Evanston WY 82930
",,"307-444-8969
307-444-2286","Uinta
12/31","16
Level I",joy@cjrny.com,Catherine Frame,Patricia Arnold,15352,na,na,84%,
ALF,"Willow Creek Homes of Evanston
1949 West Uinta St
Evanston WY 82930
","6631 E. 2nd Street
Casper WY 82609","307-444-4483
307-444-4484","Uinta
12/31","16
Level I",willowcreekofevanston@gmail.com,Mark Hainsworth,Koni Sickle,15260,na,na,38%,
ALF,"Gillette Retirement LLC
dba/Primrose Retirement Community of Gillette
921 Mountain Meadow Lane
Gillette WY 82716
","PO Box 1359
Aberdeen SD 57401","307-682-8800
307-670-9030","Campbell
12/31","45
Level I",opspecialist@primroseretirement.com,Kelli Hill,Marissa Peterson,15019,na,na,59%,
ALF,"Mission at The Villa
1445 Uinta Dr
Green River WY 82935
",,"307-872-4690
307-872-4653","Sweetwater
12/31","27
Level 1",bobbijo.drozd@missionhealthservices.org,Bobbi Jo Drozd,Sara Barenz,15274,na,na,67%,
ALF,"Showboat Retirement Center
150 Wyoming St
Lander WY 82520
",,"307-332-6788
307-332-2175","Fremont
12/31","50
Level I",arikaalong@gmail.com,Ronald Foote,Barbara Miller,15021,na,na,65%,
ALF,"EMG Laramie LLC
dba/Spring Wind Assisted Living Community
1072 North 22nd St
Laramie WY 82072
",,"307-755-5811
307-721-0478","Albany
04/30","117 Total
Level I (96) 
Level II (21)",rschriner@edgewoodmail.com,Ron Schriner,Robin Tjosvold,15283,na,na,69%,
ALF,"New Horizons Assisted Living Facility
1111 Lane 12
Lovell WY 82431
",,"307-548-5200
307-548-5244","Big Horn
06/30","9
Level I",smoore8@nbhh.com,Summer Moore,C Renae Miller,15023,na,na,56%,
ALF,"Baird Hudson Enterprises LLC
dba/Mondell Heights Retirement Community
106 East Main
Newcastle WY 82701
",,"307-941-1919
307-460-7007","Weston
12/31","23
Level I",mondellheights@gmail.com,Diane Baird Hudson,Heidi Malheim,15024,na,na,71%,
ALF,"Heartland Assisted Living
777 Ave H
Powell WY 82435
",,"307-754-2267
307-754-7790","Park
06/30","24
Level I",scoguill@pvhc.org,Karen Zaninovich Parker,Renee Jensen,15025,na,na,77%,
ALF,"EP-RSAL LLC
dba/Deer Trail Assisted Living
2360 Reagan Ave
Rock Springs WY 82901
",,"307-362-0100
307-362-6088","Sweetwater
12/31","62 Total 
Level I (48)
Level II (14)",jeff@deertrailassistedliving.com,Jeff Smith,Andrea Valdez,15026,na,na,95%,
ALF,"Homestead Assisted Living
950 Homestead Ave
Riverton WY 82501
",,"307-856-5789
307-856-0381","Fremont
06/30","55
Level I",homestead@wyoming.com,Deborah Gallatin,Deborah Gallatin,15250,na,na,74%,
ALF,"Elmcroft of Sugarland Ridge
1551 Sugarland Drive
Sheridan WY 82801","c/o Eclipse Senior Living
Attn: Licensing
5885 Meadows Rd, Suite 500
Lake Oswego, OR 97035
","307-674-5575
307-674-8070","Sheridan
12/31","65
Level I",Tamara.Yelton-Boone@elmcroft.com,Tammy Yelton-Boone,Barbara Maronick,15289,na,na,96%,
ALF,"Sundance Assisted Care
108 Abby Lane
Sundance WY 82729
",,"307-283-1042
307-283-2120","Crook
12/31","15
Level I",wjohnson60@yahoo.com,Wayne Johnson,Linda Johnson,15028,na,na,84%,
ALF,"Legacy Homes Assisted Living & Adult Day Care
2391 Muddy String Co Rd 117
Thayne WY 83127
",,"307-883-3800
307-883-3801","Lincoln
12/31","16 
Level I",emerritt@silverstar.com,Eileen Merritt,Kathy Jenkins,15029,na,na,70%,
ALF,"Wyoming Pioneer Home
141 Pioneer Home Dr
Thermopolis WY 82443
",,"307-864-3151
307-864-2934","Hot Springs
06/30","61
Level I",julie.hoffman@wyo.gov,Julie Hoffman,Dawn Larson,15030,na,na,66%,
ALF,"Platte County Assisted Living
98 19th St
Wheatland WY 82201
","100 19th Street
Wheatland WY 82201","307-322-7400
307-322-7435","Platte
06/30","16
Level I",josie.lauck@pcmnh.com,Josie Lauck,Amanda Obertal,15231,na,na,96%,
BIRTHING CENTERS,,,,,,,,,,,,,
,,,,,,,,,,,,,
BOARDING HOMES,,,,,,,,,,,,,
BH,"Casper Independent Living LLC
dba/Maurice Griffith Manor Care
77 Gardenia St
Casper WY 82604
","4601 NE 77th Ave
Ste 300
Vancouver WA 98662","307-234-0572
307-237-0071","Natrona
12/31",26,legal@empres.com,Velvet Brown,na,15307,na,na,51%,
BH,"Willow Creek Homes of Cody
2716 Cougar Ave
Cody WY 82414
","6631 E. 2nd Street
Casper WY 82609","307-527-7355
307-527-7355","Park
12/31",12,willowcreekofcody@gmail.com,Patty Braley,na,15255,na,na,30%,
BH,"Willow Creek Homes of Gillette
2300 Harder Dr
Gillette WY 82718
","6631 E. 2nd Street
Casper WY 82609","307-682-3406
307-682-3406","Campbell
12/31",14,willowcreekofgillette@gmail.com,Kristi Steeley,na,15256,na,na,33%,
BH,"Willow Creek Homes of Sheridan
561 Avoca Ave
Sheridan WY 82801
","6631 E. 2nd Street
Casper WY 82609","307-672-1881
307-672-1881","Sheridan
12/31",15,willowcreekofsheridan@gmail.com,Joen Huggins,na,15257,na,na,47%,
BH,"Evergreen Court
2010 East F St
Torrington WY 82240
",,"307-532-7330
307-532-8918","Goshen
12/31",26,peggy.holmstrand@vetras.com,Peggy Holmstrand,na,15305,na,na,86%,
BH,"Willow Creek Homes of Worland
711 South 15th St
Worland WY 82401
","6631 E. 2nd Street
Casper WY 82609","307-347-6535
307-347-6535","Washakie
12/31",15,willowcreekofworland@gmail.com,Karen Lopez,na,15258,na,na,73%,
COMMUNITY MENTAL HEALTH CENTER,,,,,,,,,,,,,
,,,,,,,,,,,,,
COMPREHENSIVE OUTPATIENT REHABILITATION FACILITIES/REHABILITATION FACILITIES,,,,,,,,,,,,,
"CORF/
REHAB","Gottsche Rehabilitation Center
148 East Arapahoe
Thermopolis WY 82443
","PO Box 790
Thermopolis WY 82443","307-864-2146
307-864-2857","Hot Springs
06/30",na,cshero@gottsche.org,Cheryl Shero,na,15165,"534501
07/01/1983",na,na,
CRITICAL ACCESS HOSPITALS,,,,,,,,,,,,,
CAH,"Star Valley Health
901 Adams St
Afton WY 83110
",,"307-885-5800
307-885-5989","Lincoln
06/30",22,dordyna@starvalleyhealth.org,Daniel Ordyna,Tori Probst,P-904,"531313
09/01/2004",No,"33%
10%",Ancillary Locations
CAH,"South Big Horn County Critical Access Hospital
388 South US Hwy 20
Basin WY 82410
",,"307-568-3311
307-568-2139","Big Horn
06/30",10,Tadd.Greenfield@southbighornhospital.com,Tadd Greenfield,Linda Walker,15228,"531301
01/06/2001",No,"5%
17%",
CAH,"Johnson County Memorial Hospital
dba/Johnson County Healthcare Center
497 West Lott
Buffalo WY 82834
",,"307-684-5521
307-684-5385","Johnson
06/30",25,laurieh@jchealthcare.com,Laurie Hansen,Mary Litzel,15059,"531308
07/01/2003",No,"35%
26%",
CAH,"West Park Hospital District
dba/Cody Regional Health
707 Sheridan Ave
Cody WY 82414 
",,"307-527-7501
307-578-2485","Park
06/30",25,dmcmillan@codyregionalhealth.org,Douglas McMillan,Keith Ungrund,P-941,"531312
06/01/2004",No,"47%
1%",Ancillary Locations
CAH,"Memorial Hospital of Converse County
111 South 5th St
Douglas WY 82633
","PO Box 1450
Douglas WY 82633","307-358-2122
307-358-3630","Converse
06/30",25,mdammeyer@mhccwyo.org,Matt Dammeyer,Cristy Dicklich-Cobb,15172,"531302
05/01/2002",No,"25%
9%",Ancillary Locations
CAH,"South Lincoln Medical Center
711 Onyx St
Kemmerer WY 83101
",,"307-877-4401
307-877-3236","Lincoln
06/30",16,serickson@southlincolnmedical.com,Scott Erickson,Jessie Wilcox,15186,"531315
07/01/1966",No,"4%
4%",
CAH,"North Big Horn Hospital District
1115 Lane 12
Lovell WY 82431
",,"307-548-5200
307-548-5205","Big Horn
06/30",15,econnell@nbhh.com,Eric Connell,Michael Henley,15061,"531309
07/01/2003",No,"11%
34%",
CAH,"Niobrara County Hospital District
921 South Ballancee Ave
Lusk WY 82225
","PO Box 780
Lusk WY 82225","307-334-4000
307-334-0124","Niobrara
06/30",24,dgilleland@niobrarahospital.org,Dana Gilleland,Marnie Siebke,15062,"531314
08/15/2005",No,"10%
80%",
CAH,"Weston County Hospital District
dba/Weston County Health Services
1124 Washington Blvd
Newcastle WY 82701
",,"307-746-4491
307-746-3728","Weston
06/30",12,mcadwell@wchs-wy.org,Maureen Cadwell,Piper Allard,15204,"531303
07/01/2002",No,"7%
35%",
CAH,"Powell Valley Hospital
777 Ave H
Powell WY 82435
",,"307-754-1107
307-754-7790","Park
06/30",25,scoguill@pvhc.org,Terry Odom,Arleen Campeau,15064,"531310
11/01/2003",No,"40%
30%",
CAH,"Memorial Hospital of Carbon County 
2221 West Elm St
Rawlins WY 82301
","PO Box 460
Rawlins WY 82301","307-324-2221
307-324-8232","Carbon
06/30",25,cmcdonald@imhcc.com,Kenneth Harman,Phillip Reints,P-908,"531316
07/01/2010",No,"19%
15%",Ancillary Locations
CAH,"Crook County Medical Services District
713 Oak St
Sundance WY 82729
","PO Box 517
Sundance WY 82729","307-283-3501
307-283-3506","Crook
06/30",16,micki.lyons@ccmsd.net,Micki Lyson,Stacy Hansen,15336,"531311
02/01/2004",No,"4%
8%",
CAH,"Hot Springs County Memorial Hospital
dba/Hot Springs County Memorial Hospital
150 East Arapahoe
Thermopolis WY 82443

",,"307-864-3121
307-864-5050","Hot Springs
06/30",15,lacy.andreen@mail.hscmh.org,Margie Molitor,Nina Landis,15335,"531304
08/01/2002",No,"15%
3%",
CAH,"Community Hospital
2000 Campbell Dr
Torrington WY 82240
","PO Box 16950
Mesa AZ 85211-6950","307-532-4181
307-532-2648","Goshen
12/31",25,bannerlicensing@bannerhealth.com,Zachary Miller,Ingrid Long,15268,"531307
12/18/2002",TJC,"28%
10%",Ancillary Locations
CAH,"Platte County Memorial Hospital
201 14th St
Wheatland WY 82201
","2901 N. Central Ave
Suite 160
Phoenix AZ 85012","307-322-3636
307-322-5755","Platte
12/31",25,bannerlicensing@bannerhealth.com,Ned Resch,Aubrey Bremer,15353,"531305
10/01/2002",TJC,"30%
7%",Ancillary Locations
CAH,"Washakie Medical Center
400 South 15th St 
Worland WY 82401
","PO Box 700
Worland WY 82401","307-347-3221
307-347-6937","Washakie
12/31",18,bannerlicensing@bannerhealth.com,Jay Stallings,Lisa Van Brunt,15251,"531306
01/01/2003",No,"39%
92%",
END STAGE RENAL DIALYSIS CENTERS,,,,,,,,,,,,,
ESRD,"USRC Casper LLC
dba/US Renal Care Casper Dialysis
1300 Venture Way, Suite 100
Casper WY 82609
","PO Box 251549
Plano TX 75025","307-265-2878
304-472-2019","Natrona
12/31",13,legal@usrenalcare.com,Brooke Baker,Brooke Baker,15244,"532507
08/31/2017",na,na,
ESRD,"Wyoming Kidney Center LLC
dba/US Renal Care Wyoming Dialysis
1141 Wilkins Circle
Casper WY 82601
","PO Box 251549
Plano TX 75024","307-472-3700
307-472-3306","Natrona
12/31",12,linda.smith@usrenalcare.com,Linda Smith,Diane Popple,15203,"532504
05/01/1999",na,na,
ESRD,"Bio-Medical Applications of Wyoming LLC
dba/Fresenius Medical Care of Cheyenne
1739 Meadowland Dr
Cheyenne WY 82009
",,"307-632-6457
307-635-1390","Laramie
12/31",24,jamie.wilder@fmc-na.com,Robert Chambers,Jamie Wilder,15296,"532501
01/23/1978",na,na,
ESRD,"Big Horn Basin Regional Dialysis Center LLC
424 Yellowstone Ave Ste 150
Cody WY 82414
",,"307-587-5077
307-587-5444","Park
12/31",10,heidi.sjostrom@dciinc.org,Heidi Sjostrom,Lori Porter,15171,"532505
05/24/1995",na,na,
ESRD,"Evanston Dialysis Center
112 Yellowcreek Dr
Evanston WY 82930
","190 Arrowhead Dr
Evanston WY 82930","307-444-8231
307-783-8167","Uinta
12/31",6,cwillard@qhcus.com,Cheri Willard,Cheri Willard,15072,"532307
03/23/1993",na,na,
ESRD,"Wind River Dialysis Center
11 Shipton Lane
Fort Washakie WY 82514
","PO Box 998
Fort Washakie WY 82514","307-332-2998
307-332-4955","Fremont
12/31",13,rnchris43@yahoo.com,Christine Williams,Christine Williams,15073,"532503
02/10/1995",na,na,
ESRD,"Campbell County Memorial Hospital Dialysis Center
501 South Burma Ave
Gillette WY 82716
","PO Box 3011
Gillette WY 82717","307-688-1000
307-688-1570","Campbell
06/30",8,lori.hoesing@cchwyo.org,Andy Fitzgerald,Misty Robertson,15074,"532305
02/05/1999",na,na,
ESRD,"Ivinson Memorial Hospital Dialysis Services
255 North 30th St
Laramie WY 82072
",,"307-755-4455
307-755-0425","Albany
06/30",9,marcellaw@ivinsonhospital.org,Marcella Wright,Nicole Rooney,15272,"532306
03/24/1999",na,na,
ESRD,"Memorial Hospital of Sweetwater County Dialysis Unit
1180 College Dr
Rock Springs WY 82901
","PO Box 1359
Rock Springs WY 82901","307-352-8218
307-352-8180","Sweetwater
06/30",8,nhalstead@sweetwatermemorial.com,Ann Marie Clevenger,Ann Marie Clevenger,15195,"532304
03/17/1998",na,na,
ESRD,"Watt Dialysis Center LLC
1401 West 5th St
Sheridan WY 82801
",,"307-672-1191
307-672-1192","Sheridan
12/31",8,heidi.sjostrom@dciinc.org,Heidi Sjostrom,Lynnet Bede,15199,"532506
03/24/1995",na,na,
FEDERALLY QUALIFIED HEALTH CENTERS,,,,,,,,,,,,,
FQHC,"Community Health Center of Central Wyoming
dba/Community Health Center of Central Wyoming-Conwell Clinic
5000 Blackmore Road
Casper WY 82601
",,307-265-8300,"Natrona 
08/31",na,kskiles@chccw.org,,na,na,"531812
05/01/2009
",na,na,
FQHC,"Community Health Center of Central Wyoming Inc
2546 East 2nd Street, Suite 600
Casper WY 82609

","PO Box 1710
Casper WY 82602",307-233-6000,"Natrona
03/31",na,kskiles@chccw.org,,na,na,"531815
09/19/2011",na,na,
FQHC,"Health Care for the Homeless Clinic
1514 East 12 St
Casper WY 82601
",,307-235-9491,Natrona,na,tbush@natronacounty-wy.gov,Teresa Bush,na,na,"531803
07/01/1997",na,na,
FQHC,"University of Wyoming
dba/University of Wyoming Family Medicine Residency-Casper
1522E A St
Casper WY 82601
",,307-234-6161,"Natrona
09/30",na,kmann6@uwyo.edu,Kim Howell,na,na,"531818
09/26/14",na,na,
FQHC,"Cheyenne Health and Wellness Center
2508 East Fox Farm Rd #1A
Cheyenne WY 82007
",,307-635-3618,Laramie,na,,,na,na,"531810
07/21/2008",na,na,
FQHC,"Laramie County Health Care for the Homeless
1620 Central Ave Ste 30
Cheyenne WY 82001
",,307-635-2434,Laramie,na,,,na,na,"531802
11/01/1995",na,na,
FQHC,"University of Wyoming
dba/University of Wyoming Family Medicine 
820 East 17th St
Cheyenne WY 82001
",,307-632-2434,Laramie,na,uwfmcb@uwyo.edu,Marianne Ploucha,na,na,"531819
10/01/2014",na,na,
FQHC,"Dubois Medical Clinic
5647 US Highway 26
Dubois WY 82513
","PO Box 1710 
Casper WY 82602",307-455-2516,"Fremont
06/30",na,charris@chccw.org,Carl Harris,na,na,"531814
05/01/2011",na,na,
FQHC,"Bear Lake Community Health Center
dba/Evanston Community Health Center
75 Yellow Creek Rd Ste 102
Evanston WY 82930
",,"307-789-8290
307-789-8975","Uinta
04/30",na,executiveoffice@cvchc.org,LaVal Jensen,na,na,"531817
10/17/2012",na,na,
FQHC,"Heritage Health Center
444 Greybull Avenue
Greybull WY 82426",,,,na,,Colette Mild,na,na,"531830
03/03/20",na,na,
FQHC,"Community Health Center of Central Wyoming Inc
dba/Fremont County Pediatrics Lander
115 Wyoming Street
Lander WY 82520

",,307-332-2185,"Fremont
03/31",na,charris@chccw.org,Carl Harris,na,na,"531829
07/19/19",na,na,
FQHC,"University of Wyoming
dba/ Albany Community Health Clinic
1174 N 22nd Street
Laramie WY 82070

",,307-766-3313,"Albany
06/30",na,rkeinath@uwyo.edu,Richelle Keinath,na,na,"531824
04/03/2017",na,na,
FQHC,"Community Health Center of Central Wyoming Inc
dba/Cougar Community Health Center
223 North Cherry Street
Pavillion WY 8523

",,307-233-6077,"Fremont
03/31",na,charris@chccw.org,Carl Harris,na,na,"531828
07/20/19",na,na,
