,,,,,,,,,,,,,,,,,,,
,ASHLEY MANOR - BROOKHURST,,RCF,5MA246,2146 BROOKHURST,97504,Jackson,5416189050,14,,TRUE,0,ASHLEY WALSTON,brookhurst@ashleycares.com,5/1/2000,5/31/2021,"ASHLEY MANOR, LLC",,
,ASHLEY MANOR - CONNERS,,RCF,50R281,2853 NE CONNERS AVE,97701,Deschutes,5413834400,15,,TRUE,0,JEWEL LOPEZ,conners@ashleycares.com,7/26/2001,4/30/2021,"ASHLEY MANOR, LLC",,
,ASHLEY MANOR - HEIDI LANE,,RCF,5MA255,2144 NW HEIDI LANE,97526,Josephine,5419551816,15,,TRUE,0,IRIS SWEARINGEN,heidi@ashleycares.com,9/25/2000,5/31/2021,"ASHLEY MANOR, LLC",,
,ASHLEY MANOR - HOMEDALE,,RCF,50R306,44 NORTH HOMEDALE RD,97603,Klamath,5418503770,15,,TRUE,0,Renee Davidson,rdavidson@ashleycares.com,11/27/2002,5/31/2021,"ASHLEY MANOR, LLC",,
,ASHLEY MANOR - LUND LANE,,RCF,50M204,1040 LUND LANE,97814,Baker,5415249880,9,,TRUE,0,DEBBIE HOWERTON,lund@ashleycares.com,8/13/1999,8/31/2021,,"ASHLEY MANOR, L.L.C.",
,ASHLEY MANOR - MEADOW LAKES,,RCF,5MA238,228 SW MEADOW LAKES DR,97754,Crook,5414475816,15,,TRUE,0,KIMBERLY LISHER,meadowlakes@ashleycares.com,3/3/2000,4/30/2021,"ASHLEY MANOR, LLC",,
,ASHLEY MANOR - OAK,,RCF,5MA241,572 NE OAK STREET,97741,Jefferson,5414757635,15,,TRUE,0,RENEE DAVIDSON,oak@ashleycares.com,3/29/2000,4/30/2021,"ASHLEY MANOR, LLC",,
,ASHLEY MANOR - PACIFIC HEIGHTS,,RCF,50M267,1995 8TH ST,97031,Hood River,5413874514,15,,TRUE,0,OSHA ROBERTS,oroberts@ashleycares.com,3/8/2001,4/30/2021,"ASHLEY MANOR, LLC",,
,ASHLEY MANOR - RIMROCK,,RCF,50M265,1600 SW RIMROCK WAY,97756,Deschutes,5415048855,15,,TRUE,0,RENEE DAVIDSON,rimrock@ashleycares.com,2/20/2001,4/30/2021,"ASHLEY MANOR, LLC",,
,ASHLEY MANOR - ROSEBURG,,RCF,5MA233,427 SE RAMP ST,97470,Douglas,5414640961,30,30,TRUE,0,ROBIN GRESS,douglas@ashleycares.com,2/7/2000,11/30/2021,ASHLEY MANOR LLC,,
,ASHLEY MANOR - SAGE,,RCF,5MA003,1325 SW SAGE,97838,Umatilla,5415649052,40,,TRUE,0,MAEGAN BENNETT,hermiston@ashleycares.com,12/1/1992,2/28/2021,,"ASHLEY MANOR, L.L.C.",
,ASHLEY MANOR - SHASTA,,RCF,50M220,475 S SHASTA PL,97720,Harney,5415733029,15,15,TRUE,0,RENEE DAVIDSON,rdavidson@ashleycares.com,3/24/1999,3/31/2021,,"ASHLEY MANOR, L.L.C.",
,ASHLEY MANOR - WELL SPRINGS,,RCF,5MA206,2110 SW 2ND AVENUE,97914,Malheur,5418819136,10,,FALSE,0,KRISTIN KELLY,wellsprings@ashleycares.com,8/13/1999,8/31/2021,,"ASHLEY MANOR, L.L.C.",
,ASPEN RIDGE MEMORY CARE,,RCF,5MA221,1025 NE PURCELL BLVD,97701,Deschutes,5413124300,43,,TRUE,1,JAKE GOLDEN,administrator@aspenridgememorycare.com,5/26/1999,1/31/2021,"FM ASPEN MC, LLC",,
,ASPEN RIDGE RETIREMENT COMMUNITY,,ALF,70M217,1010 NE PURCELL BLVD,97701,Deschutes,5413858500,95,,TRUE,0,BRYAN CARNAHAN,administrator@aspenridgeretirement.com,9/13/1999,1/31/2021,,"FRONTIER MANAGEMENT, LLC",
,ASPENS  THE,,ALF,70M005,210 ROE DAVIS AVE,97738,Harney,5415732222,48,,TRUE,0,RYAN DUPUY,director@theaspensalf.org,3/7/1996,2/29/2020,"HARNEY PIONEER HOMES, INC.","CONCEPTS IN COMMUNITY LIVING, INC.",
,ASSUMPTION VILLAGE,,ALF,70A278,9121 N BURR AVENUE,97203,Multnomah,5032835644,84,,TRUE,0,QUILRONICA GRAY,sgray@villageenterprises.org,5/29/2002,5/31/2020,ASSUMPTION VILLAGE LLC,S.A.G.E.,
,ASTOR PLACE,,ALF,70M007,999 KLASKANIE AVE,97103,Clatsop,5033256970,34,,FALSE,0,ROSIE OJALA,rojala@enlivant.com,8/20/1996,7/31/2021,ASTOR AID OPCO LLC,"ENLIVANT AID (KB) MGMT, LLC",
,ATRIUM AT FLAGSTONE  THE,,RCF,50R327,3325 COLUMBIA VIEW DR,97058,Wasco,5412985656,33,,TRUE,1,SANDRA BUCHER,sbucher@flagstoneseniorliving.com,8/13/2004,10/31/2020,"FLAGSTONE OPERATIONS, LLC",,
,ATRIUM AT MCLOUGHLIN PLACE  THE,,RCF,5MA162,1153 MOLALLA AVE,97045,Clackamas,5036553337,50,,TRUE,1,CODY CARR,memorysupport@mcloughlinplace.net,3/1/1997,10/31/2020,"MCLOUGHLIN PLACE OPERATIONS, LLC","MILESTONE RETIREMENT COMMUNITIES OF WA, LLC",
,AUTUMN GARDEN HOME RCF  LLC,,RCF,50M006,6215 SE HAZEL ST,97206,Clackamas,5033587986,10,10,TRUE,1,SILVIU BUMB,silviub@comcast.net,1/1/1980,3/31/2022,"AUTUMN GARDEN HOME RCF, LLC",,
,AUTUMN HOUSE OF GRANTS PASS,,RCF,50R343,2268 WILLIAMS HWY,97527,Josephine,5414746399,15,11,TRUE,1,ROBYN VIERRA,autumn@pacificlivingcenters.com,9/22/2006,9/30/2022,,"PACIFIC LIVING CENTERS, INC.",
,AVAMERE AT ALBANY,,ALF,70M247,2800 14TH AVE SE,97321,Linn,5419289494,60,,TRUE,0,DESIREE HANSEN,dhansen@avamere.com,10/6/2000,2/28/2021,NORTHWEST HC CAMBRIDGE TERRACE (OR) OPERATOR NT-HC,"ALBANY OPERATIONS, LLC",
,AVAMERE AT BETHANY,,RCF,50R320,16360 NW AVAMERE CT,97229,Washington,5036902402,26,,TRUE,1,ANGELA NEWSOM,anewsom@avamere.com,8/29/2003,9/30/2021,"AVAMERE BETHANY OPERATIONS, LLC",,
,AVAMERE AT BETHANY ASSISTED LIVING FACILITY,,ALF,70A291,16360 NW AVAMERE CT,97229,Washington,5036902402,90,,TRUE,0,MARTIN RUYBALID,mruybalid@avamere.com,8/8/2003,8/31/2021,,"AVAMERE BETHANY OPERATIONS, LLC",
,AVAMERE AT CASCADIA VILLAGE,,ALF,70M228,39495 CASCADIA VILLAGE DRIVE,97055,Clackamas,5036680300,55,,TRUE,0,AFRA MAYFIELD,amayfield@avamere.com,2/4/2000,2/28/2021,"NORTHWEST HC CASCADIA VILLAGE (OR)OPERATOR NT-HC,","CASCADIA VILLAGE OPERATIONS, LLC",
,AVAMERE AT CHESTNUT LANE,,ALF,70A290,1219 NE 6TH STREET,97030,Multnomah,5035730242,78,70,TRUE,0,RENEE VAIRORA,renee.vairora@brookdale.com,8/11/2003,6/30/2022,"CHESTNUT LANE OPERATIONS, LLC",,
,AVAMERE AT HERMISTON,,ALF,70M040,980 W HIGHLAND AVE,97838,Umatilla,5415673141,63,,TRUE,0,LORI SCHEEL,lori.scheel@brookdale.com,5/16/1996,6/30/2020,"HERMISTON HIGHLAND OPERATIONS, LLC",,
,AVAMERE AT HILLSBORO,,RCF,5MA261,2000 SE 30TH AVE,97123,Washington,5036939944,24,,TRUE,1,BRIAN HODSON,bhodson@avamere.com,11/6/2000,11/30/2020,"AVAMERE-HILLSBORO OPERATIONS, LLC",,
,AVAMERE AT HILLSBORO ASSISTED LIVING FACILITY,,ALF,70M245,2000 SE 30TH AVENUE,97123,Washington,5036939944,75,,TRUE,0,THOMAS DOLLIVER,tgdolliver@avamere.com,9/26/2000,9/30/2020,"AVAMERE HILLSBORO OPERATIONS, LLC.",,
,AVAMERE AT NEWBERG,,RCF,5MA259,730 FOOTHILLS DRIVE,97132,Yamhill,5035540767,22,,TRUE,1,LISA VINCENT,lvincent1@avamere.com,10/2/2000,10/31/2020,"GENESIS NEWBERG OPERATIONS COMPANY, LLC",,
,AVAMERE AT OAK PARK,,ALF,70M225,1400 NE ROCKY RIDGE DRIVE,97470,Douglas,5414645656,76,,TRUE,0,TRICIA RADFORD,tradford@avamere.com,1/5/2000,2/28/2021,"NORTHWEST HC OAK PARK (OR) OPERATOR NT-HCI, LLC","ROSEBURG OPERATIONS, LLC",
,AVAMERE AT PARK PLACE,,ALF,70A070,8445 SW HEMLOCK STREET,97223,Washington,5032458985,130,,TRUE,0,MARK BRUHNS,mbruhns@avamere.com,2/1/1990,6/30/2020,"TIGARD OPERATIONS, LLC",,
,AVAMERE AT SANDY,,RCF,5MA249,17727 SE LANGENSAND RD,97055,Clackamas,5036684199,24,20,TRUE,1,AMY CLAPP,aclapp@avamere.com,7/5/2000,7/31/2022,,"AVAMERE-SANDY OPERATIONS, LLC",
,AVAMERE AT SANDY ASSISTED LIVING FACILITY,,ALF,70M231,17727 SE LANGENSAND RD,97055,Clackamas,5036684199,65,55,TRUE,0,ALEX VINOKUROV,avinokurov@avamere.com,3/31/2000,3/31/2022,"AVAMERE-SANDY OPERATIONS, LLC",,
,AVAMERE AT SEASIDE RESIDENTIAL CARE FACILITY,,RCF,50R296,2500 S ROOSEVELT DR,97138,Clatsop,5037380900,40,,TRUE,1,DEMITA SMITH,orchards@aol.com,4/25/2002,4/30/2021,"NECANICUM OPERATIONS, LLC",,
,AVAMERE AT SHERWOOD,,RCF,5MA245,16500 SW CENTURY DRIVE,97140,Washington,5036257333,24,12,TRUE,1,RIVA RENZEMA,rrenzema@avamere.com,4/25/2000,2/28/2022,"AVAMERE-SHERWOOD OPERATIONS, LLC",,
,AVAMERE AT SHERWOOD ASSISTED LIVING FACILITY,,ALF,70M227,16500 SW CENTURY DRIVE,97140,Washington,5036257333,65,55,TRUE,0,KRISTAL COLEMAN,kcoleman1@avamere.com,1/28/2000,2/28/2022,"AVAMERE-SHERWOOD OPERATIONS, LLC",,
,AVAMERE AT ST HELENS,,RCF,50R275,2400 GABLE RD,97051,Columbia,5033668070,28,,TRUE,1,MATTHEW WILLIAMS,pllacamp@avamere.com,4/9/2001,4/30/2021,,"AVAMERE-ST HELENS OPERATIONS, LLC",
,AVAMERE AT WATERFORD ASSISTED LIVING FACILITY,,ALF,70M218,760 SPRING STREET,97504,Jackson,5417737718,85,,TRUE,0,JENNIFER KAHANANUI,jkahananui@avamere.com,6/23/1999,10/31/2020,"WATERFORD OPERATIONS, LLC",,
,AVAMERE COURT AT KEIZER RCF,,RCF,50R068,5210 RIVER ROAD N,97303,Marion,5033933624,63,,TRUE,0,REBECCA TLUSTY,rsamuelson@avamere.com,7/31/1992,3/31/2021,"KEIZER CAMPUS OPERATIONS, LLC",,
,AVAMERE LIVING AT NEWBERG,,ALF,70M208,730 FOOTHILLS DRIVE,97132,Yamhill,5035540767,70,,TRUE,0,ANGELA NEWSOM,anewsom@avamere.com,4/8/1999,4/30/2021,"GENESIS NEWBERG OPERATIONS COMPANY, LLC",,
,AVAMERE LIVING AT ST HELENS,,ALF,70M258,2400 GABLE RD,97051,Columbia,5033668070,70,,TRUE,0,PEPSI LACAMP,mwilliams3@avamere.com,3/12/2001,3/31/2021,"AVAMERE - ST HELENS OPERATIONS, LLC",,
,AVEENA MEMORY CARE,,RCF,50R470,21910 SE BORGES RD,97089,Clackamas,5034272784,15,,TRUE,1,JASON BONCHIS,aveenamemorycare@gmail.com,3/11/2019,3/31/2021,DAMASCUS MEMORY CARE LLC,,
,AWBREY PLACE,,ALF,70M008,2825 NEFF RD,97701,Deschutes,5413178464,49,46,TRUE,0,JAMES MCNAMA,james.mcnama@caringplaces.com,11/18/1995,5/31/2022,"CARING PLACES NORTHWEST, LLC","CARING PLACES MANAGEMENT, LLC",
,AZALEA GARDENS SENIOR LIVING,,ALF,70M055,755 ELK DRIVE,97415,Curry,5414697182,40,,TRUE,1,KAYLA SHAW,ed@azaleagardenssl.com,8/8/1996,11/30/2020,"BROOKINGS SENIOR LIVING, LLC",,
,BARBUR VISTA RESIDENTIAL CARE,,RCF,50R439,9451 SW BARBUR BOULEVARD,97219,Multnomah,5034779394,32,30,TRUE,0,MARGARET SCHREIBER-WISE,mkcschreiber@yahoo.com,9/28/2016,4/30/2022,,BARBUR VISTA CARE LLC,
,BARTLETT HOUSE OF MEDFORD MEMORY CARE COMMUNITY,,RCF,50R407,3465 LONE PINE RD,97504,Jackson,5412459814,15,15,FALSE,1,CHRISTINA STANLEY,bartlett@pacificlivingcenters.com,3/31/2014,3/31/2022,"PACIFIC LIVING CENTERS, INC",,
,BATTLE CREEK MEMORY CARE,,RCF,50R480,1805 WALN DR SE,97306,Marion,5033649378,68,,TRUE,1,TODD WHITEHEAD,twhitehead@battlecreekcare.com,10/31/2019,10/31/2021,"BATTLECREEK MEMORY CARE, LLC",,
,BAYBERRY COMMONS ASSISTED LIVING,,ALF,70A307,2211 LAURA STREET,97477,Lane,5417447000,62,,TRUE,0,PATRICIA NEUMAN,ed@bayberrycommons.com,4/6/2007,4/30/2021,"BAYBERRY COMMONS, INC.","SEASONS MANAGEMENT, LLC",
,BAYBERRY COMMONS MEMORY CARE,,RCF,50R347,2211 LAURA STREET,97477,Lane,5417447000,14,,TRUE,1,PATRICIA NEUMAN,ed@bayberrycommons.com,4/6/2007,4/30/2021,"BAYBERRY COMMONS, INC.","SEASONS MANAGEMENT, LLC",
,BAYSIDE TERRACE ASSISTED LIVING,,ALF,70M067,192 NORMAN AVE,97420,Coos,5418882255,57,47,TRUE,0,LAUREN SOCIA,administrator@baysideterraceseniorliving.com,9/23/1996,7/31/2021,WELLTOWER TENANT GROUP LLC,"FRONTIER MANAGEMENT, LLC",
,BAYSIDE TERRACE ASSISTED LIVING,,ALF,70M067,192 NORMAN AVE,97420,Coos,5418882255,57,,TRUE,0,LAUREN SOCIA,administrator@baysideterraceseniorliving.com,9/23/1996,7/31/2021,WELLTOWER TENANT GROUP LLC,"FRONTIER MANAGEMENT, LLC",
,BAYSIDE TERRACE MEMORY CARE,,RCF,50M440,192 NORMAN AVENUE,97420,Coos,5418882255,22,11,TRUE,1,JESSI CAYWOOD,memorycare@baysideterraceseniorliving.com,10/1/2016,7/31/2021,WELLTOWER TENANT GROUP LLC,"FRONTIER MANAGEMENT, LLC",
,BAYSIDE TERRACE MEMORY CARE,,RCF,50M440,192 NORMAN AVENUE,97420,Coos,5418882255,22,,TRUE,1,JESSI CAYWOOD,memorycare@baysideterraceseniorliving.com,10/1/2016,7/31/2021,WELLTOWER TENANT GROUP LLC,"FRONTIER MANAGEMENT, LLC",
,BETTER LIVING RCF,,RCF,50R471,15855 SE POWELL BLVD,97236,Multnomah,9714028691,19,,TRUE,0,PRISCILLA MCPIKE,priscilla@betterlivingrcf.com,4/12/2019,4/30/2021,"BETTER CHOICE, LLC",,
,BLUE DIAMOND ESTATES,,RCF,50M124,87326 MC TIMMONS LANE,97411,Coos,9713444998,30,,TRUE,0,LIGIA POP,bluediamondestates@gmail.com,1/9/1985,5/31/2020,,BLUE DIAMOND ESTATES CORPORATION,
,BLUE HAVEN MEMORY CARE - DALLAS,,RCF,50M227,280 SE UGLOW ST,97338,Polk,5036230300,16,16,TRUE,1,CATHERINE LEWIS,clewis.bluehaven@gmail.com,11/1/1997,7/31/2021,,"BLUE HAVEN RESIDENTIAL CARE FACILITIES, INC.",
,BLUE HAVEN MEMORY CARE - INDEPENDENCE,,RCF,50R225,202 SOUTH 9TH STREET,97351,Polk,5038380330,16,,TRUE,1,KRISTINA KACZMAREK,kristinak.bluehaven@gmail.com,10/20/1999,3/31/2021,"BLUE HAVEN RESIDENTIAL CARE FACILITIES, INC.",,
,BONAVENTURE OF ALBANY ASSISTED LIVING,,ALF,70A235,420 GERI ST NW,97321,Benton,5414975600,60,54,FALSE,0,DARLENE BOSHART,executivedirectoralb@livebsl.com,12/7/2015,12/31/2021,BONAVENTURE OF ALBANY LLC,BONAVENTURE SENIOR LIVING,
,BONAVENTURE OF ALBANY MEMORY CARE,,RCF,50R430,420 GERI ST NW,97321,Benton,5414975600,23,22,FALSE,1,DEANNA HUMPHRIES,executivedirectorgre@livebsl.com,12/7/2015,12/31/2021,BONAVENTURE OF ALBANY LLC,BONAVENTURE SENIOR LIVING,
,BONAVENTURE OF GRESHAM ASSISTED LIVING,,ALF,70A327,22514 SE STARK,97030,Multnomah,5033280010,72,,FALSE,0,GARY WARREN,executivedirectorgre@livebsl.com,11/4/2016,11/30/2020,"BONAVENTURE OF GRESHAM, LLC",,
,BONAVENTURE OF GRESHAM MEMORY CARE,,RCF,50R442,22514 SE STARK STREET,97030,Multnomah,5033280010,27,,FALSE,1,DEBORAH VICK,memorycaregre@livebsl.com,11/4/2016,11/30/2020,"BONAVENTURE OF GRESHAM, LLC",,
,BONAVENTURE OF KEIZER ASSISTED LIVING,,ALF,70A328,5525 MCLEOD LANE NE,97303,Marion,5036898084,61,51,FALSE,0,LUIS COLLAZO,executivedirectorkzr@livebsl.com,3/30/2017,3/31/2021,"BONAVENTURE OF KEIZER, LLC",BONAVENTURE SENIOR LIVING,
,BONAVENTURE OF KEIZER MEMORY CARE,,RCF,50R447,5525 MCLEOD LANE NE,97303,Marion,5036898084,35,31,FALSE,1,MARY HART,memorycarekzr@livebsl.com,3/30/2017,3/31/2021,"BONAVENTURE OF KEIZER, LLC",BONAVENTURE SENIOR LIVING,
,BONAVENTURE OF MEDFORD ASSISTED LIVING,,ALF,70A332,2530 EAST MCANDREWS ROAD,97504,Jackson,5419308750,69,57,FALSE,0,PAULA ROBERTSON,executivedirectormed@livebsl.com,11/27/2017,11/30/2021,"BONAVENTURE OF MEDFORD, LLC",BONAVENTURE SENIOR LIVING,
,BONAVENTURE OF MEDFORD MEMORY CARE,,RCF,50R453,2530 EAST MCANDREWS ROAD,97504,Jackson,5419308750,25,23,FALSE,1,DEBBIE WILSON,memorycaremed@livebsl.com,11/27/2017,11/30/2021,"BONAVENTURE OF MEDFORD, LLC",BONAVENTURE SENIOR LIVING,
,BONAVENTURE OF SALEM ASSISTED LIVING,,ALF,70A320,3411 BOONE RD SE,97317,Marion,5034800004,65,,FALSE,0,CHLOE GRAY,executivedirectorslm@livebsl.com,8/22/2012,8/31/2020,BONAVENTURE OF SALEM LLC,,
,BONAVENTURE OF SALEM MEMORY CARE,,RCF,50R385,3411 BOONE RD SE,97317,Marion,5034800004,24,,FALSE,1,EMILY ENOCH,memorycareslm@livebsl.com,8/22/2012,8/31/2020,BONAVENTURE OF SALEM LLC,,
,BONAVENTURE OF TIGARD ASSISTED LIVING,,ALF,70A301,15000 SW HALL BLVD,97224,Washington,5032144200,69,59,FALSE,0,DANIELLE RICHARDSON,executivedirectortig@livebsl.com,2/17/2016,2/28/2022,"BONAVENTURE OF TIGARD, LLC",BONAVENTURE SENIOR LIVING,
,BONAVENTURE OF TIGARD MEMORY CARE,,RCF,50R432,15000 SW HALL BLVD,97224,Washington,5032144200,23,23,FALSE,1,KAMMI SCHAAD,memorycarertig@livebsl.com,2/17/2016,2/28/2022,"BONAVENTURE OF TIGARD, LLC",BONAVENTURE SENIOR LIVING,
,BOONE RIDGE MEMORY CARE,,RCF,50R473,2950 BOONE RD SE,97306,Marion,9713323434,48,,TRUE,1,MICHELLE MALDONADO,mced@booneridgeslc.com,5/7/2019,5/31/2021,"BOONE ROAD SENIOR LIVING, LLC",MOSAIC MANAGEMENT INC,
,BOONE RIDGE SENIOR LIVING COMMUNITY,,ALF,70A339,2950 BOONE RD SE,97306,Marion,9713323434,103,,TRUE,0,ALICIA SYKES,ed@booneridgeslc.com,5/7/2019,5/31/2021,"BOONE ROAD SENIOR LIVING, LLC",MOSAIC MANAGEMENT INC,
,BRIDGE ASSISTED LIVING  THE,,ALF,70A266,201 SW BRIDGE STREET,97526,Josephine,5419562110,77,,TRUE,0,MELISSA STINSON,admin@welovethebridge.com,9/18/2001,4/30/2021,"GRANTS PASS ASSISTED LIVING, LLC.",,
,BRIDGECREEK MEMORY CARE,,RCF,50A253,1401 S 12TH STREET,97355,Linn,5412591779,58,31,TRUE,1,JODY BURTON,jburton@sapphirehealthservices.com,9/7/2000,3/31/2021,,"SAPPHIRE AT BRIDGECREEK, LLC",
,BRIDGEWOOD RIVERS ASSISTED LIVING,,ALF,70M009,1901 NW HUGHWOOD DR,97470,Douglas,5414401914,50,,TRUE,0,TERESA COURTNEY,teresac@cascadeliving.com,6/1/1990,5/31/2021,,,
,BRIGHTCREEK AT SEA VIEW,,RCF,50R368,98059 GERLACH LANE,97415,Curry,5414694500,35,,TRUE,1,CRYSTAL BERBER,mcpm@seaviewseniorliving.com,6/1/2010,10/31/2020,"SEA VIEW ASSISTED LIVING COMMUNITY, LLC","SEASONS MANAGEMENT, LLC",
,BROOKDALE BEAVERTON,,RCF,50A232,16655 NW WALKER ROAD,97006,Washington,5034391653,60,52,TRUE,1,CHARITY JAMMEH,charity.jammeh@brookdale.com,1/25/2000,11/30/2021,"BROOKDALE SENIOR LIVING COMMUNITIES, INC",,
