4/12/21,189,Assisted Living Facilities,,,,,,,
AL7402,BROOKDALE BARTLESVILLE SOUTH,BARTLESVILLE,OK,WASHINGTON,smerrillbrookdale.com,9183319409,43S,ALC,39
AL7204,BROOKDALE BROKEN ARROW,BROKEN ARROW,OK,TULSA,smerrill@brookdale.com,9184511987,43S,ALC,80
AL7256,BROOKDALE CEDAR RIDGE,BROKEN ARROW,OK,TULSA,tgely@brookdale.com,9182520590,43S,ALC,74
AL2601,BROOKDALE CHICKASHA,CHICKASHA,OK,GRADY,smerrill@brookdale.com,4052248300,43S,ALC,39
AL6601,BROOKDALE CLAREMORE,CLAREMORE,OK,ROGERS,smerrill@brookdale.com,9183433300,43S,ALC,71
AL0701,BROOKDALE DURANT,DURANT,OK,BRYAN,smerrill@brookdale.com,5809310600,43S,ALC,43
AL5506,BROOKDALE EDMOND DANFORTH,EDMOND,OK,OKLAHOMA,ldimonico@brookdale.com,4053309100,43S,ALC,43
AL5508,BROOKDALE EDMOND SANTA FE,EDMOND,OK,OKLAHOMA,smerrill@brookdale.com,4053306600,43S,ALC,35
AL2401,BROOKDALE ENID,ENID,OK,GARFIELD,smerrill@brookdale.com,5802370700,43S,ALC,39
AL5101,BROOKDALE MUSKOGEE,MUSKOGEE,OK,MUSKOGEE,smerrill@brookdale.com,9186838388,43S,ALC,43
AL1401,BROOKDALE NORMAN,NORMAN,OK,CLEVELAND,smerrill@brookdale.com,4055739200,43S,ALC,39
AL5510,BROOKDALE OKLAHOMA CITY SOUTHWEST,OKLAHOMA CITY,OK,CLEVELAND,ecook4@brookdale.com,4056910409,43S,ALC,40
AL7207,BROOKDALE OWASSO,OWASSO,OK,TULSA,smerrilly@brookdale.com,9182720202,43S,ALC,43
AL6301,BROOKDALE SHAWNEE,SHAWNEE,OK,POTTAWATOMIE,smerrill@brookdale.com,4052757747,43S,ALC,39
AL6001,BROOKDALE STILLWATER,STILLWATER,OK,PAYNE,smerrill@brookdale.com,4056241616,43S,ALC,39
AL1101,BROOKDALE TAHLEQUAH HERITAGE,TAHLEQUAH,OK,CHEROKEE,smerrill@brookdale.com,9184567117,43S,ALC,55
AL7206,BROOKDALE TULSA 71ST AND SHERIDAN,TULSA,OK,TULSA,smerrill@brookdale.com,9184944011,43S,ALC,52
AL7216,BROOKDALE TULSA MIDTOWN,TULSA,OK,TULSA,smerrill@brookdale.com,9187432700,43S,ALC,120
AL7205,BROOKDALE TULSA SOUTH,TULSA,OK,TULSA,smerrill@brookdale.com,9184611100,43S,ALC,43
AL5519,BROOKDALE VILLAGE,OKLAHOMA CITY,OK,OKLAHOMA,smerrilly@brookdale.com,4057518430,43S,ALC,65
AL2001,BROOKDALE WEATHERFORD,WEATHERFORD,OK,CUSTER,smerrill@brookdale.com,5807726600,43S,ALC,42
AL1604,BROOKRIDGE RETIREMENT COMMUNITY,LAWTON,OK,COMANCHE,jaybrooks52@msn.com,5805369700,43S,ALC,100
AL1003,CANOE BROOK ARDMORE,ARDMORE,OK,CARTER,kmoore@oxfordseniorliving.com,5802263337,43S,ALC,50
AL0908,CARRIAGE HOUSE HOMES,YUKON,OK,CANADIAN,angie.crawford63@gmail.com,4053010989,43S,ALC,5
AL6903,CHISHOLM TRAIL ASSISTED LIVING,DUNCAN,OK,STEPHENS,dustinrexcox@yahoo.com,5804708700,43A,ALC-AC,77
AL7219,COMPREHENSIVE COMMUNITY REHAB SERVICES AL,TULSA,OK,TULSA,mhdobbsrn@sbcglobal.net,9184886165,43S,ALC,6
AL5103,COUNTRY GARDENS ASSISTED LIVING COMMUNITY,MUSKOGEE,OK,MUSKOGEE,countrygardens@tutera.com,9186868100,43S,ALC,75
AL3701,COUNTRYWOOD ASSISTED LIVING AND MEMORY CARE,KINGFISHER,OK,KINGFISHER,kfarrar@seniorlifestyle.com,4053755232,43S,ALC,47
CC1902AL,COVENANT LIVING AT INVERNESS,TULSA,OK,CREEK,RBearer@asbury.org,9184819988,43C,CAL,47
AL7264,COVENANT LIVING OF BIXBY,BIXBY,OK,TULSA,garrett.lee@covenantplacetulsa.org,9189704433,43S,ALC,68
AL3603,CREEKSIDE VILLAGE,PONCA CITY,OK,KAY,kmoore@oxfordseniorliving.com,5807659900,43S,ALC,39
AL5518,"CRYSTAL PLACE, LLC",OKLAHOMA CITY,OK,CLEVELAND,cpllc99@yahoo.com,4056161980,43S,ALC,50
AL5102,DOGWOOD CREEK RETIREMENT CENTER,MUSKOGEE,OK,MUSKOGEE,zhenson@dogwoodcreekok.com,9186835100,43S,ALC,80
AL5504,DORSET PLACE - ASSISTED LIVING,OKLAHOMA CITY,OK,OKLAHOMA,legalhelp@enlivant.com,4057557800,43S,ALC,43
AL5515,DORSET PLACE-MEMORY CARE,OKLAHOMA CITY,OK,OKLAHOMA,LegalHelp@enlivant.com,4057524220,43S,ALC,38
AL6905,DUNCAN ASSISTED LIVING,DUNCAN,OK,STEPHENS,hweaver@oxfordseniorliving.com,5802523337,43S,ALC,50
AL4202,EDEN CARE - OAK TREE,EDMOND,OK,LOGAN,smcclure@edencarehomes.com,4052855983,43S,ALC,5
AL5539,EDEN CARE - THE GREENS,OKLAHOMA CITY,OK,OKLAHOMA,smcclure@edencarehomes.com,4052855983,43S,ALC,5
AL1605,EDITH KASSANAVOID GORDON ASSISTED LIVING CENTER,LAWTON,OK,COMANCHE,melanie.lewis@comanchenation.com,5806993736,43S,ALC,9
AL0501,ELKWOOD ASSISTED LIVING AND MEMORY CARE,ELK CITY,OK,BECKHAM,jbyerly@seniorlifestyle.com,5802250506,43S,ALC,86
AL5509,EMERALD SQUARE ASSISTED LIVING COMMUNITY,OKLAHOMA CITY,OK,OKLAHOMA,emer.adm@meridiansenior.com,4057874466,43S,ALC,78
CC5504AL,EPWORTH VILLA HEALTH SERVICES,OKLAHOMA CITY,OK,OKLAHOMA,,4057521200,43C,CAL,130
AL4702,FAIRVIEW FELLOWSHIP HOME ASSISTED LIVING,FAIRVIEW,OK,MAJOR,lucy@fellowshiphome.com,5802273783,43S,ALC,16
AL6202,FEATHERSTONE ASSISTED LIVING COMMUNITY OF ADA,ADA,OK,PONTOTOC,holli@featherstoneretirement.com,5803325200,43S,ALC,50
AL0703,FEATHERSTONE ASSISTED LIVING COMMUNITY OF DURANT,DURANT,OK,BRYAN,holli@featherstoneretirement.com,5809243777,43S,ALC,50
AL1409,FEATHERSTONE ASSISTED LIVING COMMUNITY OF MOORE,MOORE,OK,CLEVELAND,holli@featherstoneretirement.com,4057999919,43S,ALC,55
AL7211,FOREST HILLS ASSISTED LIVING RETIREMENT AND CARE,BROKEN ARROW,OK,TULSA,bhoward@mgmhealthcare.com,9182501700,43S,ALC,162
AL5537,FOUNTAINBROOK ASSISTED LIVING AND MEMORY SUPPORT,MIDWEST CITY,OK,OKLAHOMA,hweaver@oxfordseniorliving.com,4057697677,43S,ALC,90
NH7211AL,FRANCISCAN VILLA,BROKEN ARROW,OK,TULSA,adam.young@franciscanvilla.com,9183551596,43C,CAL,71
AL5511,GLADE AVENUE ASSISTED LIVING,BETHANY,OK,OKLAHOMA,reggie@mlcconsult.com,4057052400,43S,ALC,100
AL5512,GLADE AVENUE SOUTH,BETHANY,OK,OKLAHOMA,reggie@mlcconsult.com,4057052400,43S,ALC,53
NH2606AL,GLENHAVEN RETIREMENT VILLAGE,CHICKASHA,OK,GRADY,chrism@glenhavencorp.com,4052240909,43C,CAL,44
CC1101AL,GO YE VILLAGE CONTINUUM OF CARE RETIREMENT COMMUNI,TAHLEQUAH,OK,CHEROKEE,pcolvin@goyevillage.org,9184564542,43C,CAL,64
AL6003,GOLDEN OAKS ASSISTED LIVING,STILLWATER,OK,PAYNE,thastings@companionhealth.net,4053771114,43A,ALC-AC,124
AL2403,GOLDEN OAKS ASSISTED LIVING,ENID,OK,GARFIELD,jjackson@goldenoaks.com,5802492600,43A,ALC-AC,69
AL2103,"GRANDWOOD ASSISTED LIVING, LC",GROVE,OK,DELAWARE,reggie@mlcconsult.com,9187872011,43A,ALC-AC,110
AL7403,GREEN COUNTRY VILLAGE ASSISTED LIVING CENTER,BARTLESVILLE,OK,WASHINGTON,sherylmcomas@greencountryvillage.com,9183352086,43S,ALC,65
AL7228,GREEN TREE AT SAND SPRINGS,SAND SPRINGS,OK,TULSA,OSDOH@legendseniorliving.com,9182468733,43S,ALC,86
AL2405,"GREENBRIER VILLAGE RESIDENTIAL LIVING, LLC",ENID,OK,GARFIELD,52Hackett@gmail.com,5802331333,43S,ALC,60
AL1414,HARBORCHASE OF SOUTH OKLAHOMA CITY,OKLAHOMA CITY,OK,CLEVELAND,oklahomaed@harborchase.com,4052592309,43S,ALC,146
AL1802,HEARTSWORTH HOUSE ASSISTED LIVING,VINITA,OK,CRAIG,trishingram@dlcok.org,9182567856,43S,ALC,30
AL7203,HEATHERIDGE ASSISTED LIVING,TULSA,OK,TULSA,lstanisha@12oaks.net,9186229191,43S,ALC,29
AL0905,HERITAGE ASSISTED LIVING,YUKON,OK,CANADIAN,heritageassisted@gmail.com,4057225552,43S,ALC,95
AL7001,HERITAGE COMMUNITY,GUYMON,OK,TEXAS,dan.stiles@guymonheritagecommunity.com,5803383186,43S,ALC,48
AL5599,HERITAGE POINT OF OKLAHOMA CITY,OKLAHOMA CITY,OK,OKLAHOMA,kpammerter@srlivingservices.com,4052528200,43S,ALC,60
AL5502,HOMESTEAD OF BETHANY,BETHANY,OK,OKLAHOMA,jsourk@midwest-health.com,4057879200,43S,ALC,30
AL5547,IRIS MEMORY CARE OF EDMOND,EDMOND,OK,OKLAHOMA,davidk@matteore.com,4053302222,43S,ALC,40
AL5554,JOHN H JOHNSON CARE SUITES,OKLAHOMA CITY,OK,OKLAHOMA,telangdon@gmail.com,4056053220,43S,ALC,120
AL2102,LANE ASSISTED LIVING OF PRYOR,PRYOR,OK,MAYES,cdaves@lanemgmt.com,9188244566,43S,ALC,12
AL6010,LEGACY VILLAGE OF STILLWATER,STILLWATER,OK,PAYNE,codye@wslm.biz,4057149790,43S,ALC,130
AL1103,LEGEND AT 71ST STREET,TULSA,OK,TULSA,osdoh@legendseniorliving.com,3166166231,43S,ALC,100
AL5594,LEGEND AT COUNCIL ROAD,OKLAHOMA CITY,OK,OKLAHOMA,osdoh@legendseniorliving.com,4057210300,43S,ALC,76
AL7261,LEGEND AT MINGO ROAD,TULSA,OK,TULSA,traci.girrens@legendseniorliving.com,9188933500,43S,ALC,90
AL1410,LEGEND AT RIVENDELL,OKLAHOMA CITY,OK,CLEVELAND,OSDH@legendseniorlving.com,4056912300,43S,ALC,151
AL7260,LIVING ROSE CHRISTIAN ASSISTED LIVING HOME,BROKEN ARROW,OK,TULSA,livingrose@ymail.com,9188517906,43S,ALC,5
AL5525,LYNDALE AT EDMOND,EDMOND,OK,OKLAHOMA,bstone@lyndalelife.com,4053486006,43S,ALC,52
AL1411,MEADOWLAKES RETIREMENT VILLAGE,OKLAHOMA CITY,OK,CLEVELAND,lschaefer@StonegateSL.com,4057034225,43S,ALC,122
CC7204AL,MONTEREAU INC,TULSA,OK,TULSA,tbrown@montereau.net,9184915250,43C,CAL,80
AL7218,NORTH COUNTY ASSISTED LIVING,COLLINSVILLE,OK,TULSA,Emilie.Creswell@northcountyseniorLiving.com,9183711919,43A,ALC-AC,35
AL5507,NORTHHAVEN PLACE,OKLAHOMA CITY,OK,OKLAHOMA,legalhelp@enlivant.com,4057738300,43S,ALC,43
AL7226,OKLAHOMA METHODIST MANOR INC,TULSA,OK,TULSA,jwill@ommtulsa.org,9187432565,43S,ALC,74
AL7239,OXFORD GLEN AT OWASSO,OWASSO,OK,TULSA,kmoore@Oxfordseniorliving.com,9183764810,43S,ALC,48
AL3001,PARKVIEW POINTE SENIOR LIVING,LAVERNE,OK,HARPER,loveparkview@gmail.com,5809217275,43S,ALC,28
AL7241,PRAIRIE HOUSE ASSISTED LIVING & MEMORY CARE,BROKEN ARROW,OK,TULSA,hannahone@prairiehouseseniorliving.com,9189405200,43S,ALC,127
AL4102,PRAIRIE POINTE AT STROUD,STROUD,OK,LINCOLN,lgordaon.prairiepointe@yahoo.com,9189871130,43S,ALC,30
AL6303,PRIMROSE RETIREMEMT COMMUNITY OF SHAWNEE,SHAWNEE,OK,POTTAWATOMIE,mmcneary@primroseretirement.com,4052730925,43S,ALC,50
AL6009,PRIMROSE RETIREMENT COMMUNITY OF STILLWATER,STILLWATER,OK,PAYNE,twolfe@primroseretirement.com,4055333300,43S,ALC,50
AL7702,PROVIDENCE PLACE,WOODWARD,OK,WOODWARD,providenceplaceww@yahoo.com,5802565900,43S,ALC,52
AL5513,QUAIL CREEK SENIOR LIVING,OKLAHOMA CITY,OK,OKLAHOMA,jtownsend@quailcreekseniorliving.com,4057486464,43S,ALC,116
AL5523,QUAIL RIDGE SENIOR LIVING,OKLAHOMA CITY,OK,OKLAHOMA,cseabaugh@quailridgeassistedliving.com,4057555775,43S,ALC,184
NH1904AL,RAINBOW HEALTH CARE COMMUNITY AND RAINBOW ASSISTED,BRISTOW,OK,CREEK,adyoung@mgmhealthcare.com,9183672246,43C,CAL,20
AL1403,RAMBLING OAKS ASSISTED LIVING,NORMAN,OK,CLEVELAND,hmiller@rseniorliving.com,4053604755,43S,ALC,86
AL1407,RAMBLING OAKS COURTYARD ASSISTED LIVING & MEMORY C,OKLAHOMA CITY,OK,CLEVELAND,hmiller@rseniorliving.com,4056916555,43S,ALC,80
AL6006,RED BUD ASSISTED LIVING,PERKINS,OK,PAYNE,thastings@companionhealth.net,4055478311,43S,ALC,30
AL5522,SAINT ANN ASSISTED LIVING,OKLAHOMA CITY,OK,OKLAHOMA,al@saintannretirementcenter.com,4057210747,43S,ALC,58
CC7205AL,SAINT SIMEONS EPISCOPAL HOME,TULSA,OK,TULSA,agreen@saintssimeons.org,9184253583,43C,CAL,88
AL7229,SAND PLUM ASSISTED LIVING COMMUNITY,BIXBY,OK,TULSA,zhenson@sandplumok.com,9183697100,43S,ALC,100
AL7215,SENIOR STAR AT THE ARBORS,TULSA,OK,TULSA,tperkins@seniorstar.com,9182987799,43S,ALC,25
AL5601,SENIOR STAR AT THE BROOK,OKMULGEE,OK,OKMULGEE,cgarrett@seniorstar.com,9187561253,43S,ALC,30
AL1402,SOMMERSET NEIGHBORHOOD,OKLAHOMA CITY,OK,CLEVELAND,jessica.guillory@gmail.com,4056919221,43S,ALC,126
AL5549,SOUTHERN PLAZA ASSISTED LIVING AND MEMORY CARE,BETHANY,OK,OKLAHOMA,shaye@arborhouseliving.com,4054401111,43S,ALC,110
AL5503,SOUTHRIDGE PLACE,OKLAHOMA CITY,OK,CLEVELAND,LegalHelp@enlivant.com,4056913366,43S,ALC,39
AL0906,SPANISH COVE HOUSING AUTHORITY,YUKON,OK,CANADIAN,dblose@spanishcove.com,4053541901,43C,CAL,82
AL0907,ST KATHARINE DREXEL RETIREMENT CENTER,EL RENO,OK,CANADIAN,,4052622920,43S,ALC,74
AL5548,STONECREEK ASSISTED LIVING AND MEMORY CARE,EDMOND,OK,OKLAHOMA,ed@stonecreek-al.com,4053305020,43S,ALC,118
AL5536,STOREY OAKS,OKLAHOMA CITY,OK,OKLAHOMA,lstanisha@12oaks.net,4052869500,43S,ALC,66
AL5556,SUPERIOR CARE HOMES OF OKLAHOMA,OKLAHOMA CITY,OK,OKLAHOMA,superiorcarehomeofoklahoma@gmail.com,4053677213,43S,ALC,5
AL3301,TAMARACK RETIREMENT CENTER,ALTUS,OK,JACKSON,kaystewart@jcmh.com,5803796988,43S,ALC,108
AL5541,TEAL CREEK ASSISTED LIVING & MEMORY CARE,EDMOND,OK,OKLAHOMA,gcguymon@icloud.com,4053128050,43S,ALC,126
AL5535,TEALRIDGE ASSISTED LIVING,EDMOND,OK,OKLAHOMA,cbales@tealridge.com,4056045433,43S,ALC,80
AL1602,TEN OAKS PLACE,LAWTON,OK,COMANCHE,legalhelp@enlivant.com,5803531190,43S,ALC,166
AL2404,THE ARBORS ASSISTED LIVING CENTER,ENID,OK,GARFIELD,brooksj1977@sbcglobal.net,5805418402,43S,ALC,16
AL1601,THE BRENTWOOD SENIOR LIVING,LAWTON,OK,COMANCHE,mbaggett@thebrentwoodseniorliving.com,5805364848,43S,ALC,90
AL1603,THE CHATEAU,LAWTON,OK,COMANCHE,samghosn@gmail.com,5805366800,43S,ALC,42
NH2407AL,THE COMMONS,ENID,OK,GARFIELD,lburrell@thecommons-UMRC.com,5802376164,43C,CAL,35
AL3303,THE COURTYARD AT MAGNOLIA CREEK MEMORY CARE ASSIS,ALTUS,OK,JACKSON,cathy.payne@magnoliaOK.com,5804826735,43S,ALC,70
AL6602,THE COURTYARDS AT CLAREMORE ASSISTED LIVING MEMORY,CLAREMORE,OK,ROGERS,debra.hudson@gracelivingcenters.com,9183433850,43S,ALC,80
AL7210,THE COURTYARDS AT THE AMBASSADOR MEMORY CARE ASSIS,TULSA,OK,TULSA,keri.stevens@ambassadorok.com,9187437887,43S,ALC,75
NH5544AL,THE FOUNTAINS AT CANTERBURY HEALTH CENTER,OKLAHOMA CITY,OK,OKLAHOMA,rhoback@watermarkcommunities.com,4057513600,43C,CAL,98
AL1404,THE GARDENS AT RIVERMONT,NORMAN,OK,CLEVELAND,traci.girrens@legendseniorliving.com,4053606056,43S,ALC,70
AL5529,THE HEALTH CENTER AT CONCORDIA,OKLAHOMA CITY,OK,OKLAHOMA,deischen@concordiaseniorliving.com,4057207200,43C,CAL,60
AL5526,"THE HEAVEN HOUSE, LLC",OKLAHOMA CITY,OK,OKLAHOMA,dcoconnor448@gmail.com,4058488393,43S,ALC,5
AL5538,"THE HEAVEN HOUSE, LLC",OKLAHOMA CITY,OK,OKLAHOMA,dcoconnor448@gmail.com,4058501007,43S,ALC,5
AL5597,"THE HEAVEN HOUSE, LLC",OKLAHOMA CITY,OK,OKLAHOMA,dcoconnor448@gmail.com,4058501007,43S,ALC,5
AL5544,"THE HEAVEN HOUSE, LLC",OKLAHOMA CITY,OK,OKLAHOMA,dcoconnor448@gmail.com/dianeoconnor448@gmail.com,4058501007,43S,ALC,5
AL5552,"THE HEAVEN HOUSE, LLC",OKLAHOMA CITY,OK,OKLAHOMA,dianeoconnor448@gmail.com,4058501007,43S,ALC,5
AL7225,THE HOMESTEAD OF OWASSO,OWASSO,OK,TULSA,jdavidson@homesteadofowasso.com,9183762226,43S,ALC,104
AL5517,THE LEGEND AT JEFFERSON'S GARDEN,EDMOND,OK,OKLAHOMA,osdoh@legendseniorliving.com,4057151717,43S,ALC,44
AL7267,THE LINDEN AT STONEHAVEN SQUARE,TULSA,OK,TULSA,droberts@leisurecare.com,9182030210,43S,ALC,142
AL5591,THE MANSION AT WATERFORD,OKLAHOMA CITY,OK,OKLAHOMA,executivedirector@mansionatwaterfordslc.com,4058481817,43S,ALC,125
AL6203,THE NEIGHBORHOODS AT BAPTIST VILLAGE OF ADA,ADA,OK,PONTOTOC,tscheer@ada.baptistvillage.com,5803326004,43S,ALC,30
AL7259,THE NEIGHBORHOODS AT BAPTIST VILLAGE OF BROKEN ARR,BROKEN ARROW,OK,TULSA,mbaggett@ba.baptistvillage.org,9183550099,43S,ALC,58
AL0502,THE NEIGHBORHOODS AT BAPTIST VILLAGE OF ELK CITY,ELK CITY,OK,BECKHAM,chenderson@ec.baptistvillage.org,5802255555,43S,ALC,68
AL5602,THE NEIGHBORHOODS AT BAPTIST VILLAGE OF OKMULGEE,OKMULGEE,OK,OKMULGEE,spowell@okm.baptistvillage.org,9187565377,43S,ALC,19
AL7208,THE PARKE ASSISTED LIVING,TULSA,OK,TULSA,mmoris@theparke.net,9182491262,43S,ALC,70
AL3601,THE RENAISSANCE OF PONCA CITY,PONCA CITY,OK,KAY,ginger@milestoneretirement.com,5807655900,43S,ALC,35
AL6002,THE RENAISSANCE OF STILLWATER-ASSISTED LIVING,STILLWATER,OK,PAYNE,ginger@milestoneretirement.com,4057434900,43S,ALC,40
AL6004,THE RENAISSANCE OF STILLWATER-MEMORY CARE,STILLWATER,OK,PAYNE,ginger@milestoneretirement.com,4057434900,43S,ALC,36
AL1001,"THE SUITES AT ELMBROOK, INC",ARDMORE,OK,CARTER,admin.suites@elmbrookhomes.com,5802233100,43S,ALC,60
AL5545,THE VERADEN,EDMOND,OK,OKLAHOMA,bmccaleb@sagora.com,4053591230,43S,ALC,110
CC7207AL,THE VILLAGES AT SOUTHERN HILLS,TULSA,OK,TULSA,cneal@stonegateSL.com,9184476447,43C,CAL,98
AL2502,THE WILLOWS,PAULS VALLEY,OK,GARVIN,lpn_583@yahoo.com,4052384414,43S,ALC,48
AL5520,TIMBERWOOD ASSISTED LIVING & MEMORY CARE,OKLAHOMA CITY,OK,OKLAHOMA,kbolino@seniorlifestyle.com,4056190079,43S,ALC,60
AL5532,TOUCHMARK AT COFFEE CREEK,EDMOND,OK,OKLAHOMA,martin.chavarria@touchmark.com,4053401975,43S,ALC,134
AL5595,TOWN VILLAGE ASSISTED LIVING,NICHOLS HILLS,OK,OKLAHOMA,lboucher@integratedsl.com,4052979600,43S,ALC,33
AL7302,TULSA ASSISTED LIVING AND MEMORY CARE,CATOOSA,OK,ROGERS,tim.stimson@canoebrookal.com,9187394700,43S,ALC,82
AL7266,"TULSA SENIOR LIVING , LLC",TULSA,OK,TULSA,kpammenter@SrlivingServices.com,9189401800,43S,ALC,57
AL7214,UNIVERSITY VILLAGE RETIREMENT COMMUNITY,TULSA,OK,TULSA,ralsup@uvrc.org,9182992661,43S,ALC,150
AL6101,VAN BUREN HOUSE ASSISTED LIVING,MCALESTER,OK,PITTSBURG,carends@mrhcok.com,9184265600,43S,ALC,60
NH3608AL,"VIA CHRISTI VILLAGE PONCA CITY, INC",PONCA CITY,OK,KAY,william.otjen@ascension.org,5807620927,43C,CAL,95
AL0901,VICTORIAN ESTATES,YUKON,OK,CANADIAN,lschaefer@StonegateSL.com,4053501055,43S,ALC,70
AL5534,VILLAGE AT OAKWOOD,OKLAHOMA CITY,OK,OKLAHOMA,jwilson@villageatoakwood.com,4056056353,43A,ALC-AC,110
AL1002,VILLAGE LODGE OF ARDMORE VILLAGE,ARDMORE,OK,CARTER,jimmie@ardmore.com,5802238400,43S,ALC,58
AL1412,VILLAGE ON THE PARK - OKLAHOMA CITY,OKLAHOMA CITY,OK,CLEVELAND,kproctor@rcmseniorliving.com,4056928700,43S,ALC,64
AL5514,VILLAGIO OF OKLAHOMA CITY,OKLAHOMA CITY,OK,OKLAHOMA,lstewart@villagioliving.com,4057556469,43S,ALC,133
AL2003,WEATHERWOOD ASSISTED LIVING AND MEMORY CARE,WEATHERFORD,OK,CUSTER,alaGrange@seniorlifestyle.com,5807742955,43S,ALC,60
AL5531,"WELLINGTON PARKE, LLC",DEL CITY,OK,OKLAHOMA,gemini@coxinet.net,4056772273,43S,ALC,92
AL6904,WEST WIND ASSISTED LIVING,MARLOW,OK,STEPHENS,westwindmarlow@gmail.com,5806581200,43S,ALC,55
AL4401,WESTBROOK GARDENS SLC,PURCELL,OK,MCCLAIN,holly@ncsolutions.net,4055271365,43S,ALC,88
AL090201,WILLOWOOD AT MUSTANG ASSISTED LIVING AND MEMORY CA,MUSTANG,OK,CANADIAN,pmilligan@hlcenters.com,4053761200,43S,ALC,79
AL3801,WOODLAND GARDENS ASSISTED LIVING,HOBART,OK,KIOWA,christinanull@woodlandgardensal.com,5807266635,43S,ALC,40
CC7203AL,ZARROW POINTE,TULSA,OK,TULSA,jm@tjrhcc.org,9184968333,43C,CAL,61
