81,AS,AS810087713,Talladay,6312 Talladay Rd.,,Milan,MI,48160,7344398398,6,20201218,20221217,REGULAR,Y,N,N,N,Y,N,N,N,N,N,Rainbow Rehabilitation Centers,NO,Suite 160,17187 N. Laurel Park Dr.,Livonia,MI,48152,7344821200,ACTIVE
82,AS,AS820014079,Elwell House,17100 Elwell Road,,Belleville,MI,48111,7346977131,6,20200814,20220813,REGULAR,Y,Y,Y,N,Y,N,N,N,N,N,Rainbow Rehabilitation Centers,NO,Suite 160,17187 N. Laurel Park Dr.,Livonia,MI,48152,7344821200,ACTIVE
81,AS,AS810237291,Brookside II,11354 Stoney Creek,,Milan,MI,48160,7344390986,6,20200114,20220113,REGULAR,Y,N,N,N,Y,N,N,N,N,N,Rainbow Rehabilitation Centers,NO,Suite 160,17187 N. Laurel Park Dr.,Livonia,MI,48152,7344821200,ACTIVE
82,AS,AS820246953,Bemis,48722 Bemis,,Belleville,MI,48111,7346973893,6,20190429,20210428,REGULAR,N,N,Y,N,Y,N,N,N,N,N,Rainbow Rehabilitation Centers,NO,Suite 160,17187 N. Laurel Park Dr.,Livonia,MI,48152,7344821200,ACTIVE
81,AS,AS810295001,Birchwood,7160 Textile,,Ypsilanti,MI,48197,7345479545,6,20200629,20220628,REGULAR,Y,N,N,N,Y,N,N,N,N,N,Rainbow Rehabilitation Centers,NO,Suite 160,17187 N. Laurel Park Dr.,Livonia,MI,48152,7344821200,ACTIVE
82,AS,AS820066519,Cowan,32275 Cowan Road,,Westland,MI,48185,7344228680,6,20210125,20230124,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,"Saints,  Incorporated",NO,2945 S. Wayne Road,,Wayne,MI,48184,7347222221,ACTIVE
82,AS,AS820013601,Beverly House,6380 Merriman,,Romulus,MI,48174,7347214712,6,20191203,20211202,REGULAR,Y,Y,N,N,N,N,Y,N,N,N,"Saints,  Incorporated",NO,2945 S. Wayne Road,,Wayne,MI,48184,7347222221,ACTIVE
82,AS,AS820249056,Fallow Court Home,7983 Fallow Court,,Romulus,MI,48184,7343268622,6,20190506,20210505,REGULAR,N,Y,N,N,N,N,Y,N,N,N,"Saints,  Incorporated",YES,2945 S. Wayne Road,,Wayne,MI,48184,7347222221,ACTIVE
50,AS,AS500091550,New Port Court,35050 New Port Court,,New Baltimore,MI,48047,7344080112,6,20200825,20220824,REGULAR,Y,N,Y,N,N,N,N,Y,N,N,Adult Learning Systems-Lower Michigan,NO,Suite F,8170 Jackson Road,Ann Arbor,MI,48103,7344080112,ACTIVE
50,AS,AS500092396,St. Clair,36440 St. Clair,,New Baltimore,MI,48047,5867258950,6,20201201,20221130,REGULAR,Y,N,Y,N,N,N,N,Y,N,N,Adult Learning Systems-Lower Michigan,NO,Suite F,8170 Jackson Road,Ann Arbor,MI,48103,7344080112,ACTIVE
50,AS,AS500258194,LeeLane Ct,67799 Leelane Court,,Richmond,MI,48062,5867277101,6,20200413,20220412,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,Adult Learning Systems-Lower Michigan,NO,Suite F,8170 Jackson Road,Ann Arbor,MI,48103,7344080112,ACTIVE
81,AS,AS810279052,Seybold,4922 Munger Rd.,,Ypsilanti,MI,48197,7345289004,6,20191031,20211030,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,Adult Learning Systems-Lower Michigan,NO,Suite F,8170 Jackson Road,Ann Arbor,MI,48103,7344080112,ACTIVE
32,AF,AF320071117,Rink Afc Home,6587 E Kinde Rd,,Port Hope,MI,48468,9899757244,2,20210112,20230111,REGULAR,N,Y,N,N,N,N,N,N,N,N,Rothe Darlene,YES,6587 E Kinde Rd,,Port Hope,MI,48468,9899757244,ACTIVE
41,AL,AL410280502,Villa East Group Home,"3000 Porter Street, SW",,Grandville,MI,494181173,6164060853,16,20210509,20230508,REGULAR,N,Y,Y,Y,N,N,Y,Y,N,N,Thresholds,YES,1225 Lake Drive  SE,,Grand Rapids,MI,49506,6164665242,ACTIVE
41,AL,AL410083023,Sojourners Transitional Living,1490 E Beltline Avenue SE,,Grand Rapids,MI,495064336,6169400040,20,20190822,20210821,REGULAR,Y,Y,Y,N,Y,N,Y,Y,N,N,Hope Network Rehabilitation Serv,NO,1490 E Beltline  SE,,Grand Rapids,MI,49506,6169400040,ACTIVE
41,AS,AS410254891,HNRS Ada House,"940 Clifford Avenue, SE",,Grand Rapids,MI,495462360,6169400040,6,20200727,20220726,REGULAR,Y,N,Y,N,Y,N,N,N,N,N,Hope Network Rehabilitation Serv,NO,1490 E Beltline  SE,,Grand Rapids,MI,49506,6169400040,ACTIVE
39,AS,AS390295914,HNRS - Southwood House,925 Parker Ave.,,Kalamazoo,MI,49008,2694927842,6,20210203,20230202,REGULAR,Y,N,Y,N,Y,N,N,N,N,N,Hope Network Rehabilitation Serv,NO,1490 E Beltline  SE,,Grand Rapids,MI,49506,6169400040,ACTIVE
41,AS,AS410352086,HNRS Maryland House,891 Maryland,,Grand Rapids,MI,49505,6166449467,6,20210420,20230419,REGULAR,Y,Y,Y,N,Y,N,N,N,N,N,Hope Network Rehabilitation Serv,NO,1490 E Beltline  SE,,Grand Rapids,MI,49506,6169400040,ACTIVE
41,AS,AS410389238,HNRS Forest Glen III,4220 Burton St. SE,,Grand Rapids,MI,49546,6169400040,6,20210126,20230125,REGULAR,Y,Y,Y,N,Y,N,Y,Y,N,N,Hope Network Rehabilitation Serv,NO,1490 E Beltline  SE,,Grand Rapids,MI,49506,6169400040,ACTIVE
12,AS,AS120383698,Hope Network - Lakewood,265 N. Michigan Avenue,,Coldwater,MI,49036,5172785933,6,20210514,20230513,REGULAR,N,N,N,N,Y,N,N,N,N,N,Hope Network Rehabilitation Serv,NO,1490 E Beltline  SE,,Grand Rapids,MI,49506,6169400040,ACTIVE
48,AS,AS480082012,Hamilton,14180 South Cooper,,Newberry,MI,49868,9062933280,6,20191002,20211001,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,"Adult Learning Systems - UP, Inc",NO,Suite-4,228 West Washington,Marquette,MI,49855,9062287370,ACTIVE
52,AS,AS520300046,ALS Wright,1803 Wright St.,,Marquette,MI,49855,9062731212,6,20200103,20220102,REGULAR,Y,Y,Y,N,Y,N,Y,Y,N,N,"Adult Learning Systems - UP, Inc",NO,Suite-4,228 West Washington,Marquette,MI,49855,9062287370,ACTIVE
63,AF,AF630079558,Hill Top House,420 Hill Top,,White Lake,MI,48386,2482524344,3,20200919,20220918,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,Charmaine Wichmann,NO,420 Hill Top,,White Lake,MI,483860000,2486983877,ACTIVE
43,AF,AF430091452,Hendrick AFC,10121 S. Saddler Road,,Reed City,MI,49677,2318321330,6,20210303,20230302,REGULAR,N,N,N,Y,N,N,N,N,N,N,Brenda L Hendrick,NO,10121 S Saddler Rd,,Reed City,MI,496770000,2318321330,ACTIVE
73,AS,AS730364361,Sandra Court,45 Sandra Court,,Saginaw,MI,48602,9897939125,6,20210315,20230314,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Beacon Harbor Homes, Inc.",NO,Suite 1,3689 Fashion Square Blvd,Saginaw,MI,48603,9897921891,ACTIVE
73,AS,AS730249985,Shattuck Rd Home,2585 Shattuck,,Saginaw,MI,48603,9894979847,6,20190927,20210926,REGULAR,N,N,Y,N,N,N,N,Y,N,N,"Beacon Harbor Homes, Inc.",NO,Suite 1,3689 Fashion Square Blvd,Saginaw,MI,48603,9897921891,ACTIVE
73,AS,AS730077429,Hunter AFC,2312 Owen,,Saginaw,MI,48601,9897555079,5,20191024,20211023,REGULAR,N,Y,N,Y,N,N,N,N,N,N,Mary Hunter,NO,1653 Allendale Dr.,,Saginaw,MI,486030000,9897913720,ACTIVE
11,AL,AL110077442,Caretel Inns Of Royalton  - Dover,3905 Lorraine Path,,Saint Joseph,MI,49085,2483309598,20,20200509,20220508,REGULAR,N,N,N,Y,N,Y,N,N,N,N,Cliffside Company,YES,910 S. Washington Av,,Royal Oak,MI,480670000,2483309598,ACTIVE
13,AM,AM130077460,Harvard House,26 Harvard Street,,Battle Creek,MI,49017,2699643134,12,20200326,20220325,REGULAR,N,Y,Y,Y,N,N,N,N,N,N,Choice Care III Inc,NO,26 Harvard St,,Battle Creek,MI,490170000,2699643134,ACTIVE
38,AF,AF380077498,Garden Estates,3140 Shirley Drive,,Jackson,MI,49201,5178411750,6,20201127,20221126,REGULAR,N,N,N,Y,N,N,N,N,N,N,Laury Lynn Grider,NO,3140 Shirley Drive,,Jackson,MI,492010000,5178411750,ACTIVE
58,AL,AL580382350,Alice Lorraine Care Center - 2,2590 N. Monroe Street,,Monroe,MI,48162,7342434000,18,20210321,20230320,REGULAR,N,N,N,Y,N,Y,N,N,N,N,A.L.C.C. Inc.,NO,1543 Island Lane,,Bloomfield Hills,MI,48302,7342434000,ACTIVE
82,AS,AS820071227,Willow Cove Home,23610 Willow Cove,,Allen Park,MI,48101,3133590778,6,20210519,20230518,REGULAR,Y,Y,N,N,N,N,Y,N,N,N,Creative Images Inc,NO,28125 7 Mile Rd,,Livonia,MI,48152,3132863500,ACTIVE
82,AS,AS820065005,Bellcreek,15557 Inkster Road,,Livonia,MI,48154,7342664048,6,20200716,20220715,REGULAR,Y,Y,N,N,N,N,Y,N,N,N,Creative Images Inc,NO,28125 7 Mile Rd,,Livonia,MI,48152,3132863500,ACTIVE
82,AS,AS820071446,Pams Norwood,19272 Norwood,,Detroit,MI,48234,3136050641,6,20210304,20230303,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,Pams Norwood Care,NO,19272 Norwood,,Detroit,MI,482340000,1313605064,ACTIVE
82,AS,AS820064382,Mary Street Home,35630 Mary,,Romulus,MI,48174,7347291270,6,20200326,20220325,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Joak American Homes, Inc.",NO,Unit A,3879 Packard Road,Ann Arbor,MI,48108,7349737764,ACTIVE
81,AS,AS810401660,Country Lane,5623 Thomas Rd,,Ann Arbor,MI,48108,7349750385,6,20200602,20220601,REGULAR,Y,Y,N,N,N,N,Y,N,N,N,"Joak American Homes, Inc.",NO,Unit A,3879 Packard Road,Ann Arbor,MI,48108,7349737764,ACTIVE
69,AF,AF690310401,Tobias AFC,586 Hayes Tower Road,,Gaylord,MI,49735,9897324379,6,20210615,20230614,REGULAR,N,Y,Y,N,N,N,N,N,N,N,Patricia Tobias,NO,586 Hayes Tower Road,,Gaylord,MI,49735,9897324379,ACTIVE
33,AS,AS330092644,Cedar Cottage,621 E. Jolly Road,,Lansing,MI,48910,5173935203,6,20210514,20230513,REGULAR,Y,Y,Y,Y,Y,Y,Y,Y,N,N,"Turning Leaf Res Rehab Svcs., Inc.",NO,621 E. Jolly Rd.,,Lansing,MI,48909,5173935203,ACTIVE
39,AL,AL390392504,Birch Cottage II,13326 N. Boulevard St.,,Vicksburg,MI,49097,2695858762,20,20200514,20220513,REGULAR,Y,Y,Y,Y,Y,N,Y,Y,N,N,"Turning Leaf Res Rehab Svcs., Inc.",YES,621 E. Jolly Rd.,,Lansing,MI,48909,5173935203,ACTIVE
70,AS,AS700317947,Blue Spruce Cottage,5418 120th Ave.,,Holland,MI,49424,6164666885,6,20210514,20230513,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,"Turning Leaf Res Rehab Svcs., Inc.",YES,621 E. Jolly Rd.,,Lansing,MI,48909,5173935203,ACTIVE
53,AM,AM530087768,Grancare,2110 East US-10,,Custer,MI,49405,2317570042,12,20200911,20220910,REGULAR,Y,N,N,Y,N,Y,N,N,N,N,Grancare Of Custer,NO,4962 W Hawley Rd,,Ludington,MI,49431,2318438806,ACTIVE
63,AS,AS630086106,L & W Adult Foster Care Home,23845 Lee Baker,,Southfield,MI,48075,2483552294,6,20201120,20221119,REGULAR,N,N,Y,N,Y,N,N,N,N,N,Julie Wiley,NO,23845 Lee Baker Drive,,Southfield,MI,48075,3137904327,ACTIVE
9,AS,AS090254908,Wilson House,500 Wilson Street,,Bay City,MI,48708,9898948592,6,20190807,20210806,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,Liberty Living Inc.,NO,P O Box 1273,,Bay City,MI,48706,9898920247,ACTIVE
15,AS,AS150383742,Bedford North,00095 Addis Road,,Boyne City,MI,49712,2314594051,4,20210112,20230111,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,Bedford Specialized Care Inc.,NO,H-1,2775 W. Dickman,Battle Creek,MI,49037,2697884367,ACTIVE
14,AF,AF140067706,Millers Assisted Living,25073 Marcellus Hwy,,Dowagiac,MI,49047,2697826826,6,20200725,20220724,REGULAR,N,Y,Y,Y,N,N,N,N,N,N,Paul E. Miller and Sheila  Miller,NO,25073 Marcellus Hwy,,Dowagiac,MI,490470000,2697827681,ACTIVE
63,AS,AS630285885,Echols Support Services #1,25971 W. Ten Mile Road,,Southfield,MI,48034,2482455252,6,20190810,20210809,REGULAR,N,Y,Y,N,Y,N,Y,Y,N,N,"Echols, Richard & Miller-Echols, Tahatia",NO,25701 Ravine Rd.,,Southfield,MI,48034,2483534729,ACTIVE
82,AS,AS820339020,Real Place,30141 Rosslyn,,Garden City,MI,48135,3139371664,6,20200507,20220506,REGULAR,N,Y,N,N,N,N,Y,N,N,N,Real Place Inc.,NO,25630 W. Chicago,,Redford,MI,48239,3139371664,ACTIVE
63,AS,AS630391550,Brandon East,301 Sleepy Hollow,,Brandon,MI,48462,8109641430,6,20201024,20221023,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Flatrock Manor, Inc.",YES,7012 River Road,,Flushing,MI,48433,8109641430,ACTIVE
44,AM,AM440388517,Elba North,300 N. Elba Rd.,,Lapeer,MI,48446,8109694442,12,20200305,20220304,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Flatrock Manor, Inc.",YES,7012 River Road,,Flushing,MI,48433,8109641430,ACTIVE
25,AS,AS250407223,Pierson,6376 E. Pierson Road,,Flint,MI,48506,8109641430,6,20210421,20211020,TEMPORARY,Y,Y,Y,N,N,N,Y,Y,N,N,"Flatrock Manor, Inc.",NO,7012 River Road,,Flushing,MI,48433,8109641430,ACTIVE
9,AS,AS090314318,K & K Quality Care II,351 Bay Mid Line,,Midland,MI,48642,9898359412,6,20200529,20220528,REGULAR,Y,N,N,Y,N,N,N,N,N,N,K And K Quality Care Inc,NO,351 Bay Mid Line Rd,,Midland,MI,486420000,9898359412,ACTIVE
77,AF,AF770076846,Barkers Country Living,Rt 1 Box 253,728 Newborn Road,Germfask,MI,49836,9065866219,6,20210324,20230323,REGULAR,N,Y,Y,Y,N,Y,N,N,N,N,Barker Marcella,NO,Rt 1 Box 253,728 Newborn Rd,Germfask,MI,498360000,9065866219,ACTIVE
73,AS,AS730076880,Magline Whitley Afc Home,914 Lapeer Avenue,,Saginaw,MI,48607,9893271464,6,20201016,20221015,REGULAR,N,Y,Y,Y,N,N,N,N,N,N,Magline Whitley,NO,914 Lapeer Ave.,,Saginaw,MI,48607,9893271464,ACTIVE
80,AS,AS800242668,Beacon Home at Highland,56838 48th Avenue,,Lawrence,MI,49064,2694278400,6,20190708,20210707,REGULAR,Y,Y,Y,Y,N,Y,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",NO,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
11,AL,AL110383074,Beacon Home at Beacon Springs West,6418 Deans Hill Road,,Berrien Center,MI,49013,2698155170,20,20200114,20220113,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",YES,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
63,AS,AS630393369,Beacon Home at Clarkston,10358 Horseshoe Circle,,Clarkston,MI,48348,2692144341,6,20210524,20211123,1ST PROVISIONAL,N,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",YES,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
44,AS,AS440392507,Beacon Home At Lapeer,2368 Greenwood Rd.,,Lapeer,MI,48446,8106676167,6,20210601,20230531,REGULAR,N,Y,Y,Y,Y,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",NO,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
50,AS,AS500390453,Beacon Home At New Haven,36790 28 Mile Road,,Lenox Township,MI,48048,2694278400,6,20200918,20220917,REGULAR,Y,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",NO,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
14,AS,AS140393268,Beacon Home At Red Mill,51721 Red Mill Road,,Dowagiac,MI,49047,2694278400,6,20210413,20230412,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",NO,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
61,AS,AS610392405,Beacon Home At Blue Lake,6780 Blue Lake Rd.,,Twin Lake,MI,49457,2694278400,6,20201121,20221120,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",YES,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
23,AS,AS230404895,Beacon Home at Arlene,4219 Arlene Drive,,Lansing,MI,48917,2694278400,6,20210402,20230401,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",YES,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
38,AS,AS380398559,Beacon Home at Martemucci,11219 Wamplers Lake Road,,Brooklyn,MI,49230,5179388722,6,20200917,20220916,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",YES,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
80,AS,AS800404242,Beacon Home at Hartford,68134 CR 372,,Hartford,MI,49057,2694278400,6,20210227,20230226,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",YES,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
8,AM,AM080405469,Beacon Home at Delton,12764 M-43 Highway,,Delton,MI,49046,2694278400,12,20210615,20230614,REGULAR,N,Y,Y,N,N,N,Y,Y,N,N,"Beacon Specialized Living Services, Inc.",YES,Suite 110,890 N. 10th St.,Kalamazoo,MI,49009,2694278400,ACTIVE
