Your selection for all Supervised Living Facilities found 214 providers .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFID,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,TELEPHONE,FAX,ADMINISTRATOR,LIC_TYPE,HOSP_BEDS,BASS_BEDS,PSY_HOSP_BEDS,NH_BEDS,BCH_BEDS,SLFA_BEDS,SLFB_BEDS,OTHER_BEDS,HCP_TYPE,HWS,HWS_TYPE,OPS,HOSP18_BEDS,CAH,DEEMED,SWING,PSY18_BEDS,SNF_BEDS,SNFNF_BEDS,NF1_BEDS,NF2_BEDS,ICFMR_BEDS,HHA,HOSPICE,CMHC,CORF,ESRD,ASC,PPSP,PPSR,REHAB,RHC,XRAY,BLSS,MOBHES,BC,ICFMR,HCBS_PRV,SE_PRV,SNSA_PRV
1667,ALLENDALE HOUSE,2847 19TH AVENUE NW,ROCHESTER,MN,55901,55,OLMSTED,507-288-7195,507-288-4522,MS. LINDA DRIESSEN,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1668,AMERICAN INDIAN COMM DEVLP,1800 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55404,27,HENNEPIN,612-879-3562,612-879-3393,TODD JOHNSTON,NONPROFIT CORPORATION,0,0,0,0,0,0,64,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
4,ANOKA METRO REG TREATMENT CTR,3301 7TH AVENUE NORTH,ANOKA,MN,55303,2,ANOKA,651-431-5252,651-431-7733,ROCHELLE FISCHER,STATE,0,0,0,0,0,0,29,175,,,,,0,,,,175,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1400,ANTHONY LOUIS CENTER,1000 PAUL PARKWAY,BLAINE,MN,55434,2,ANOKA,763-757-2906,763-757-2059,SHANTEL MAGADANZ,CORPORATION,0,0,0,0,0,22,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1222,ARLINGTON HOME,1505 ARLINGTON STREET SOUTH,FERGUS FALLS,MN,56537,56,OTTER TAIL,218-739-2045,218-736-0089,SAMUEL ESARY,NONPROFIT CORPORATION,0,0,0,0,0,0,5,0,,,,,0,,,,0,0,0,0,0,5,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1110,ATWATER ICFIID,110 5TH STREET NORTH,ATWATER,MN,56209,34,KANDIYOHI,320-974-8070,320-974-3494,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23246,AXIS ON BELMONT,692 BELMONT LANE WEST,ROSEVILLE,MN,55113,62,RAMSEY,651-489-4630,651-489-4678,MS. DOROTHY WROBEL,CORPORATION,0,0,0,0,0,0,4,0,,,,,0,,,,0,0,0,0,0,4,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
22846,AXIS ON ELDRIDGE,651 ELDRIDGE AVENUE WEST,ROSEVILLE,MN,55113,62,RAMSEY,651-488-2237,651-489-9520,MS. DOROTHY WROBEL,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
22370,AXIS ON GLENHILL,1083 GLENHILL ROAD,SHOREVIEW,MN,55126,62,RAMSEY,651-482-0562,651-482-0482,MS. DOROTHY WROBEL,CORPORATION,0,0,0,0,0,0,4,0,,,,,0,,,,0,0,0,0,0,4,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1325,AXIS ON SENECA,1586 SENECA TRAIL,WHITE BEAR TOWNSHIP,MN,55110,62,RAMSEY,651-426-3546,651-426-8456,MS. DOROTHY WROBEL,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
23393,AXIS ON ST. MICHAEL,5533 ST. MICHAEL STREET,MOUNDS VIEW,MN,55112,62,RAMSEY,763-717-4967,763-783-0193,MS. DOROTHY WROBEL,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
22847,AXIS ON WHITE BEAR AVENUE,3516 WHITE BEAR AVENUE NORTH,WHITE BEAR LAKE,MN,55110,62,RAMSEY,651-779-4301,651-777-0415,MS. DOROTHY WROBEL,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1546,BELL HILL RECOVERY CENTER,ROUTE 2 PO BOX 206,WADENA,MN,56482,80,WADENA,218-631-3610,218-631-3917,MR. ROSS OLSON,NONPROFIT CORPORATION,0,0,0,0,0,20,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1538,BETHESDA LUTHERAN COMM COT 5,2483 109TH AVENUE NW,COON RAPIDS,MN,55433,2,ANOKA,952-443-2756,952-443-2371,MS. MONICA SCHMIDT,NONPROFIT CORPORATION,0,0,0,0,0,8,0,0,,,,,0,,,,0,0,0,0,0,8,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1253,BETHESDA LUTHERAN COMM COT 6,2493 109TH AVENUE NW,COON RAPIDS,MN,55433,2,ANOKA,952-443-2756,952-443-2371,MONICA SCHMIDT,NONPROFIT CORPORATION,0,0,0,0,0,11,0,0,,,,,0,,,,0,0,0,0,0,11,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1507,BILL KELLY HOUSE,3104 EAST 58TH STREET,MINNEAPOLIS,MN,55417,27,HENNEPIN,612-726-1502,612-726-1009,MR. HUGH AYLWARD,CORPORATION,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
27145,BRENTWOOD HOME,1012 ESTHER LANE,MARSHALL,MN,56285,42,LYON,507-532-4380,507-929-3106,MS. CLAUDIA CRAVENS,NONPROFIT CORPORATION,0,0,0,0,0,10,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
25468,BRIDGE RECOVERY LLC,1485 10TH AVENUE NE,SAUK RAPIDS,MN,56379,5,BENTON,320-406-1850,320-240-0903,KRISTY IMHOLTE,LIMITED LIABILITY COMPANY,0,0,0,0,0,96,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1641,BROWN COUNTY EVAL CENTER INC,510 NORTH FRONT STREET,NEW ULM,MN,56073,8,BROWN,507-359-9111,507-354-7706,AMANDA SCHUKNECHT,NONPROFIT CORPORATION,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1278,C C S INC RIDGEWOOD,1381 KNOLLWOOD DRIVE,WORTHINGTON,MN,56187,53,NOBLES,507-376-6095,507-376-5117,MS. PATRICIA COWDIN,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1141,CAMILIA ROSE GROUP HOME,11820 XEON BOULEVARD,COON RAPIDS,MN,55448,2,ANOKA,763-754-2505,763-754-0332,CATHY HANSON,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,29,0,,,,,0,,,,0,0,0,0,0,29,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
34188,CARE FERGUS FALLS,1010 MARYLAND LANE,FERGUS FALLS,MN,56537,56,OTTER TAIL,218-736-1821,218-736-1852,BROOKE THORSON,STATE,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1503,CARECO APARTMENTS INC,6115 CARMEN AVENUE EAST,INVER GROVE HEIGHTS,MN,55076,19,DAKOTA,651-451-1756,651-451-1803,MR. REDHEART REDHEART,CORPORATION,0,0,0,0,0,14,0,0,,,,,0,,,,0,0,0,0,0,14,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1508,CARLSON DRAKE HOUSE,5414 WEST OLD SHAKOPEE CIRCLE,BLOOMINGTON,MN,55437,27,HENNEPIN,952-888-5611,952-888-3741,SUSAN OPPERMAN,CORPORATION,0,0,0,0,0,12,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1660,CEDAR RIDGE,11400 JULIANNE AVENUE NORTH,STILLWATER,MN,55082,82,WASHINGTON,651-426-3300,651-426-0419,MS. AMBER HARDTKE,LIMITED LIABILITY COMPANY,0,0,0,0,0,25,9,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1666,CLAY COUNTY RECEIVING CENTER,715 11TH STREET NORTH #203,MOORHEAD,MN,56560,14,CLAY,218-299-5220,218-299-7205,MS. KATHY MCKAY,COUNTY,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1406,COCHRAN RECOVERY SERVICES INC,1294 EAST 18TH STREET BLDG 1,HASTINGS,MN,55033,19,DAKOTA,651-437-4209,651-438-4144,MR. RICK TERZICK,NONPROFIT CORPORATION,0,0,0,0,0,0,27,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
24618,COMM ADDICTION RECOVERY ENTERP,2000 KLEIN STREET,ST. PETER,MN,56082,52,NICOLLET,507-933-5191,651-431-7705,CHRISTINA ANDERLEY,STATE,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1045,COMM OPTIONS AND RESOURCES I,330 1/2 FOX LAKE AVENUE,SHERBURN,MN,56171,46,MARTIN,507-764-4612,507-764-4422,KIM WILKINSON,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
33014,COMMON GRND RECOVERY HSG INC,730 WEST BROADWAY,WINONA,MN,55987,85,WINONA,507-615-0101,507-281-0241,MS. MATTEA SCHMITZ,CORPORATION,0,0,0,0,0,20,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
21547,COMMUNITY ADDICTION RECOVERY,810 3RD STREET #102,CARLTON,MN,55718,9,CARLTON,218-384-7003,651-431-7705,JENNIFER RENNQUIST,STATE,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
26528,COMMUNITY ADDICTION WILLMAR,1801 TECHNOLOGY DRIVE NE,WILLMAR,MN,56201,34,KANDIYOHI,320-979-5104,651-431-7408,LISA LUCKHARDT,STATE,0,0,0,0,0,0,16,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1638,CTRL MN RECEIVING AND REFERRAL,1321 NORTH 13TH STREET N,ST. CLOUD,MN,56303,73,STEARNS,320-252-6654,320-253-1684,DR. RICHARD LEE,NONPROFIT CORPORATION,0,0,0,0,0,0,20,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1590,DAWSON ICF MR,2974 192ND STREET,DAWSON,MN,56232,37,LAC QUI PARLE,320-769-4444,320-312-2211,MS. ELIZABETH HILLSTROM,CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
20624,DONOVAN FRANK DETOX CENTER,626 13TH STREET SOUTH,VIRGINIA,MN,55792,69,SAINT LOUIS,218-741-9120,218-741-3554,MS. JANIS ALLEN,NONPROFIT CORPORATION,0,0,0,0,0,16,14,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1610,DRCC AURORA,417 SOUTH MAIN STREET,AURORA,MN,55705,69,SAINT LOUIS,218-229-3369,218-727-9555,MICHELLE HOOEY,NONPROFIT CORPORATION,0,0,0,0,0,0,5,0,,,,,0,,,,0,0,0,0,0,5,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1182,DUNGARVIN BALBRIGGEN,1270 EAST LARPENTEUR AVENUE,ST. PAUL,MN,55109,62,RAMSEY,651-699-6050,651-699-7265,KAREN HAMMOND,LIMITED LIABILITY COMPANY,0,0,0,0,0,5,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
24104,DUNGARVIN CAMARA,3989 VIRGINIA CIRCLE,SHOREVIEW,MN,55126,62,RAMSEY,651-699-6050,651-699-7265,MS. KAREN HAMMOND,LIMITED LIABILITY COMPANY,0,0,0,0,0,5,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1211,DUNGARVIN CHAI,1210 OAKVIEW LANE NORTH,PLYMOUTH,MN,55441,27,HENNEPIN,651-699-6050,651-699-7265,ANNA HEGLAND,LIMITED LIABILITY COMPANY,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1368,DUNGARVIN TIKVAH,1778 ROME AVENUE,ST PAUL,MN,55116,62,RAMSEY,651-699-6050,651-699-7265,KAREN HAMMOND,LIMITED LIABILITY COMPANY,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
245,DUNGARVIN YOUGAL,10203 94TH AVENUE,MAPLE GROVE,MN,55369,27,HENNEPIN,651-699-6050,651-699-7265,ANNA HEGLAND,LIMITED LIABILITY COMPANY,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1544,E B I INCORPORATED,625 NORTH 56 AVENUE WEST,DULUTH,MN,55807,69,SAINT LOUIS,218-624-3122,218-628-1699,MS. SARAH HAMILTON,CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1584,EDEN RESIDENTIAL PROGRAM,1025 PORTLAND AVENUE SOUTH,MINNEAPOLIS,MN,55404,27,HENNEPIN,612-338-0723,612-338-3653,NICOLE FRASS,NONPROFIT CORPORATION,0,0,0,0,0,59,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1178,FOCUS XII HALFWAY HOUSE,3220 8TH STREET NORTH,ST. CLOUD,MN,56303,73,STEARNS,320-252-2425,320-529-1976,DR. RICHARD LEE,NONPROFIT CORPORATION,0,0,0,0,0,18,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
32670,FORENSIC MENTAL HEALTH PROGRAM,1703 COUNTY STATE AID HWY 15,ST. PETER,MN,56082,52,NICOLLET,507-985-3128,651-431-7438,MS. CAROL OLSON,STATE,0,0,0,0,0,0,34,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1418,FORENSIC MENTAL HEALTH PROGRAM,100 FREEMAN DRIVE,ST. PETER,MN,56082,52,NICOLLET,507-985-3128,651-431-7438,MS. CAROL OLSON,STATE,0,0,0,0,0,0,488,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1390,FOUNTAIN CENTERS,404 WEST FOUNTAIN STREET,ALBERT LEA,MN,56007,24,FREEBORN,507-377-6411,507-377-6443,MS MELISSA BARR,NONPROFIT CORPORATION,0,0,0,0,0,26,32,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1681,FOUR WINDS TREATMENT PROGRAM,11600 STATE AVENUE,BRAINERD,MN,56401,18,CROW WING,218-454-8900,218-454-8901,LINDSAY MISQUADACE-BERG,TRIBAL,0,0,0,0,0,24,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1604,FURNESS HOUSE,1866 FURNESS STREET,MAPLEWOOD,MN,55109,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
36046,GATEWAY RECOVERY CENTER LLC,6775 CAHILL AVENUE,INVER GROVE HEIGHTS,MN,55076,19,DAKOTA,651-999-3537,651-305-0193,STEPHANIE GOODE,LIMITED LIABILITY COMPANY,0,0,0,0,0,4,14,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20875,HAMMER CARLSON,1909 WAYZATA BLVD E,WAYZATA,MN,55391,27,HENNEPIN,952-473-1261,952-473-8629,MR. JOHN ESTREM,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1581,HAMMER KENTUCKY,18115 30TH AVENUE NORTH,PLYMOUTH,MN,55447,27,HENNEPIN,952-473-1261,952-473-8629,MR. JOHN ESTREM,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1594,HAMMER LAKESIDE,5209 MICHAELE LANE,MINNETONKA,MN,55345,27,HENNEPIN,952-473-1261,952-473-8629,MR. JOHN ESTREM,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1686,HAMMER LAWNDALE,6688 LAWNDALE LANE NORTH,MAPLE GROVE,MN,55311,27,HENNEPIN,952-473-1261,952-473-8629,MR. JOHN ESTREM,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1607,HAMMER LEE,2825 LEE AVENUE NORTH,GOLDEN VALLEY,MN,55422,27,HENNEPIN,952-473-1261,952-473-8629,MR. JOHN ESTREM,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1669,HAMMER MCGLINCH,18300 26TH AVENUE NORTH,PLYMOUTH,MN,55447,27,HENNEPIN,952-473-1261,952-473-8629,MR. JOHN ESTREM,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
4306,HAMMER RIDGEVIEW,401 RIDGEVIEW DRIVE,WAYZATA,MN,55391,27,HENNEPIN,952-473-1261,952-473-8629,MR. JOHN ESTREM,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
21172,HAMMER SHERIDAN,2412 SHERIDAN HILLS CURVE,WAYZATA,MN,55391,27,HENNEPIN,952-473-1261,952-473-8629,MR. JOHN ESTREM,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1008,HARRY MEYERING CTR INC,109 HOMESTEAD ROAD,MANKATO,MN,56001,7,BLUE EARTH,507-387-8281,507-625-9948,MS. LINDA LEIDING,NONPROFIT CORPORATION,0,0,0,0,0,0,25,0,,,,,0,,,,0,0,0,0,0,25,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1367,HAZELDEN CTR FOR YOUTH & FAM,11505 36TH AVENUE NORTH,PLYMOUTH,MN,55441,27,HENNEPIN,763-509-3829,651-213-4551,MR. MOLLIE GREENIG,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
67,HAZELDEN FOUNDATION,15251 PLEASANT VALLEY,CENTER CITY,MN,55012,13,CHISAGO,651-213-4217,651-213-4551,CHUCK RICE,NONPROFIT CORPORATION,0,0,0,0,0,0,5,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
32885,HCMC CRISIS RESIDENCE,3633 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55407,27,HENNEPIN,612-873-6537,612-904-4477,MS. MEGEN BOYSEN,COUNTY,0,0,0,0,0,14,2,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1091,HENRY HAGEN RESIDENCE,19845 LILLEHEI AVENUE,HASTINGS,MN,55033,19,DAKOTA,612-770-0304,651-224-0624,LAURA REYNOLD,INDIVIDUAL,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1313,HIGH ISLAND CREEK RESIDENCE,708 CHESTNUT DRIVE,ARLINGTON,MN,55307,72,SIBLEY,507-964-5984,507-964-5661,MS. SUSAN BIENFANG,NONPROFIT CORPORATION,0,0,0,0,0,13,0,0,,,,,0,,,,0,0,0,0,0,13,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
36056,HOFFMANN CENTER,1715 SHEPPARD DRIVE,ST PETER,MN,56082,52,NICOLLET,507-934-2594,507-934-2594,GENE TAYLOR,NONPROFIT CORPORATION,0,0,0,0,0,0,40,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1134,HOME AND COMMUNITY OPTIONS INC,174 EDWARD STREET,WINONA,MN,55987,85,WINONA,507-452-1021,507-452-1504,MS. SUZANNE HORSTMAN,NONPROFIT CORPORATION,0,0,0,0,0,6,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
1273,HOMEWARD BOUND BROOKLYN PARK,7839 BROOKLYN BOULEVARD,BROOKLYN PARK,MN,55445,27,HENNEPIN,763-746-4850,763-525-4084,GERRI DUKART GBOR,NONPROFIT CORPORATION,0,0,0,0,0,0,32,0,,,,,0,,,,0,0,0,0,0,32,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1585,HOMEWARD BOUND MAPLE GROVE,6769 EAST FISH LAKE ROAD,MAPLE GROVE,MN,55369,27,HENNEPIN,763-746-4850,763-525-4084,MS. GERRI DUKART GBOR,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1583,HOMEWARD BOUND PLYMOUTH,13522 SUNSET TRAIL,PLYMOUTH,MN,55441,27,HENNEPIN,763-746-4850,763-525-4084,MR. GERRI DUKART GBOR,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
1603,HOWARD HOUSE,1685 HOWARD STREET NORTH,MAPLEWOOD,MN,55109,62,RAMSEY,651-227-7655,651-227-6847,MS. DARLENE SCOTT,NONPROFIT CORPORATION,0,0,0,0,0,0,6,0,,,,,0,,,,0,0,0,0,0,6,,,,,,,,,,,,,,,Intermediate Care Facility,N,N,
37079,JANET'S RESIDENCE,950 9TH AVENUE,ST. PAUL PARK,MN,55071,82,WASHINGTON,651-734-9633,651-734-9533,JENNIFER FRAZER-JOHN,LIMITED LIABILITY COMPANY,0,0,0,0,0,15,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33823,JOHN E HERMAN HOME & TRMT FAC,351 14TH AVENUE SW,ROCHESTER,MN,55902,55,OLMSTED,507-422-0480,507-422-0481,JODIE BOONE,LIMITED LIABILITY COMPANY,0,0,0,0,0,16,0,0,,,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
