Facility ID,Facility Name,Address,City,State,Zip Code,County,Phone Number,Ownership Type,State Facility Type 1 Literal,State Facility Type 2 Literal
35887,AHRAN CARE,724 20TH AVENUE SOUTH,MINNEAPOLIS,MN,55454,HENNEPIN,612-636-9728,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
30585,AICOTA HEALTH CARE CENTER,850 2ND STREET NW,AITKIN,MN,56431,AITKIN,218-927-2164,CORPORATION,Housing With Services,Assisted Living Services
36955,ALCORDIA CARE LLC,1356 SEARLE ST.,ST. PAUL,MN,55130,RAMSEY,612-772-4141,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
30718,ALEX ASSISTED LIVING LLC,90 EAST LAKE COWDRY ROAD NW,ALEXANDRIA,MN,56308,DOUGLAS,320-762-8345,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36441,ALEXAS HOUSE,9235 ZANE AVENUE NORTH UNIT 1,BROOKLYN PARK,MN,55443,HENNEPIN,952-848-0935,LIMITED LIABILITY COMPANY,Housing With Services,
35309,ALIYA CARE INC,2702 37TH AVENUE NE,ST. ANTHONY,MN,55421,HENNEPIN,651-334-7979,CORPORATION,Housing With Services,Assisted Living Services
35486,ALIYA CARE INC,2700 37TH AVENUE NE,ST. ANTHONY,MN,55421,HENNEPIN,763-710-9619,CORPORATION,Housing With Services,Assisted Living Services
34412,ALIYA CARE INC,12460 SYCAMORE STREET NW,COON RAPIDS,MN,55448,ANOKA,763-710-9619,CORPORATION,Housing With Services,
37016,ALL FAMILY HOME CARE W/ SERVIC,6090 46TH ST. NORTH,OAKDALE,MN,55128,HENNEPIN,763-218-4102,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
37657,ALL HOME CARE LLC,1425 TROLLHAGEN DRIVE NE,FRIDLEY,MN,55421,ANOKA,763-291-4056,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
33640,ALL HOPES AT LINNET,9937 LINNET STREET NW,COON RAPIDS,MN,55433,ANOKA,763-482-1487,CORPORATION,Housing With Services,Assisted Living Services
35715,ALL HOPES AT ORCHARD,7932 ORCHARD AVENUE NORTH,BROOKLY PARK,MN,55443,HENNEPIN,763-482-1487,CORPORATION,Housing With Services,
34287,ALL HOPES AT PEARSON,2509 PEARSON PARKWAY,BROOKLYN PARK,MN,55444,HENNEPIN,763-482-1487,CORPORATION,Housing With Services,Assisted Living Services
29576,ALL SAINTS SENIOR LIVING LLC,1880 INDEPENDENCE DRIVE,SHAKOPEE,MN,55379,SCOTT,952-233-7351,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36667,ALL WULLANCARE INC,7433 LEE AVENUE NORTH,BROOKLYN PARK,MN,55443,HENNEPIN,612-636-5478,CORPORATION,Housing With Services,
36956,ALLIANCE ASSISTED LIVING INC,2029 PIN OAK DRIVE,EAGAN,MN,55122,DAKOTA,763-742-7284,CORPORATION,Housing With Services,Assisted Living Services
36470,ALLIANCE GROUP HOME LLC,2205 MARSHALL STREET NE,MINNEAPOLIS,MN,55418,HENNEPIN,612-281-0077,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36228,ALLIANCE HOME CARE,13804 THOMAS AVENUE SOUTH,BURNSVILLE,MN,55337,DAKOTA,952-594-1062,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
35585,ALLIANCE HOMES CORPORATION,4946 JACKSON STREET NE,COLUMBIA HEIGHTS,MN,55421,ANOKA,763-227-8280,CORPORATION,Housing With Services,
36106,ALLY GROUP HOMES LLC,2944 PRINCETON AVENUE SOUTH,ST LOUIS PARK,MN,55416,HENNEPIN,612-598-4311,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
30711,ALMOND HOUSE,802 28TH STREET SE,BRAINERD,MN,56401,CROW WING,218-822-3067,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20575,ALMOND HOUSE UNIT 2,804 28TH STREET SE,BRAINERD,MN,56401,CROW WING,218-822-3067,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
20581,ALMOND HOUSE UNIT 3,814 28TH STREET SE,BRAINERD,MN,56401,CROW WING,218-822-3067,CORPORATION,Housing With Services,Assisted Living Services
20582,ALMOND HOUSE UNIT 4,816 28TH STREET SE,BRAINERD,MN,56401,CROW WING,218-822-3067,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
21680,ALMOST HOME,710 28TH STREET SE,BRAINERD,MN,56401,CROW WING,218-822-3067,CORPORATION,Housing With Services,Assisted Living Services
35131,ALPHA ASSISTED LIVING INC,2653 14TH AVENUE SOUTH,MINNEAPOLIS,MN,55407,HENNEPIN,612-354-3024,CORPORATION,Housing With Services,Assisted Living Services
36304,ALPHA ASSISTED LIVING INC,6400 NOBLE AVENUE NORTH,BROOKLYN CENTER,MN,55429,HENNEPIN,612-354-3024,CORPORATION,Housing With Services,Assisted Living Services
35373,AMA GROUP HOME INC,2607 LONGFELLOW AVENUE SOUTH,MINNEAPOLIS,MN,55407,HENNEPIN,612-886-1837,CORPORATION,Housing With Services,
32645,AMAL HOME HEALTH CARE INC,2440 PEARSON PARKWAY,BROOKLYN PARK,MN,55444,HENNEPIN,612-221-1986,CORPORATION,Housing With Services,Assisted Living Services
36749,AMAL HOME HEALTH CARE INC.,1300 77TH WAY,BROOKLYN PARK,MN,55444,HENNEPIN,612-221-1986,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36341,AMANA HOME CARE,7010 BLOOMINGTON AVENUE SOUTH,RICHFIELD MN,MN,55423,HENNEPIN,612-816-1890,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
24780,AMAZING LOVE ASSISTED LIVING,5724 BASS LAKE ROAD,CRYSTAL,MN,55429,HENNEPIN,763-561-3434,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
29391,AMAZING LOVE ELDERLY CARE CTR,7807 EMERALD ROAD,RANDALL,MN,56475,MORRISON,320-749-2485,LIMITED LIABILITY COMPANY,Housing With Services,
36751,"AMC CARE, INC",6601 75TH 1/2 AVENUE NORTH,BROOKLYN PARK,MN,55428,HENNEPIN,763-208-2973,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
26939,AMELIE HOUSE,1400 WEST 100TH STREET,BLOOMINGTON,MN,55431,HENNEPIN,952-881-6424,LIMITED LIABILITY COMPANY,Housing With Services,
32187,AMERICAN BEST HOME CARE INC,5825 WEST BROADWAY AVENUE,CRYSTAL,MN,55428,HENNEPIN,763-432-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36570,AMERICAN BEST HOME CARE INC,7124 WEST RIVER ROAD,BROOKLYN CENTER,MN,55430,HENNEPIN,763-432-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
33587,AMERICAN BEST HOME CARE INC,5218 PAUL DRIVE,BROOKLYN CENTER,MN,55429,HENNEPIN,763-432-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
35870,AMERICAN BEST HOME CARE INC,3816 FRANCE PLACE,BROOKLYN CENTER,MN,55429,HENNEPIN,763-462-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
34413,AMERICAN BEST HOME CARE INC,3501 63RD AVENUE NORTH,BROOKLYN CENTER,MN,55430,HENNEPIN,763-432-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36393,AMERICAN BEST HOME CARE INC,6565 DOUGLAS DRIVE NORTH,BROOKLYN PARK,MN,55429,HENNEPIN,763-432-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
37361,"AMERICAN BEST HOME CARE, INC",10230 28TH AVENUE NORTH,PLYMOUTH,MN,55441,HENNEPIN,763-432-7323,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36710,"AMERICAN BEST HOME CARE, INC.",5012 65TH AVENUE NORTH,BROOKLYN CENTER,MN,55429,HENNEPIN,763-432-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36712,"AMERICAN BEST HOME CARE, INC.",6731 BRYANT AVENUE NORTH,BROOKLYN CENTER,MN,55430,HENNEPIN,763-432-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
36614,"AMERICAN BEST HOME CARE, INC.",7817 UNITY AVENUE NORTH,BROOKLYN PARK,MN,55443,HENNEPIN,763-432-7356,CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
30559,AMERICAN EAGLE OWATONNA,334 CEDARDALE DRIVE SE,OWATONNA,MN,55060,STEELE,507-451-6914,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
35676,AMERICAN FAMILY HOME CARE,3325 84TH AVENUE NORTH,BROOKLY PARK,MN,55443,HENNEPIN,763-971-8888,CORPORATION,Housing With Services,Assisted Living Services
33995,AMERICAN INDIAN CDC,1506 EAST 23RD STREET,MINNEAPOLIS,MN,55404,HENNEPIN,612-813-1610,NONPROFIT CORPORATION,Housing With Services,
36714,AMERICAN VOLUNTEERS HOMES,5202 QUAIL AVENUE NORTH,CRYSTAL,MN,55429,HENNEPIN,763-210-8532,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36804,AMERICARE LODGES,20371 WENDIGO PARK RD BLDG#4,GRAND RAPIDS,MN,55744,ITASCA,218-326-0536,CORPORATION,Housing With Services,Assisted Living Services
36807,AMERICARE LODGES,20371 WENDICO PARK ROAD BLDG1,GRAND RAPIDS,MN,55744,ITASCA,218-326-0536,CORPORATION,Housing With Services,
36294,AMERICARE LODGES,20371 WENDIGO PARK ROAD BLDG 3,GRAND RAPIDS,MN,55744,ITASCA,218-910-5205,PARTNERSHIP,Housing With Services,Assisted Living Services
30705,AMERICARE LODGES INC,6870 SCHULTZ DRIVE NE,REMER,MN,56672,CASS,218-566-4722,CORPORATION,Housing With Services,Assisted Living Services
30823,AMERICN EAGLE OWATONNA,364 CEDARDALE DRIVE SE,OWATONNA,MN,55060,STEELE,507-446-8600,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
34337,AMERIGRACE HOME CARE LLC,9633 HALE AVENUE SOUTH,COTTAGE GROVE,MN,55016,WASHINGTON,651-734-3183,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36548,AMERIGRACE HOME CARE LLC,1852 AMES AVENUE,ST. PAUL,MN,55119,RAMSEY,651-734-3183,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
37051,AMERIGRACE HOME CARE LLC,890 CLARENCE STREET,ST. PAUL,MN,55106,RAMSEY,651-734-3183,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36732,AMRAN HOME HEALTH CARE LLC,3228 COLUMBUS AVENUE SOUTH,MINNEAPOLIS,MN,55407,HENNEPIN,612-296-7125,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
30229,AMY JOHNSON RESIDENCE,89 VIRGINIA STREET,ST PAUL,MN,55102,RAMSEY,651-224-3363,CORPORATION,Housing With Services,Assisted Living Services
35748,ANCHOR HOUSE,3556 BROOKDALE DRIVE,BROOKLYN PARK,MN,55443,HENNEPIN,763-999-4600,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36358,ANCHOR ON 54,3606 54TH AVENUE NORTH,BROOKLYN CENTER,MN,55429,HENNEPIN,763-999-4600,LIMITED LIABILITY COMPANY,Housing With Services,
36788,ANCHOR ON CENTURY,6292 CENTURY BOULEVARD,BROOKLYN PARK,MN,55429,HENNEPIN,763-999-4600,LIMITED LIABILITY COMPANY,Housing With Services,
35222,ANGEL CARE HOMES,7829 HAMPSHIRE CIRCLE NORTH,BROOKLYN PARK,MN,55445,HENNEPIN,612-423-6690,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36366,ANGEL HEARTS HEALTH CARE SERV,6509 76TH AVENUE NORTH,BROOKLYN PARK,MN,55428,HENNEPIN,612-229-0000,LIMITED LIABILITY COMPANY,Housing With Services,
35639,ANGEL'S HEALTH & HC SRV INC,4213 63RD AVENUE NORTH,BROOKLYN CENTER,MN,55429,HENNEPIN,763-270-5771,CORPORATION,Housing With Services,Assisted Living Services
36870,ANGEL'S HLTH & HOME CARE SRV,5833 PEARSON DRIVE,BROOKLYN CENTER,MN,55429,HENNEPIN,763-270-5771,CORPORATION,Housing With Services,Assisted Living Services
35319,ANGELS ASSISTED LIVING INC,1802 EAST 26TH STREET,MINNEAPOLIS,MN,55404,HENNEPIN,612-886-3455,CORPORATION,Housing With Services,Assisted Living Services
35485,ANGELS HOMES LLC,2304 WEST 150TH STREET,BURNSVILLE,MN,55306,DAKOTA,952-212-1688,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
34624,ANGELS HOMES LLC,13200 WEST MANOR BOULEVARD,BURNSVILLE,MN,55337,DAKOTA,952-212-1688,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
30483,ANGELS OF MERCY HOME,6018 HALIFAX PLACE,BROOKLYN CENTER,MN,55429,HENNEPIN,763-432-9706,CORPORATION,Housing With Services,Assisted Living Services
34248,ANNE'S PLACE LLC,1137 BRAINERD AVENUE,DULUTH,MN,55811,SAINT LOUIS,218-348-7700,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
36035,APPLE GROUP HOME INC,1404 KENTUCKY AVENUE SOUTH,ST. LOUIS PARK,MN,55426,HENNEPIN,612-242-6245,CORPORATION,Housing With Services,Assisted Living Services
30611,APPLE VALLEY VILLA,14610 GARRETT AVENUE,APPLE VALLEY,MN,55124,DAKOTA,952-236-2600,NONPROFIT CORPORATION,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program
23626,APPLETON AREA HEALTH,100 SOUTH BARDUSON STREET,APPLETON,MN,56208,SWIFT,320-289-1163,CITY,Housing With Services,
37683,APPLEWOOD HOME HEALTH CARE LLC,6320 VINCENT AVENUE SOUTH,RICHFIELD,MN,55423,HENNEPIN,507-261-9439,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
35976,APPLEWOOD HOME HEALTH CARE LLC,6511 IRVING AVENUE SOUTH,RICHFIELD,MN,55423,HENNEPIN,612-203-1439,LIMITED LIABILITY COMPANY,Housing With Services,Assisted Living Services
