Your selection for all Housing With Services found 2557 providers .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HFID,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,TELEPHONE,FAX,ADMINISTRATOR,LIC_TYPE,HOSP_BEDS,BASS_BEDS,PSY_HOSP_BEDS,NH_BEDS,BCH_BEDS,SLFA_BEDS,SLFB_BEDS,OTHER_BEDS,HCP_TYPE,HWS,HWS_TYPE,OPS,HOSP18_BEDS,CAH,DEEMED,SWING,PSY18_BEDS,SNF_BEDS,SNFNF_BEDS,NF1_BEDS,NF2_BEDS,ICFMR_BEDS,HHA,HOSPICE,CMHC,CORF,ESRD,ASC,PPSP,PPSR,REHAB,RHC,XRAY,BLSS,MOBHES,BC,ICFMR,HCBS_PRV,SE_PRV,SNSA_PRV
33981,A-A-H MERCY HOME HEALTH,3554 JUNE AVENUE NORTH,ROBBINSDALE,MN,55422,27,HENNEPIN,952-201-9645,None,MR. ABDI ABDI,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36039,AARAN CARE INC,660 JESSAMINE AVENUE EAST,ST. PAUL,MN,55106,62,RAMSEY,612-250-3371,None,SAHRA MOHMOUD,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
32750,ABIITAN MILL CITY,428 SOUTH 2ND STREET,MINNEAPOLIS,MN,55401,27,HENNEPIN,612-378-0020,612-378-0021,MS. MEGAN LEITH,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
24053,ABILIT HOLDINGS PRAIRIE MEADOW,800 5TH AVE NW,KASSON,MN,55944,20,DODGE,507-634-9500,507-634-6854,MS LAURA BUCKINGHAM,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35624,ABRAHAM'S BOSOM CARE LLC,437 TOWER STREET,ST PAUL,MN,55119,62,RAMSEY,651-428-9170,651-447-2098,MR ABRAHAM WOLFE,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36793,ABSOLUTE HOMES INC,3045 CENTRAL AVENUE NORTH EAST,MINNEAPOLIS,MN,55418,27,HENNEPIN,612-229-9512,None,MOHAMUD HAILLE,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35571,ACCESS MINNESOTA LLC,335 37TH AVENUE NORTH,ST. CLOUD,MN,56303,73,STEARNS,612-501-0484,651-927-0085,MANAGE GARAT IBRAHIM,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37611,ACCESS MINNESOTA LLC,1528 7TH STREET,ST. CLOUD,MN,56301,73,STEARNS,612-501-0484,651-927-0085,GARAT IBRAHIM,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36916,ACCESS RECOVERY CENTER INC.,17365 FONTANA PATH,FARMINGTON,MN,55024,19,DAKOTA,763-400-1366,None,ABDIFATAH ALI,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35744,ACCURATE HOMES LLC,13605 GRAND AVENUE,BURNSVILLE,MN,55337,19,DAKOTA,612-703-9332,None,ZAKARIE WEHLIE,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35375,ACE HOMES INC,3425 77TH AVENUE NORTH,BROOKLYN PARK,MN,55443,27,HENNEPIN,612-323-0315,612-568-5936,KALEB HAILU,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37570,ACE HOMES INC,5820 5TH STREET NORTHEAST,FRIDLEY,MN,55432,2,ANOKA,612-702-3012,612-568-5936,LIBAN MOHAMUD,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
28372,ADAGIO MANOR ASSISTED LIVING,5230 CIRCLE DOWN,GOLDEN VALLEY,MN,55416,27,HENNEPIN,763-229-1993,952-938-5401,CATALINA HEMP,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35359,ADAMS HEALTH CARE SERVICES,10036 WASHBURN AVENUE SOUTH,BLOOMINGTON,MN,55431,27,HENNEPIN,612-501-1331,952-405-8803,MS. UBAH DHIBLAWE,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
33762,ADAPTA,2020 5TH STREET SW,ROCHESTER,MN,55902,55,OLMSTED,507-282-0868,507-403-6881,MS. KASI HAGLUND,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36552,ADAPTA,2509 55TH STREET NW,ROCHESTER,MN,55901,55,OLMSTED,507-282-0868,507-282-1345,KASI HAGLUND,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36944,ADEG GROUP HOME LLC,3229 2ND AVENUE SOUTH,MINNEAPOLIS,MN,55408,27,HENNEPIN,612-756-5533,None,AHMED BILE,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35883,ADEQUATE HOME CARE LLC,5680 HADLEY AVENUE NORTH,OAKDALE,MN,55128,82,WASHINGTON,651-367-9906,651-383-4585,MR MOUNIR AYOUB,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
20147,ADITH MILLER MANOR,885 MANKATO AVENUE,WINONA,MN,55987,85,WINONA,507-454-0179,507-457-4158,MS. LINDA ATKINSON,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37564,ADNA HOMES LLC,7025 KNOX AVENUE NORTH,BROOKLYN CENTER,MN,55430,27,HENNEPIN,704-252-4716,612-445-7013,HAJI ALI,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35731,ADNA HOMES LLC,7733 ABBOTT AVENUE NORTH,BROOKLYN PARK,MN,55443,27,HENNEPIN,763-208-6626,612-445-7013,MR. HAJI ALI,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30740,ADRIAN COUNTRY LIVING COTTAGES,200 WEST 7TH STREET,ADRIAN,MN,56110,53,NOBLES,507-483-2511,507-483-2445,MRS. JILL WOLF,CITY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36624,ADVANCE GROUP HOME INC,9118 BLAISDELL AVENUE SOUTH,MINNEAPOLIS,MN,55420,27,HENNEPIN,615-710-3715,None,SHAFEE AHMED,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37673,ADVANCED ONE CARE CENTER,515 16TH AVENUE NORTH,ST. CLOUD,MN,56302,71,SHERBURNE,612-703-0269,952-426-0491,ZAINAB ABDI,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35674,ADVANCED ONE CARE CENTER,4618 CLINTON AVENUE SOUTH,MINNEAPOLIS,MN,55419,27,HENNEPIN,612-703-0264,952-426-0491,ZAINAB MOHAMED ABDI,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36100,ADVANCED ONE CARE CENTER INC,4552 MANOR BROOK NW,ROCHESTER,MN,55901,55,OLMSTED,507-208-4863,507-208-4948,MS. ZAINAB MOHAMED ABDI,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
25520,AEON,1822 PARK AVENUE,MINNEAPOLIS,MN,55404,27,HENNEPIN,612-871-5800,612-872-6815,MR. ALAN ARTHUR,NONPROFIT CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35648,AFFINITY RESIDENTIAL CARE LLC,9213 ELLIOT AVENUE SOUTH,BLOOMINGTON,MN,55420,27,HENNEPIN,612-386-0942,612-930-0108,ZAHNUA HARUT,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36233,AFFINITY RESIDENTIAL CARE LLC,11021 OAK KNOLL TERRACE NORTH,MINNETONKA,MN,55305,27,HENNEPIN,612-386-0942,612-930-0108,ZAHNIA HARUT,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36407,AFFINITY RESIDENTIAL CARE LLC,9230 13TH STREET,BLOOMINGTON,MN,55420,27,HENNEPIN,952-217-4750,612-930-0108,MRS ZAHNIA HARUT,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37017,AFFINITY RESIDENTIAL CARE LLC,6604 4TH AVENUE SOUTH,RICHFIELD,MN,55423,27,HENNEPIN,612-386-0942,612-930-0108,ZAHNIA HARUT,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
37562,AGAPECARE SERVICES LLC,3818 61ST AVENUE,BROOKLYN CENTER,MN,55429,27,HENNEPIN,763-432-3949,952-516-5152,PENNINAH OBWAYA,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35672,AGAPECARE SERVICES LLC,2701 OHENRY ROAD,BROOKLYN CENTER,MN,55430,27,HENNEPIN,952-994-5356,952-516-5152,PENNONAH OBWAYA,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30324,"AGATE BAY ASSISTED LIVING, LLC",414 1ST AVENUE,TWO HARBORS,MN,55616,38,LAKE,218-834-6174,218-834-4015,FELISHA JOHNSON,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30550,AGELESS CARE INCORPORATED,702 7TH STREET SW,ROSEAU,MN,56751,68,ROSEAU,218-463-3695,218-464-3708,MS. KARIN LOVEN,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
34704,AGILITY ADVANTAGE HHC LLC,10339 QUAIL CIRCLE NORTH,BROOKLYN PARK,MN,55443,27,HENNEPIN,612-212-9212,None,MS DIMITRA KAULU,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35887,AHRAN CARE,724 20TH AVENUE SOUTH,MINNEAPOLIS,MN,55454,27,HENNEPIN,612-636-9728,612-605-0048,DIRECT DEQA ADAN,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30585,AICOTA HEALTH CARE CENTER,850 2ND STREET NW,AITKIN,MN,56431,1,AITKIN,218-927-2164,218-927-6436,MR. TYLER HOEMBERG,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36955,ALCORDIA CARE LLC,1356 SEARLE ST.,ST. PAUL,MN,55130,62,RAMSEY,612-772-4141,None,SAHARA ABDI,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
30718,ALEX ASSISTED LIVING LLC,90 EAST LAKE COWDRY ROAD NW,ALEXANDRIA,MN,56308,21,DOUGLAS,320-762-8345,320-762-8341,MR. BRANDON BORGSTROM,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services and Dementia Unit/Dementia Program,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
36441,ALEXAS HOUSE,9235 ZANE AVENUE NORTH UNIT 1,BROOKLYN PARK,MN,55443,27,HENNEPIN,952-848-0935,952-920-6929,LUIS OROZCO,LIMITED LIABILITY COMPANY,0,0,0,0,0,0,0,0,,Housing With Services,,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
35309,ALIYA CARE INC,2702 37TH AVENUE NE,ST. ANTHONY,MN,55421,27,HENNEPIN,651-334-7979,None,KHADRA ISMAIL,CORPORATION,0,0,0,0,0,0,0,0,,Housing With Services,Assisted Living Services,,0,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,N,N,
