Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal
18417,VISTA PRAIRIE AT BRENTWOOD,633 CAMERON ROAD,RICE LAKE,WI,54868,(715) 736-7400,BARRON,Vista Prairie at Brentwood LLC,CLASS CNA (NONAMBULATORY)
12947,WOODSTONE SENIOR LIVING CBRF,950 BEAR PAW AVENUE,RICE LAKE,WI,54868-,(715) 736-6060,BARRON,WELCOME HOME HEALTH CARE INC,CLASS CNA (NONAMBULATORY)
13334,WILLOW MANOR,68290 N DISTRICT ST,IRON RIVER,WI,54847-,(715) 372-5005,BAYFIELD,WILLOW MANOR INC,CLASS CS (SEMIAMBULATORY)
12705,OAKS AT NORTHERN LIGHTS (THE),702 BRATLEY DR,WASHBURN,WI,54891-,(715) 373-5621,BAYFIELD,NORTHERN LIGHTS SERVICES,CLASS CNA (NONAMBULATORY)
17364,COURTYARD AT BELLEVUE (THE),1600 HOFFMAN ROAD,BELLEVUE,WI,54311,,BROWN,BELLEVUE ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY)
17309,ANGELS TOUCH ASSISTED LIVING,394 ANGELS TOUCH CT,DE PERE,WI,54115,(920) 336-9137,BROWN,CB HEALTHCARE MANAGEMENT LLC,CLASS CNA (NONAMBULATORY)
17308,ANGELS TOUCH ASSISTED LIVING,1350 ANGELS TOUCH CT,DE PERE,WI,54115,(920) 336-9137,BROWN,CB HEALTHCARE MANAGEMENT LLC,CLASS CNA (NONAMBULATORY)
17307,ANGELS TOUCH ASSISTED LIVING,400 ANGELS TOUCH CT,DE PERE,WI,54115,(920) 336-9137,BROWN,CB HEALTHCARE MANAGEMENT LLC,CLASS CNA (NONAMBULATORY)
16750,BURGOYNE COURT I,1725 BURGOYNE COURT,DE PERE,WI,54115,(920) 337-6266,BROWN,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY)
16751,BURGOYNE COURT II,1743 BURGOYNE COURT,DE PERE,WI,54115,(920) 337-6266,BROWN,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY)
17259,CARATON COMMONS 1,1550 ARCADIAN LN,DE PERE,WI,54115,(920) 339-0601,BROWN,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY)
17258,CARATON COMMONS 2,1500 ARCADIAN LN,DE PERE,WI,54115,(920) 339-0601,BROWN,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY)
17257,CARATON COMMONS 3,1525 ARCADIAN LN,DE PERE,WI,54115,(920) 339-0601,BROWN,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY)
410174,OAKS FAM CARE CTR GRANT ST,1527 GRANT ST,DE PERE,WI,54115-,(920) 336-3155,BROWN,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS CA (AMBULATORY)
17321,RESIDENCE BY RENNES,1150 LOIS ST,DE PERE,WI,54115,(920) 983-5200,BROWN,RENNES ASSISTED LIVING CORP,CLASS CNA (NONAMBULATORY)
17590,SAGE MEADOW DEPERE,1880 SCHEURING ROAD,DE PERE,WI,54115,(920) 338-3407,BROWN,A6 DE PERE LLC,CLASS CNA (NONAMBULATORY)
15623,SCANDINAVIAN COURT ASSISTED LIVING,346 SCANDINAVIAN CT,DENMARK,WI,54208,(920) 863-5362,BROWN,DENMARK SENIOR LIVING INC,CLASS CNA (NONAMBULATORY)
16365,HIL FOX RUN,1744 BURGOYNE CT,DEPERE,WI,54115,(920) 983-9592,BROWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
11996,ACS GREEN BAY,2670 UNIVERSITY AVE,GREEN BAY,WI,54311-,(920) 469-2569,BROWN,ACS CLINICAL SERVICES LLC,CLASS AS (SEMIAMBULATORY)
15841,ALLOUEZ PARKSIDE  VILLAGE 2,1901 LIBAL STREET,GREEN BAY,WI,54301,(920) 432-3322,BROWN,ASSISTED LIVING  BY HILLCREST,CLASS CNA (NONAMBULATORY)
17630,ALLOUEZ PARKSIDE VILLAGE 1 LLC,1901 LIBAL ST,GREEN BAY,WI,54301,(920) 430-8500,BROWN,ASSISTED LIVING BY HILLCREST,CLASS CNA (NONAMBULATORY)
13802,ALPHA SENIOR CONCEPTS,2723 LINEVILLE RD,GREEN BAY,WI,54313-,(920) 393-4531,BROWN,AVIEW SENIOR LIVING INC,CLASS CNA (NONAMBULATORY)
14514,AUTUMNS PROMISE ASSISTED LIVING LLC,1700 SPARTAN RD,GREEN BAY,WI,54311-,(920) 465-1181,BROWN,,CLASS CNA (NONAMBULATORY)
410493,BISHOPS COURT,289 E ST JOSEPH ST,GREEN BAY,WI,54301-,(920) 435-2729,BROWN,ALPHA FAMILY LIM PARTNERSHIP,CLASS CNA (NONAMBULATORY)
15319,BORNEMANN CBRF NORTH,1866 BROOK ST,GREEN BAY,WI,54302,(920) 406-9850,BROWN,BORNEMANN CBRF N OPERATING COMPANY LLC,CLASS CNA (NONAMBULATORY)
15320,BORNEMANN CBRF SOUTH,1853 MILLS ST,GREEN BAY,WI,54302,(920) 468-3110,BROWN,BORNEMANN CBRF S OPERATING COMPANY LLC,CLASS CNA (NONAMBULATORY)
14737,BROWN CO COMMUNITY TREATMENT CENTER BAY HAVEN,3150 GERSHWIN DR,GREEN BAY,WI,54311,(920) 391-4701,BROWN,BROWN COUNTY COMMUNITY TREATMENT CENTER,CLASS CS (SEMIAMBULATORY)
16562,BUFFLEHEAD LANE,2084 BUFFLEHEAD LN,GREEN BAY,WI,54311,(920) 465-9410,BROWN,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY)
17255,CARATON COMMONS GREEN BAY 1,653 WOODSIDE RD,GREEN BAY,WI,54311,(920) 406-7600,BROWN,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY)
17256,CARATON COMMONS GREEN BAY 2,655 WOODSIDE RD,GREEN BAY,WI,54311,(920) 406-7600,BROWN,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY)
10029,CARDINAL RIDGE RESIDENTIAL CARE,713 CARDINAL LANE,GREEN BAY,WI,54313-,(920) 434-9600,BROWN,CARDINAL RIDGE RESIDENTIAL CARE,CLASS CNA (NONAMBULATORY)
18090,CARRINGTON ASSISTED LIVING,2626 FINGER ROAD,GREEN BAY,WI,54302,(920) 469-2606,BROWN,ARMH LEASECO 1 LLC,CLASS CNA (NONAMBULATORY)
14023,CENTURY RIDGE OF GREEN BAY I,2498 BLUESTONE PL,GREEN BAY,WI,54311-,(920) 468-2520,BROWN,CENTURY RIDGE OF GREEN BAY INC,CLASS CNA (NONAMBULATORY)
14024,CENTURY RIDGE OF GREEN BAY II,2510 BLUESTONE PL,GREEN BAY,WI,54311-,(920) 468-2520,BROWN,CENTURY RIDGE OF GREEN BAY INC,CLASS CNA (NONAMBULATORY)
15405,CFAA INC,1308 S NORWOOD AVE,GREEN BAY,WI,54304,(920) 432-8119,BROWN,CFAA INC,CLASS CNA (NONAMBULATORY)
8949,CLARITY CARE BERNARD ON HOFFMAN,898 E HOFFMAN RD,GREEN BAY,WI,54301-,(920) 338-1569,BROWN,CLARITY CARE INC,CLASS CNA (NONAMBULATORY)
18275,CLARITY CARE MANETTE,1796 CABINET MAKER COURT,GREEN BAY,WI,54303,(920) 236-6560,BROWN,CLARITY CARE INC,CLASS ANA (NONAMBULATORY)
410443,CLARITY CARE SHAWANO AVENUE APARTMENTS,1297 SHAWANO AVE,GREEN BAY,WI,54303-,(920) 490-4581,BROWN,CLARITY CARE INC,CLASS CNA (NONAMBULATORY)
15625,COTTONWOOD MANOR ASSISTED LIVING,1450 S MILITARY AVE,GREEN BAY,WI,54304,(920) 499-8838,BROWN,GREEN BAY SENIOR LIVING INC,CLASS CNA (NONAMBULATORY)
14170,DURHAM,2671-2673 DURHAM RD,GREEN BAY,WI,54311-,(920) 884-3160,BROWN,CLARITY CARE INC,CLASS CNA (NONAMBULATORY)
12738,GRANCARE GARDENS,1551 DOUSMAN ST,GREEN BAY,WI,54303-,(920) 494-3050,BROWN,,CLASS CNA (NONAMBULATORY)
410565,HAMPTON MANOR,1265 ROCKWELL RD,GREEN BAY,WI,54313-,(920) 434-9666,BROWN,ADULT CARE LIVING OF NE WI LLC,CLASS AS (SEMIAMBULATORY)
13593,HIL ORIOLE,503 PLATTEN ST,GREEN BAY,WI,54303-,(920) 857-9718,BROWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
9812,HIL ROCKWOOD HEIGHTS,2744 ROCKWOOD HEIGHTS,GREEN BAY,WI,54313-,(920) 662-1203,BROWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
14177,HIL WESTPLAIN,335-339 WESTPLAIN DR,GREEN BAY,WI,54303-,(920) 857-3734,BROWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS AA (AMBULATORY)
13206,INNOVATIVE SERVICES INC DIVERSION FACILITY,1311 N DANZ AVE,GREEN BAY,WI,54302-,(920) 435-3750,BROWN,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY)
14492,LAFRANK CBRF,1713 FRANK ST,GREEN BAY,WI,54304-,(920) 405-0712,BROWN,COMPASS DEVELOPMENT LLC,CLASS AS (SEMIAMBULATORY)
11145,LIBAL STREET HOME,3500 LIBAL ST,GREEN BAY,WI,54301-,(920) 347-4624,BROWN,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY)
410213,LSS NORTH VIEW HOUSE,2517-19 N VIEW CT,GREEN BAY,WI,54303-,(920) 494-5454,BROWN,LUTHERAN SOC SERV OF WI & UPPER MI INC,CLASS AA (AMBULATORY)
410202,LSS PREBLE HOUSE,830-832 EDGEWOOD DR,GREEN BAY,WI,54311-,(920) 465-9977,BROWN,LUTHERAN SOC SERV OF WI & UPPER MI INC,CLASS AA (AMBULATORY)
18100,MARLA VISTA ASSISTED LIVING,1006 NORTH MILITARY AVENUE,GREEN BAY,WI,54303,(920) 499-1119,BROWN,ARMH LEASECO 1 LLC,CLASS CNA (NONAMBULATORY)
18111,MARLA VISTA GARDENS,1016 NORTH MILITARY AVENUE,GREEN BAY,WI,54303,(920) 499-1119,BROWN,ARMH LEASECO 1 LLC,CLASS CNA (NONAMBULATORY)
17398,MCCORMICK ASSISTED LIVING,212 IROQUOIS AVENUE,GREEN BAY,WI,54301,(920) 437-0883,BROWN,ST PAUL ELDER SERVICES INC,CLASS CNA (NONAMBULATORY)
16397,OAK PARK PLACE OF GREEN BAY,421 ERIE RD,GREEN BAY,WI,54311,(920) 301-4200,BROWN,OAK PARK PLACE OF GREEN BAY LLC,CLASS CNA (NONAMBULATORY)
410014,OAKS FAM CARE CTR CARI HOUSE,1485 PLYMOUTH LN,GREEN BAY,WI,54303-,(920) 497-2477,BROWN,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS AA (AMBULATORY)
410158,OAKS FAM CARE CTR CHRISTIANA,1643 CHRISTIANA ST,GREEN BAY,WI,54303-,(920) 499-8641,BROWN,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS CS (SEMIAMBULATORY)
410097,OAKS FAM CARE CTR DAMIAN HOUSE,1481 PLYMOUTH LANE,GREEN BAY,WI,54303-,(920) 494-3804,BROWN,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS AS (SEMIAMBULATORY)
410156,OAKS FAM CARE CTR OAKLAND HOUSE,126 N OAKLAND AVE,GREEN BAY,WI,54303-,(920) 432-1555,BROWN,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS AA (AMBULATORY)
9922,OUR PLACE,1501 N IRWIN ST,GREEN BAY,WI,54302-,(920) 438-7146,BROWN,FAMILY SERVICES OF NE WIS INC,CLASS AA (AMBULATORY)
13896,PATIENT PINES ASSISTED LIVING INC 1715,1715 WESTMINSTER DR,GREEN BAY,WI,54302-5431,(920) 884-2273,BROWN,,CLASS CNA (NONAMBULATORY)
13897,PATIENT PINES ASSISTED LIVING INC 1721,1721 WESTMINSTER DR,GREEN BAY,WI,54302-5431,(920) 884-2273,BROWN,,CLASS CNA (NONAMBULATORY)
16822,REFLECTIONS AT MORAINE RIDGE,2919 ST ANTHONY DR,GREEN BAY,WI,54311,(920) 468-3111,BROWN,MORAINE RIDGE LLC,CLASS CNA (NONAMBULATORY)
12658,RIDGE POINTE CBRF,204 S ONEIDA ST,GREEN BAY,WI,54303-,(920) 884-3192,BROWN,COMPASS DEVELOPMENT LLC,CLASS CS (SEMIAMBULATORY)
10929,SCHUMACHER HOUSE,2831 FERNDALE DRIVE,GREEN BAY,WI,54313-,(920) 497-9110,BROWN,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY)
13912,SERVAIS POINTE CBRF,1398 SERVAIS ST,GREEN BAY,WI,54304-,(920) 884-2366,BROWN,COMPASS DEVELOPMENT LLC,CLASS CA (AMBULATORY)
10552,SHERWOOD PLACE,4893 FINGER RD,GREEN BAY,WI,54311-,(920) 863-3665,BROWN,PRODUCTIVE LIVING SYSTEMS INC,CLASS AA (AMBULATORY)
18272,TENDER HEARTS ASSISTED LIVING BLDNG 1,300 CARDINAL LANE,GREEN BAY,WI,54313,(920) 857-9881,BROWN,OPCO THAL LLC,CLASS CNA (NONAMBULATORY)
18271,TENDER HEARTS ASSISTED LIVING BLDNG 2,320 CARDINAL LANE,GREEN BAY,WI,54313,(920) 857-9881,BROWN,OPCO THAL LLC,CLASS CNA (NONAMBULATORY)
16454,VERLIN ROAD,2149 VERLIN RD,GREEN BAY,WI,54311,(920) 465-4779,BROWN,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY)
410168,WOODSIDE MANOR I II III IV,1060 PILGRIM WAY,GREEN BAY,WI,54304-,(920) 499-7560,BROWN,BAY AREA LUTHERAN HOMES INC,CLASS CNA (NONAMBULATORY)
16472,WYNDEMERE ASPEN HOUSE,3001 RIVERSIDE DR,GREEN BAY,WI,54301,(920) 337-9434,BROWN,CSL- WYNDEMERE LLC,CLASS CNA (NONAMBULATORY)
16473,WYNDEMERE BIRCH HOUSE,2999 RIVERSIDE DR,GREEN BAY,WI,54301,(920) 337-9434,BROWN,CSL  WYNDEMERE LLC,CLASS CNA (NONAMBULATORY)
16474,WYNDEMERE CEDAR HOUSE,2995 RIVERSIDE DR,GREEN BAY,WI,54301,(920) 337-9434,BROWN,CSL  WYNDEMERE LLC,CLASS CNA (NONAMBULATORY)
16808,EMERALD BAY MEMORY CARE,650 CENTENNIAL CENTRE BLVD,HOBART,WI,54155,(920) 544-5041,BROWN,SCAL OF HOBART LLC,CLASS CNA (NONAMBULATORY)
17539,CLARITY CARE CARDINAL,1410 CARDINAL LANE,HOWARD,WI,54313,(920) 434-1433,BROWN,CLARITY CARE INC,CLASS CNA (NONAMBULATORY)
16149,NEW PERSPECTIVE-HOWARD,2790 ELM TREE HILL,HOWARD,WI,54313,(920) 489-8600,BROWN,HOWARD OPS LLC,CLASS CNA (NONAMBULATORY)
17500,ANNAS HOUSE ASSISTED LIVING 2,5449 CTY HWY K,NEW FRANKEN,WI,54229,(920) 866-2903,BROWN,IVY LANE LLC,CLASS CNA (NONAMBULATORY)
17499,ANNAS HOUSE ASSISTED LIVING I,5449 CTY HWY K,NEW FRANKEN,WI,54229,(920) 866-2903,BROWN,IVY LANE LLC,CLASS CNA (NONAMBULATORY)
16346,HIL MEADOW RIDGE,2657 SANDRA ROSE LANE,NEW FRANKEN,WI,54229,,BROWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
16105,COUNTRY VILLA ASSISTED LIVING PULASKI,830 CREST DR,PULASKI,WI,54162,(920) 422-4629,BROWN,COUNTRY VILLA ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY)
11664,HIL MAPLE CREST,825 GOLDEN EAGLE CT,PULASKI,WI,54162-,(920) 822-1571,BROWN,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY)
15697,ALPHA SENIOR CONCEPTS SUAMICO,13320 VELP AVE,SUAMICO,WI,54313,(920) 770-4601,BROWN,ALPHA SENIOR CONCEPTS SUAMICO INC,CLASS CNA (NONAMBULATORY)
15398,BAY HARBOR ASSISTED LIVING SUAMICO I,3136 LONGVIEW LN,SUAMICO,WI,54173,(920) 434-8650,BROWN,BAY HARBOR ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY)
8920,BAY HARBOR II,3136 LONGVIEW LN BLDG B,SUAMICO,WI,54173,(920) 662-0470,BROWN,HARBOR SENIOR LIVING INC,CLASS CNA (NONAMBULATORY)
14162,MATTHEWS OF WRIGHTSTOWN,510 MEADOW LN,WRIGHTSTOWN,WI,54180-,(920) 532-0375,BROWN,MATTHEWS SENIOR HOUSING LLC,CLASS CNA (NONAMBULATORY)
14018,ST MICHAELS ASSISTED LIVING,270 NORTH STREET,FOUNTAIN CITY,WI,54629-,(608) 687-7721,BUFFALO,ST. MICHAELS ASSISTED LIVING,CLASS CNA (NONAMBULATORY)
14061,HILLVIEW SENIOR LIVING,210 MEMORIAL DRIVE,MONDOVI,WI,54755-,(715) 926-4962,BUFFALO,"AMERICAN LUTHERAN HOMES, INC",CLASS CNA (NONAMBULATORY)
16995,HOMEPLACE OF MONDOVI (THE),158 E MAIN ST,MONDOVI,WI,54755,(715) 926-4777,BUFFALO,HOMEPLACE OF MONDOVI LLC (THE),CLASS CNA (NONAMBULATORY)
10021,SHADY KNOLL HOME,240 W BROADWAY AVE,GRANTSBURG,WI,54840-,(715) 463-5425,BURNETT,GSP OF GRANTSBURG INC,CLASS AA (AMBULATORY)
16775,KAPES LAKESIDE ASSISTED LIVING & MEMORY CARE,23926 4TH AVE,SIREN,WI,54872,(715) 349-5273,BURNETT,KAPES LAKESIDE ASSISTED LIVING and MEMORY CARE LLC,CLASS CNA (NONAMBULATORY)
13811,COUNTRYSIDE ACRES ASSISTED LIVING LLC,5788 COUNTY ROAD C,WEBSTER,WI,54893-,(715) 866-4411,BURNETT,,CLASS CA (AMBULATORY)
14907,ACS CLINICAL SERVICES LLC APPLETON,2 BRIGHTON CIRCLE,APPLETON,WI,54915-,(920) 364-9335,CALUMET,ACS CLINICAL SERVICES LLC,CLASS AS (SEMIAMBULATORY)
15847,DARBOY ASSISTED LIVING,N9520 SILVER CT,APPLETON,WI,54915,(920) 832-9290,CALUMET,B A ISRAEL LLC,CLASS CNA (NONAMBULATORY)
12537,BRILLION WEST HAVEN,220 ACHIEVEMENT DR,BRILLION,WI,54110-,(920) 756-9100,CALUMET,BRILLION SENIOR MANAGEMENT LLC,CLASS CNA (NONAMBULATORY)
410344,GARROW VILLA,210 S PARKWAY DR,BRILLION,WI,54110,(920) 756-3389,CALUMET,CITY OF BRILLION HOUSING AUTHORITY,CLASS CNA (NONAMBULATORY)
16779,CENTURY RIDGE  I,533 E CALUMET STREET,CHILTON,WI,53014,(920) 849-2640,CALUMET,SHANTHI LIVING LLC,CLASS CNA (NONAMBULATORY)
16780,CENTURY RIDGE II,531 E CALUMET ST,CHILTON,WI,53014,(920) 849-2640,CALUMET,SHANTHI LIVING LLC,CLASS CNA (NONAMBULATORY)
16781,CENTURY RIDGE III,535 E CALUMET STREET,CHILTON,WI,53014,(920) 849-2640,CALUMET,SHANTHI LIVING LLC,CLASS CNA (NONAMBULATORY)
18305,LIBBYS HOUSE OF CHILTON,323 FIELD LANE,CHILTON,WI,53014,(920) 849-4657,CALUMET,ABRIDGE CARE CONCEPTS LLC,CLASS CNA (NONAMBULATORY)
17854,CARE PARTNERS KAUKAUNA,W5219 AMY AVE,KAUKAUNA,WI,54130,,CALUMET,CARE PARTNERS ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY)
12113,OAK CREEK ASSISTED LIVING - KIEL,1237 TEKLA PL,KIEL,WI,53042-,(920) 894-3222,CALUMET,P & J OAKS LLC - KIEL,CLASS CNA (NONAMBULATORY)
10205,GARDENS OF FOUNTAIN WAY (THE),1050 FOUNTAIN WAY,MENASHA,WI,54952,(920) 993-9980,CALUMET,GARDENS OF FOUNTAIN WAY LLC,CLASS CNA (NONAMBULATORY)
15983,OAK PARK PLACE OF MENASHA,2205 MIDWAY ROAD,MENASHA,WI,54952,(920) 702-0000,CALUMET,OAK PARK PLACE OF MENASHA LLC,CLASS CNA (NONAMBULATORY)
16710,CARING HANDS ASSISTED LIVING,2514 WISCONSIN AVE,NEW HOLSTEIN,WI,53061,(920) 827-2525,CALUMET,CARING HANDS ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY)
14651,WILLOWPARK PLACE,1706 HOOVER ST,NEW HOLSTEIN,WI,53061-,(920) 898-5553,CALUMET,WILLOWPARK AID OPCO LLC,CLASS CNA (NONAMBULATORY)
15795,AGGIES COUNTRY LIVING LLC,14135 150TH AVENUE,BLOOMER,WI,54724,(715) 559-3625,CHIPPEWA,AGGIES COUNTRY LIVING LLC,CLASS CNA (NONAMBULATORY)
12570,CARE PARTNERS ASSISTED LIVING BLOOMER II,406 B PRIDDY STREET,BLOOMER,WI,54724-,(715) 568-4009,CHIPPEWA,CARE PARTNERS ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY)
11080,COUNTRY TERRACE - BLOOMER,406 PRIDDY ST,BLOOMER,WI,54724-,(715) 568-4009,CHIPPEWA,COUNTRY TERRACE OF WISCONSIN INC,CLASS CNA (NONAMBULATORY)
17937,MEADOWBROOK AT BLOOMER,1900 PRIDDY STREET,BLOOMER,WI,54724,(715) 568-2503,CHIPPEWA,BLOOMER NURSING AND REHAB LLC,CLASS CNA (NONAMBULATORY)
16522,BROTOLOC NORTH NEW HOPE II,133 W ELM STREET,CHIPPEWA FALLS,WI,54729,(715) 720-1551,CHIPPEWA,BROTOLOC HEALTH CARE SYSTEMS INC,CLASS AA (AMBULATORY)
16181,CHIPPEWA VALLEY GROUP HOME,1022 1ST AVE,CHIPPEWA FALLS,WI,54729,(715) 726-1820,CHIPPEWA,,CLASS AS (SEMIAMBULATORY)
17680,GRATUS AT EVERGREEN,1126 & 1128 EVERGREEN LN,CHIPPEWA FALLS,WI,54729,(715) 861-5320,CHIPPEWA,MIDWEST GRATUS INC,CLASS CNA (NONAMBULATORY)
17681,GRATUS AT SELAH,421 FRENETTE DR,CHIPPEWA FALLS,WI,54729,(715) 861-7772,CHIPPEWA,MIDWEST GRATUS INC,CLASS CNA (NONAMBULATORY)
14577,LAKE HALLIE MEMORY CARE,4407 124TH STREET,CHIPPEWA FALLS,WI,54729-,(715) 738-0011,CHIPPEWA,HALLIE ASSISTED LIVING PARTNERS,CLASS CNA (NONAMBULATORY)
15234,LINDEN HOUSE,603 BAY STREET,CHIPPEWA FALLS,WI,54729,(715) 861-3516,CHIPPEWA,LINDEN HOUSE LLC,CLASS AA (AMBULATORY)
