Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal,State Facility Type 1 Literal,Capacity,Date Accessed
16750,Burgoyne Court I,1725 BURGOYNE COURT,De Pere,WI,54115,(920) 337-6266,Brown,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16751,Burgoyne Court Ii,1743 BURGOYNE COURT,De Pere,WI,54115,(920) 337-6266,Brown,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17259,Caraton Commons 1,1550 ARCADIAN LN,De Pere,WI,54115,(920) 339-0601,Brown,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17258,Caraton Commons 2,1500 ARCADIAN LN,De Pere,WI,54115,(920) 339-0601,Brown,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17257,Caraton Commons 3,1525 ARCADIAN LN,De Pere,WI,54115,(920) 339-0601,Brown,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410174,Oaks Fam Care Ctr Grant St,1527 GRANT ST,De Pere,WI,54115-,(920) 336-3155,Brown,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS CA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17321,Residence By Rennes,1150 LOIS ST,De Pere,WI,54115,(920) 983-5200,Brown,RENNES ASSISTED LIVING CORP,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17590,Sage Meadow Depere,1880 SCHEURING ROAD,De Pere,WI,54115,(920) 338-3407,Brown,A6 DE PERE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15623,Scandinavian Court Assisted Living,346 SCANDINAVIAN CT,Denmark,WI,54208,(920) 863-5362,Brown,DENMARK SENIOR LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16365,Hil Fox Run,1744 BURGOYNE CT,Depere,WI,54115,(920) 983-9592,Brown,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
11996,Acs Green Bay,2670 UNIVERSITY AVE,Green Bay,WI,54311-,(920) 469-2569,Brown,ACS CLINICAL SERVICES LLC,CLASS AS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15841,Allouez Parkside  Village 2,1901 LIBAL STREET,Green Bay,WI,54301,(920) 432-3322,Brown,ASSISTED LIVING  BY HILLCREST,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17630,Allouez Parkside Village 1 Llc,1901 LIBAL ST,Green Bay,WI,54301,(920) 430-8500,Brown,ASSISTED LIVING BY HILLCREST,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13802,Alpha Senior Concepts,2723 LINEVILLE RD,Green Bay,WI,54313-,(920) 393-4531,Brown,AVIEW SENIOR LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14514,Autumns Promise Assisted Living Llc,1700 SPARTAN RD,Green Bay,WI,54311-,(920) 465-1181,Brown,,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410493,Bishops Court,289 E ST JOSEPH ST,Green Bay,WI,54301-,(920) 435-2729,Brown,ALPHA FAMILY LIM PARTNERSHIP,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15319,Bornemann Cbrf North,1866 BROOK ST,Green Bay,WI,54302,(920) 406-9850,Brown,BORNEMANN CBRF N OPERATING COMPANY LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15320,Bornemann Cbrf South,1853 MILLS ST,Green Bay,WI,54302,(920) 468-3110,Brown,BORNEMANN CBRF S OPERATING COMPANY LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14737,Brown Co Community Treatment Center Bay Haven,3150 GERSHWIN DR,Green Bay,WI,54311,(920) 391-4701,Brown,BROWN COUNTY COMMUNITY TREATMENT CENTER,CLASS CS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16562,Bufflehead Lane,2084 BUFFLEHEAD LN,Green Bay,WI,54311,(920) 465-9410,Brown,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17255,Caraton Commons Green Bay 1,653 WOODSIDE RD,Green Bay,WI,54311,(920) 406-7600,Brown,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17256,Caraton Commons Green Bay 2,655 WOODSIDE RD,Green Bay,WI,54311,(920) 406-7600,Brown,SENIOR OPPORTUNITY FUND OPERATIONS I LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10029,Cardinal Ridge Residential Care,713 CARDINAL LANE,Green Bay,WI,54313-,(920) 434-9600,Brown,CARDINAL RIDGE RESIDENTIAL CARE,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18090,Carrington Assisted Living,2626 FINGER ROAD,Green Bay,WI,54302,(920) 469-2606,Brown,ARMH LEASECO 1 LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14023,Century Ridge Of Green Bay I,2498 BLUESTONE PL,Green Bay,WI,54311-,(920) 468-2520,Brown,CENTURY RIDGE OF GREEN BAY INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14024,Century Ridge Of Green Bay Ii,2510 BLUESTONE PL,Green Bay,WI,54311-,(920) 468-2520,Brown,CENTURY RIDGE OF GREEN BAY INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15405,Cfaa Inc,1308 S NORWOOD AVE,Green Bay,WI,54304,(920) 432-8119,Brown,CFAA INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
8949,Clarity Care Bernard On Hoffman,898 E HOFFMAN RD,Green Bay,WI,54301-,(920) 338-1569,Brown,CLARITY CARE INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18275,Clarity Care Manette,1796 CABINET MAKER COURT,Green Bay,WI,54303,(920) 236-6560,Brown,CLARITY CARE INC,CLASS ANA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410443,Clarity Care Shawano Avenue Apartments,1297 SHAWANO AVE,Green Bay,WI,54303-,(920) 490-4581,Brown,CLARITY CARE INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15625,Cottonwood Manor Assisted Living,1450 S MILITARY AVE,Green Bay,WI,54304,(920) 499-8838,Brown,GREEN BAY SENIOR LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14170,Durham,2671-2673 DURHAM RD,Green Bay,WI,54311-,(920) 884-3160,Brown,CLARITY CARE INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
12738,Grancare Gardens,1551 DOUSMAN ST,Green Bay,WI,54303-,(920) 494-3050,Brown,,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410565,Hampton Manor,1265 ROCKWELL RD,Green Bay,WI,54313-,(920) 434-9666,Brown,ADULT CARE LIVING OF NE WI LLC,CLASS AS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13593,Hil Oriole,503 PLATTEN ST,Green Bay,WI,54303-,(920) 857-9718,Brown,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9812,Hil Rockwood Heights,2744 ROCKWOOD HEIGHTS,Green Bay,WI,54313-,(920) 662-1203,Brown,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14177,Hil Westplain,335-339 WESTPLAIN DR,Green Bay,WI,54303-,(920) 857-3734,Brown,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13206,Innovative Services Inc Diversion Facility,1311 N DANZ AVE,Green Bay,WI,54302-,(920) 435-3750,Brown,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14492,Lafrank Cbrf,1713 FRANK ST,Green Bay,WI,54304-,(920) 405-0712,Brown,COMPASS DEVELOPMENT LLC,CLASS AS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
11145,Libal Street Home,3500 LIBAL ST,Green Bay,WI,54301-,(920) 347-4624,Brown,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410213,Lss North View House,2517-19 N VIEW CT,Green Bay,WI,54303-,(920) 494-5454,Brown,LUTHERAN SOC SERV OF WI & UPPER MI INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410202,Lss Preble House,830-832 EDGEWOOD DR,Green Bay,WI,54311-,(920) 465-9977,Brown,LUTHERAN SOC SERV OF WI & UPPER MI INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18100,Marla Vista Assisted Living,1006 NORTH MILITARY AVENUE,Green Bay,WI,54303,(920) 499-1119,Brown,ARMH LEASECO 1 LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18111,Marla Vista Gardens,1016 NORTH MILITARY AVENUE,Green Bay,WI,54303,(920) 499-1119,Brown,ARMH LEASECO 1 LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17398,Mccormick Assisted Living,212 IROQUOIS AVENUE,Green Bay,WI,54301,(920) 437-0883,Brown,ST PAUL ELDER SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16397,Oak Park Place Of Green Bay,421 ERIE RD,Green Bay,WI,54311,(920) 301-4200,Brown,OAK PARK PLACE OF GREEN BAY LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410014,Oaks Fam Care Ctr Cari House,1485 PLYMOUTH LN,Green Bay,WI,54303-,(920) 497-2477,Brown,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410158,Oaks Fam Care Ctr Christiana,1643 CHRISTIANA ST,Green Bay,WI,54303-,(920) 499-8641,Brown,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS CS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410097,Oaks Fam Care Ctr Damian House,1481 PLYMOUTH LANE,Green Bay,WI,54303-,(920) 494-3804,Brown,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS AS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410156,Oaks Fam Care Ctr Oakland House,126 N OAKLAND AVE,Green Bay,WI,54303-,(920) 432-1555,Brown,G & I OCHS INC DBA OAKS FAMILY CARE CENTERS,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
9922,Our Place,1501 N IRWIN ST,Green Bay,WI,54302-,(920) 438-7146,Brown,FAMILY SERVICES OF NE WIS INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13896,Patient Pines Assisted Living Inc 1715,1715 WESTMINSTER DR,Green Bay,WI,54302-5431,(920) 884-2273,Brown,,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13897,Patient Pines Assisted Living Inc 1721,1721 WESTMINSTER DR,Green Bay,WI,54302-5431,(920) 884-2273,Brown,,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16822,Reflections At Moraine Ridge,2919 ST ANTHONY DR,Green Bay,WI,54311,(920) 468-3111,Brown,MORAINE RIDGE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
12658,Ridge Pointe Cbrf,204 S ONEIDA ST,Green Bay,WI,54303-,(920) 884-3192,Brown,COMPASS DEVELOPMENT LLC,CLASS CS (SEMIAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10929,Schumacher House,2831 FERNDALE DRIVE,Green Bay,WI,54313-,(920) 497-9110,Brown,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
13912,Servais Pointe Cbrf,1398 SERVAIS ST,Green Bay,WI,54304-,(920) 884-2366,Brown,COMPASS DEVELOPMENT LLC,CLASS CA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
10552,Sherwood Place,4893 FINGER RD,Green Bay,WI,54311-,(920) 863-3665,Brown,PRODUCTIVE LIVING SYSTEMS INC,CLASS AA (AMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18272,Tender Hearts Assisted Living Bldng 1,300 CARDINAL LANE,Green Bay,WI,54313,(920) 857-9881,Brown,OPCO THAL LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
18271,Tender Hearts Assisted Living Bldng 2,320 CARDINAL LANE,Green Bay,WI,54313,(920) 857-9881,Brown,OPCO THAL LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16454,Verlin Road,2149 VERLIN RD,Green Bay,WI,54311,(920) 465-4779,Brown,INNOVATIVE SERVICES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
410168,Woodside Manor I Ii Iii Iv,1060 PILGRIM WAY,Green Bay,WI,54304-,(920) 499-7560,Brown,BAY AREA LUTHERAN HOMES INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16472,Wyndemere Aspen House,3001 RIVERSIDE DR,Green Bay,WI,54301,(920) 337-9434,Brown,CSL- WYNDEMERE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16473,Wyndemere Birch House,2999 RIVERSIDE DR,Green Bay,WI,54301,(920) 337-9434,Brown,CSL  WYNDEMERE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16474,Wyndemere Cedar House,2995 RIVERSIDE DR,Green Bay,WI,54301,(920) 337-9434,Brown,CSL  WYNDEMERE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16808,Emerald Bay Memory Care,650 CENTENNIAL CENTRE BLVD,Hobart,WI,54155,(920) 544-5041,Brown,SCAL OF HOBART LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17539,Clarity Care Cardinal,1410 CARDINAL LANE,Howard,WI,54313,(920) 434-1433,Brown,CLARITY CARE INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16149,New Perspective-Howard,2790 ELM TREE HILL,Howard,WI,54313,(920) 489-8600,Brown,HOWARD OPS LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17500,Annas House Assisted Living 2,5449 CTY HWY K,New Franken,WI,54229,(920) 866-2903,Brown,IVY LANE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
17499,Annas House Assisted Living I,5449 CTY HWY K,New Franken,WI,54229,(920) 866-2903,Brown,IVY LANE LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16346,Hil Meadow Ridge,2657 SANDRA ROSE LANE,New Franken,WI,54229,,Brown,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16105,Country Villa Assisted Living Pulaski,830 CREST DR,Pulaski,WI,54162,(920) 422-4629,Brown,COUNTRY VILLA ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
11664,Hil Maple Crest,825 GOLDEN EAGLE CT,Pulaski,WI,54162-,(920) 822-1571,Brown,HOMES FOR INDEPENDENT LIVING OF WI LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15697,Alpha Senior Concepts Suamico,13320 VELP AVE,Suamico,WI,54313,(920) 770-4601,Brown,ALPHA SENIOR CONCEPTS SUAMICO INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
15398,Bay Harbor Assisted Living Suamico I,3136 LONGVIEW LN,Suamico,WI,54173,(920) 434-8650,Brown,BAY HARBOR ASSISTED LIVING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
8920,Bay Harbor Ii,3136 LONGVIEW LN BLDG B,Suamico,WI,54173,(920) 662-0470,Brown,HARBOR SENIOR LIVING INC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14162,Matthews Of Wrightstown,510 MEADOW LN,Wrightstown,WI,54180-,(920) 532-0375,Brown,MATTHEWS SENIOR HOUSING LLC,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14018,St Michaels Assisted Living,270 NORTH STREET,Fountain City,WI,54629-,(608) 687-7721,Buffalo,ST. MICHAELS ASSISTED LIVING,CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
14061,Hillview Senior Living,210 MEMORIAL DRIVE,Mondovi,WI,54755-,(715) 926-4962,Buffalo,"AMERICAN LUTHERAN HOMES, INC",CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
16995,Homeplace Of Mondovi (The),158 E MAIN ST,Mondovi,WI,54755,(715) 926-4777,Buffalo,HOMEPLACE OF MONDOVI LLC (THE),CLASS CNA (NONAMBULATORY),COMMUNITY-BASED RESIDENTIAL FACILITY,,7/6/21
