Facility ID,Facility Name,Address,City,State,Zip Code,Phone Number,County,Licensee,State Facility Type 2 Literal
12841,AVALON ASSISTED LIVING COMMUNITY,2879 FISH HATCHERY RD,MADISON,WI,53713,(608) 274-4350,DANE,MADISON ASSISTED LIVING LLC,CERTIFIED
10301,CAPITOL LAKES,333 W MAIN ST,MADISON,WI,53703-,(608) 283-2137,DANE,CAPITOL LAKES INC,REGISTERED
14262,GARDENS (THE),602 N SEGOE RD,MADISON,WI,53705-,(608) 274-7900,DANE,INDEPENDENT LIVING INC,CERTIFIED
17850,GRASSLANDS AT OAKWOOD VILLAGE PRAIRIE RIDGE,5565 TANCHO DR,MADISON,WI,53718,(608) 230-4000,DANE,OAKWOOD VILLAGE PRAIRIE RIDGE HOMES INC,REGISTERED
17777,MEADOWMERE MADISON,5601 BURKE RD,MADISON,WI,53718,(608) 268-9100,DANE,SNH WIS TENANT LLC,CERTIFIED
11402,OAK PARK PLACE THE GROVE I,702 JUPITER DR,MADISON,WI,53718,(608) 251-1010,DANE,OAK PARK PLACE OF MADISON LLC,REGISTERED
13945,OAKWOOD VILLAGE PRAIRIE RIDGE,5555 TANCHO DR,MADISON,WI,53718-,(608) 230-4510,DANE,OAKWOOD VILLAGE EAST APARTMENT HOMES INC,REGISTERED
13944,OAKWOOD VILLAGE UNIVERSITY WOODS,6209 MINERAL POINT RD,MADISON,WI,53705-,(608) 230-4435,DANE,OAKWOOD VILLAGE HOMES INC,REGISTERED
17419,TENNYSON SENIOR LIVING COMMUNITY RCAC,1936 TENNYSON LANE,MADISON,WI,53704,(608) 268-5499,DANE,INDEPENDENT LIVING INC,REGISTERED
12985,ATTIC ANGEL PLACE,8301 OLD SAUK RD,MIDDLETON,WI,53562-,(608) 662-8842,DANE,ATTIC ANGEL PLACE INC,CERTIFIED
14201,HERITAGE ASSISTED LIVING MIDDLETON,6234 MAYWOOD AVE,MIDDLETON,WI,53562-,(608) 831-7004,DANE,HERITAGE 11  LLC,CERTIFIED
12892,HUBS HOME,111 OWEN RD,MONONA,WI,53716-,(608) 470-8058,DANE,HERITAGE 9 LLC,CERTIFIED
14327,INGLEWOOD,407 N 8TH ST,MOUNT HOREB,WI,53572-,(608) 437-8111,DANE,WISCONSIN ILLINOIS SENIOR HOUSING INC,REGISTERED
17665,KETTLE PARK SENIOR LIVING INC,2600 JACKSON ST,STOUGHTON,WI,53589,(608) 579-5601,DANE,KETTLE PARK SENIOR LIVING INC,CERTIFIED
17049,MILESTONE SENIOR LIVING STOUGHTON,2220 LINCOLN AVE,STOUGHTON,WI,53589,(608) 205-6800,DANE,ABILIT HOLDINGS STOUGHTON LLC,CERTIFIED
17274,SKAALEN HEIGHTS RCAC,950 RIDGE ST,STOUGHTON,WI,53589,(608) 205-3800,DANE,SKAALEN RETIREMENT SERVICES RCAC LLC,REGISTERED
17242,HYLAND PARK,881 LIBERTY BLVD,SUN PRAIRIE,WI,53590,(608) 834-2073,DANE,CHIARA COMMUNITIES INC,CERTIFIED
15198,NEW PERSPECTIVE SUN PRAIRIE,222 S BRISTOL STREET,SUN PRAIRIE,WI,53590,(608) 825-1600,DANE,SUN PRAIRIE OPS LLC,CERTIFIED
17009,SUN PRAIRIE HEALTH CARE CENTER,228 W MAIN STREET,SUN PRAIRIE,WI,53590,(608) 837-5959,DANE,SUN PRAIRIE HEALTHCARE OPERATIONS LLC,REGISTERED
16405,TALLGRASS SENIOR LIVING,605 CHASE BLVD,SUN PRAIRIE,WI,53590,(608) 837-2124,DANE,SHA MSL SUN PRAIRIE LLC,CERTIFIED
18197,NOEL MANOR RETIREMENT LIVING VERONA,471 PRAIRIE WAY BOULEVARD,VERONA,WI,53593,(608) 620-6010,DANE,PARK VISTA SENIOR HOUSING MANAGEMENT LLC,CERTIFIED
14804,WILLOW POINTE ASSISTED LIVING,1125 N EDGE TRAIL,VERONA,WI,53593-,(608) 848-5701,DANE,SNH SE TENANT TRS INC,CERTIFIED
17225,AT HOME AGAIN WAUNAKEE LLC,1120 CONNERY COVE,WAUNAKEE,WI,53597,(608) 850-9684,DANE,HOME AGAIN ASSISTED LIVING INC,CERTIFIED
17008,WAUNAKEE MANOR RCAC,800 HOLIDAY DRIVE,WAUNAKEE,WI,53597,(608) 849-5016,DANE,WAUNAKEE OPERATIONS LLC,REGISTERED
17807,BEAVER DAM ASSISTED LIVING LLC,104 FAKES CT,BEAVER DAM,WI,53916,(920) 356-9818,DODGE,BEAVER DAM ASSISTED LIVING LLC,CERTIFIED
11956,STONE TERRACE RETIREMENT LIV CTR,819 S UNVERSITY AVE,BEAVER DAM,WI,53916-,(920) 887-6693,DODGE,BEAVER DAM COMMUNITY HOSPITALS INC,REGISTERED
14152,MATTHEWS OF HORICON,713 HORICON ST,HORICON,WI,53032,(920) 485-4602,DODGE,MATTHEWS SENIOR HOUSING LLC,CERTIFIED
14707,HOPE SENIOR LIVING,475 GROVE STREET,LOMIRA,WI,53048-,(920) 269-7667,DODGE,HOPE SENIOR LIVING INC,CERTIFIED
16546,CONTINENTAL MANOR,500 S HIGH STREET,RANDOLPH,WI,53956,(920) 326-3171,DODGE,NSH RANDOLPH INC,REGISTERED
10292,CHRISTIAN HOME ASSISTED LIVING CENTER,331 BLY STREET,WAUPUN,WI,53963,(920) 324-9051,DODGE,CHRISTIAN HOME AND REHABILITATION CENTER INC,REGISTERED
17550,CHRISTIAN LIVING CENTER,452 FOX LAKE RD,WAUPUN,WI,53963,(920) 324-9051,DODGE,CHRISTIAN HOME AND REHABILITAION CENTER INC,REGISTERED
10669,PRAIRIE RIDGE ASSISTED LIVING,819 WILCOX ST,WAUPUN,WI,53963-,(920) 324-9810,DODGE,ADVANTAGE MANAGEMENT WAUPUN LLC,CERTIFIED
12463,GOOD SAMARITAN SOCIETY-SCANDIA VILLAGE,10554 APPLEWOOD RD,SISTER BAY,WI,54234-,(920) 854-2317,DOOR,EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,REGISTERED
10344,PINE CREST VILLAGE LLC,1241 N 18TH AVE,STURGEON BAY,WI,54235-,(920) 746-1280,DOOR,PAPKE,CERTIFIED
13517,NEW PERSPECTIVE SUPERIOR,1915 N 34TH ST,SUPERIOR,WI,54880-,(218) 721-2800,DOUGLAS,SUPERIOR OPS LLC,CERTIFIED
14703,SANDY RIDGE ASSISTED LIVING APARTMENTS,108 PARK DRIVE,COLFAX,WI,54730-,(715) 962-3186,DUNN,COLFAX HEALTH AND REHABILITATION CENTER INC,CERTIFIED
13043,AUTUMN VILLAGE,915 ELM AVENUE E,MENOMONIE,WI,54751-,(715) 235-3697,DUNN,AMERICAN LUTHERAN COMMUNITY SERVICES INC,CERTIFIED
12102,COMFORTS OF HOME MENOMONIE RCAC,917 22ND AVE NE,MENOMONIE,WI,54751-,(715) 231-4980,DUNN,MENOMONIE RCAC LLC,CERTIFIED
15612,CLASSIC AT HILLCREST GREENS SENIOR LIVING (THE),2455 SAWGRASS PLACE,ALTOONA,WI,54720,(715) 944-6678,EAU CLAIRE,THE CLASSIC AT HILLCREST GREENS LLC,CERTIFIED
14670,OAK GARDENS PLACE,342 TWIN OAK DR,ALTOONA,WI,54720-,(715) 839-8000,EAU CLAIRE,OAK GARDENS AID OPCO LLC,REGISTERED
12799,GRACE WILLOWBROOK,4868 OTTESON LANE,EAU CLAIRE,WI,54701-,(715) 835-0429,EAU CLAIRE,GRACE LUTHERAN FOUNDATION,CERTIFIED
16084,HEATHERWOOD,4510 GATEWAY DR,EAU CLAIRE,WI,54701,(715) 552-5511,EAU CLAIRE,CSL EAU CLAIRE LLC,CERTIFIED
12506,HERITAGE OAKWOOD HILLS,3706 DAMON ST,EAU CLAIRE,WI,54701-,(715) 831-9118,EAU CLAIRE,HERITAGE-I LLC,CERTIFIED
17050,MILESTONE SENIOR LIVING RENEE,5512 RENEE DR,EAU CLAIRE,WI,54703,(715) 874-4250,EAU CLAIRE,ABILIT HOLDINGS EAU CLAIRE LLC,CERTIFIED
16701,GRANPARK TERRACE GRANCARE INC,30 N KAYSER ST,FOND DU LAC,WI,54935,(920) 921-6800,FOND DU LAC,GOLDENHIGH LLC,CERTIFIED
14655,LAKE VIEW PLACE,517 LUCO RD,FOND DU LAC,WI,54935,(920) 926-1100,FOND DU LAC,LAKE VIEW AID OPCO LLC,REGISTERED
16187,MEADOWS OF FOND DU LAC LLC (THE),620 W ROLLING MEADOWS DR,FOND DU LAC,WI,54937,(920) 933-8090,FOND DU LAC,ROLLING MEADOWS DEVELOPMENT LLC,CERTIFIED
17586,SAGE MEADOW FOND DU LAC AL,597 KINGSWOOD AVE,FOND DU LAC,WI,54935,(920) 924-5715,FOND DU LAC,A6 FOND DU LAC AL,CERTIFIED
10373,ST FRANCIS TERRACE,345 E FIRST ST,FOND DU LAC,WI,54935,(920) 923-7980,FOND DU LAC,ST FRANCIS HOME INC,REGISTERED
10355,WOODLANDS SENIOR PARK,77 WISCONSIN AMERICAN DR,FOND DU LAC,WI,54935-,(920) 922-8770,FOND DU LAC,HENDRICKSON,CERTIFIED
11286,VILLA ROSA ASSISTED LIVING,N8120 CTY RD WW,MT CALVARY,WI,53057,(920) 753-3015,FOND DU LAC,SSM HEALTH OF WISCONSIN.INC,CERTIFIED
10341,MAPLECREST MANOR,150 N DOUGLAS ST,RIPON,WI,54971,(920) 748-7300,FOND DU LAC,MAPLECREST MANOR INC,CERTIFIED
14485,PRAIRIE PLACE RCAC,749 E OSHKOSH ST,RIPON,WI,54971,(920) 748-8900,FOND DU LAC,PRAIRIE ASSISTED LIVING INC,CERTIFIED
12238,ASTER ASSISTED LIVING OF MONROE,616 8TH AVE,MONROE,WI,53566-,(608) 328-2339,GREEN,ASHFORD MARTIN CORPORATION,CERTIFIED
10297,ST CLARE FRIEDENSHEIM,2003 4TH ST,MONROE,WI,53566-,(608) 329-3601,GREEN,MONROE JOINT VENTURE INC,CERTIFIED
16075,GLARNER LODGE,900 GLARNER DR,NEW GLARUS,WI,53574,(608) 527-2126,GREEN,NEW GLARUS HOME INC,CERTIFIED
17743,HEARTSONG,123 S PEARL ST,BERLIN,WI,54923,(920) 361-3111,GREEN LAKE,SONGBIRDS I INC,CERTIFIED
16746,PATRIOT PLACE RCAC,609 BROADWAY STREET,BERLIN,WI,54923,(920) 361-3008,GREEN LAKE,NBA HOLDINGS LLC,CERTIFIED
11583,KINDREDHEARTS GREEN LAKE,850 SUNNYSIDE RD,GREEN LAKE,WI,54941-,(920) 294-1000,GREEN LAKE,PARTNERS IN COMMUNITY ELDERCARE LLC,CERTIFIED
12685,NORTH TERRACE ASSISTED LIVING,1130 N MARGARET ST,MARKESAN,WI,53946-8516,(920) 398-2751,GREEN LAKE,MARKESAN RESIDENT HOME INC,CERTIFIED
16842,SAMUELS GROVE,183 E JOHN ST,MARKESAN,WI,53946,(920) 398-2989,GREEN LAKE,BARRETT HOUSE OF MARKESAN LLC,CERTIFIED
13621,STONEFIELD APARTMENT HOMES,407 E MADISON ST,DODGEVILLE,WI,53533-,(920) 674-6600,IOWA,AFFORDABLE LIVING & HOUSING SERVICES LLC,REGISTERED
11906,PINE VIEW TERRACE,404 COUNTY RD R,BLACK RIVER FALLS,WI,54615-,(715) 284-7077,JACKSON,JACKSON PINE VIEW HEALTHCARE LLC,CERTIFIED
16702,REENA SENIOR LIVING,737 REENA AVE,FORT ATKINSON,WI,53538,(920) 542-1521,JEFFERSON,ICONICARE OF FORT ATKINSON LLC,CERTIFIED
15776,HIGHLAND HOUSE,161 GOEHL RD,WATERLOO,WI,53594,(920) 478-4193,JEFFERSON,WATERTOWN MEDICAL CENTER LLC,CERTIFIED
18285,RIVERWALK SENIOR LIVING,477 W MADISON ST,WATERLOO,WI,53594,(608) 449-2128,JEFFERSON,APARA CARE INC,CERTIFIED
13914,RIVER VIEW PLATINUM LLC,1301 E MAIN ST,WATERTOWN,WI,53094,(920) 567-0100,JEFFERSON,RIVER VIEW PLATINUM LLC,CERTIFIED
10959,OAK GROVE ASSISTED CARE LLC,200 W 6TH ST,NECEDAH,WI,54646-,(608) 565-3990,JUNEAU,OAK GROVE ASSISTED CARE LLC,CERTIFIED
14239,CELEBRE PLACE,1870 27TH AVE,KENOSHA,WI,53140-,(262) 782-2770,KENOSHA,FRESH COAST PARTNERS,CERTIFIED
15730,LIBRARY TERRACE APARTMENTS,7905 36TH AVENUE,KENOSHA,WI,53142,(262) 697-8560,KENOSHA,SCAL KENOSHA LLC,CERTIFIED
17779,MEADOWMERE SOUTHPORT,8351 SHERIDAN ROAD,KENOSHA,WI,53143,(262) 948-1100,KENOSHA,SNH WIS TENANT LLC,CERTIFIED
14687,PARADISE ESTATES LLC,625 4TH ST,KEWAUNEE,WI,54216-,(920) 388-0201,KEWAUNEE,PARADISE ESTATES LLC,CERTIFIED
11373,HEIGHTS (THE),112 JUNIPER LANE,HOLMEN,WI,54636-,(608) 526-2635,LACROSSE,BETHANY LUTHERAN HOMES INC,CERTIFIED
11629,PRAIRIE HOME,620 MALIN COURT,HOLMEN,WI,54636-,(608) 526-4850,LACROSSE,BETHANY ST JOSEPH CORP,CERTIFIED
18121,EAGLE CREST SOUTH ASSISTED LIVING,622 BENNORA LEE COURT,LA CROSSE,WI,54601,(608) 791-2700,LACROSSE,BETHANY LUTHERAN HOMES INC,CERTIFIED
10258,BENEDICTINE VILLA ASSISTED LIVING,2904 EAST AVENUE SOUTH,LACROSSE,WI,54601-,(608) 788-7489,LACROSSE,CATHOLIC RESIDENTIAL SERVICES INC,REGISTERED
12328,BROOKDALE LACROSSE,3141 EAST AVE S,LACROSSE,WI,54601-,(608) 788-1964,LACROSSE,BROOKDALE SENIOR LIVING COMMUNITIES INC,CERTIFIED
10447,CASS STREET,1315 CASS STREET,LACROSSE,WI,54601-,(608) 796-1091,LACROSSE,BETHANY LUTHERAN HOMES INC,CERTIFIED
15684,EAGLE CREST SOUTH RCAC,622 BENNORA LEE COURT,LACROSSE,WI,54601,(608) 791-2700,LACROSSE,"BETHANY LUTHERAN HOMES, INC",REGISTERED
13997,HILLVIEW TERRACE,3503 PARK LN,LACROSSE,WI,54601-,(608) 785-5500,LACROSSE,LACROSSE COUNTY,CERTIFIED
12093,SHELBY TERRACE,2525 SHELBY ROAD,LACROSSE,WI,54601-,(608) 788-4477,LACROSSE,BETHANY ST JOSEPH CORPORATION,CERTIFIED
10267,WILLOWS (THE),2555 SOUTH 7TH STREET,LACROSSE,WI,54601-,(608) 406-3978,LACROSSE,BETHANY LUTHERAN HOMES INC,REGISTERED
12206,EAGLE CREST NORTH ASSISTED LIVING,351 MASON STREET,ONALASKA,WI,54650-,(608) 779-1700,LACROSSE,BETHANY LUTHERAN HOMES INC,CERTIFIED
12207,EAGLE CREST NORTH INDEPENDENT LIVING PLUS,351 MASON ST,ONALASKA,WI,54650-,(608) 779-1700,LACROSSE,BETHANY LUTHERAN HOMES INC,REGISTERED
10274,LAUREL MANOR,108 17TH AVENUE SOURTH,ONALASKA,WI,54650-,(608) 783-1815,LACROSSE,BETHANY ST JOSEPH CORPORATION,REGISTERED
17881,ONALASKA SENIOR LIVING,3770 EMERALD DR EAST,ONALASKA,WI,54650,(608) 615-4700,LACROSSE,WALKER ELDERCARE SERVICES INC,REGISTERED
11819,SPRINGBROOK COMMUNITY ASSISTED LIVING INC,861 CRITTER COURT,ONALASKA,WI,54650-,(608) 783-2292,LACROSSE,SPRINGBROOK COMMUNITY ASSISTED LIVING INC,CERTIFIED
13753,MILL STREET MANOR,840 MILL ST,WEST SALEM,WI,54669-,(608) 786-2440,LACROSSE,BETHANY ST JOSEPH CORP,CERTIFIED
12008,SALEM TERRACE,104 LEWIS ST,WEST SALEM,WI,54669-,(608) 786-2440,LACROSSE,BETHANY ST JOSEPH CORP,CERTIFIED
13813,WILLOW VALLEY LLC,520 W ESTEY ST,SHULLSBURG,WI,53586-,(608) 491-1030,LAFAYETTE,WILLOW VALLEY LLC,CERTIFIED
13458,PINE MEADOW,525 FLIGHT RD,ANTIGO,WI,54409-,(715) 627-2613,LANGLADE,LANGLADE HOSPITAL,REGISTERED
17035,MILESTONE SENIOR LIVING LINCOLN,314 E LINCOLN AVEUNE,TOMAHAWK,WI,54487,(715) 224-3747,LINCOLN,ABILIT HOLDINGS TOMAHAWK LLC,CERTIFIED
17993,ANGELUS VILLAGE OF MANITOWOC LLC,200 EAST WALDO BOULEVARD,MANITOWOC,WI,54220,(920) 553-5555,MANITOWOC,ANGELUS VILLAGE OF MANITOWOC LLC,REGISTERED
18490,ANGELUS VILLAGE OF MANITOWOC LLC,1010 BAYSHORE DRIVE,MANITOWOC,WI,54220,(920) 553-5555,MANITOWOC,ANGELUS VILLAGE OF MANITOWOC LLC,CERTIFIED
10367,LAUREL GROVE ASSISTED LIVING CENTER,1308 S 22ND ST,MANITOWOC,WI,54220-,(920) 682-8254,MANITOWOC,SHADY LANE INC,REGISTERED
14669,RIVER WOODS PLACE,950 S RAPIDS RD,MANITOWOC,WI,54220-,(920) 684-3996,MANITOWOC,RIVER WOOD AID OPCO LLC,REGISTERED
10348,SACRED HEART COURT,1903 DIVISION ST,MANITOWOC,WI,54220-,(920) 684-7171,MANITOWOC,ST MARYS HOME FOR THE AGED,CERTIFIED
17954,NORTHLAND LODGE ASSISTED LIVING,2500 GARFIELD ST,TWO RIVERS,WI,54241,(920) 794-6922,MANITOWOC,NSH TWO RIVERS NORTHLAND LLC,REGISTERED
16638,ATHENIAN LIVING RCAC,716 CAROLINE STREET,ATHENS,WI,54411,(715) 257-2053,MARATHON,ATHENIAN LIVING LLC,CERTIFIED
16344,ACORN HILL,430 ORBITING DR,MOSINEE,WI,54455,(715) 693-8844,MARATHON,WISTERIA ASSISTED LIVING LLC,CERTIFIED
16880,APPLEGATE TERRACE,3001 WESTHILL DR,WAUSAU,WI,54401,(715) 849-1514,MARATHON,NSH APPLEGATE LLC,REGISTERED
10381,GARDENS APARTMENTS (THE),801 PARCHER STREET,WAUSAU,WI,54403-,(715) 845-1214,MARATHON,HOMME HEIGHTS INC,CERTIFIED
15634,MOUNTAIN TERRACE SENIOR LIVING RCAC,3312 TERRACE CT,WAUSAU,WI,54401,(715) 848-6257,MARATHON,TERRACE COURT SENIOR LIVING INC,CERTIFIED
15687,PRIMROSE RETIREMENT COMMUNITY OF WAUSAU,2100 TOWNLINE ROAD,WAUSAU,WI,54403,(715) 842-1818,MARATHON,"TSMM MANAGEMENT, LLC",REGISTERED
10394,RIVERVIEW TERRACE,540 EAST THOMAS STREET,WAUSAU,WI,54403-,(715) 261-6687,MARATHON,COMMUNITY DEVELOPMENT AUTHORITY,CERTIFIED
10384,TERRACE COURT ASSISTED LIVING,3402 TERRACE COURT,WAUSAU,WI,54401-,(715) 843-5230,MARATHON,AMERICOR MANAGEMENT SERVICES LLC,REGISTERED
13025,RENAISSANCE WESTON,4602 BARBICAN AVENUE,WESTON,WI,54476-,(715) 355-5858,MARATHON,RENNES ASSISTED LIVING,CERTIFIED
14498,RENAISSANCE MARINETTE,2909 SHORE DR,MARINETTE,WI,54143-,(715) 735-2100,MARINETTE,RENNES ASSISTED LIVING INC,CERTIFIED
13717,WASHINGTON SQUARE,2502 TAYLOR ST,MARINETTE,WI,54143-,(715) 732-2550,MARINETTE,WASHINGTON SQUARE LLC,CERTIFIED
17168,APARTMENTS AT ELIZABETH RESIDENCE (THE),9279 N PORT WASHINGTON RD,BAYSIDE,WI,53217,(414) 351-1213,MILWAUKEE,RJJG LLC ELIZABETH RESIDENCE BAYSIDE,CERTIFIED
13351,DEERWOOD CROSSING SENIOR RESIDENCE,4195 W BRADLEY RD,BROWN DEER,WI,53209-,(414) 354-4700,MILWAUKEE,JFS HOUSING INC,CERTIFIED
16216,NEW PERSPECTIVE NORTH SHORE,8875 N 60TH ST,BROWN DEER,WI,53223,(262) 613-2836,MILWAUKEE,BEAVER CREEK OPS LLC,CERTIFIED
18067,NEW PERSPECTIVE FRANKLIN,7220 SOUTH BALLPARK DRIVE,FRANKLIN,WI,53132,(414) 263-9800,MILWAUKEE,FRANKLIN OPS LLC,CERTIFIED
10326,LAUREL OAKS,1700 W BENDER RD,GLENDALE,WI,53209-,(414) 351-0505,MILWAUKEE,LAUREL OAKS V LLC,CERTIFIED
17797,HARBOUR VILLAGE,5700 MOCKINGBIRD LN,GREENDALE,WI,53129,(414) 421-9600,MILWAUKEE,LCS GREENDALE LLC,REGISTERED
10314,CLEMENT MANOR RETIREMENT COMMUNITY,9339 W HOWARD AVE,GREENFIELD,WI,53228-,(414) 321-1800,MILWAUKEE,VILLA CLEMENT INC,REGISTERED
