County,State,FIPS Code,Formatted FIPS,"Estimated number of people 65 or older, between 2015-2019."
Judith Basin,MT,30045,30045,443
Lake,MT,30047,30047,6423
Lewis and Clark,MT,30049,30049,12193
Liberty,MT,30051,30051,590
Lincoln,MT,30053,30053,5418
McCone,MT,30055,30055,449
Madison,MT,30057,30057,2402
Meagher,MT,30059,30059,453
Mineral,MT,30061,30061,1193
Missoula,MT,30063,30063,17653
Musselshell,MT,30065,30065,1235
Park,MT,30067,30067,3566
Petroleum,MT,30069,30069,101
Phillips,MT,30071,30071,911
Pondera,MT,30073,30073,1198
Powder River,MT,30075,30075,440
Powell,MT,30077,30077,1371
Prairie,MT,30079,30079,350
Ravalli,MT,30081,30081,10674
Richland,MT,30083,30083,1648
Roosevelt,MT,30085,30085,1240
Rosebud,MT,30087,30087,1354
Sanders,MT,30089,30089,3506
Sheridan,MT,30091,30091,807
Silver Bow,MT,30093,30093,6519
Stillwater,MT,30095,30095,2079
Sweet Grass,MT,30097,30097,1110
Teton,MT,30099,30099,1380
Toole,MT,30101,30101,825
Treasure,MT,30103,30103,192
Valley,MT,30105,30105,1658
Wheatland,MT,30107,30107,432
Wibaux,MT,30109,30109,250
Yellowstone,MT,30111,30111,26275
Adams,NE,31001,31001,5596
Antelope,NE,31003,31003,1455
Arthur,NE,31005,31005,107
Banner,NE,31007,31007,155
Blaine,NE,31009,31009,132
Boone,NE,31011,31011,1173
Box Butte,NE,31013,31013,1884
Boyd,NE,31015,31015,584
Brown,NE,31017,31017,814
Buffalo,NE,31019,31019,6863
Burt,NE,31021,31021,1540
Butler,NE,31023,31023,1642
Cass,NE,31025,31025,4396
Cedar,NE,31027,31027,1806
Chase,NE,31029,31029,829
Cherry,NE,31031,31031,1195
Cheyenne,NE,31033,31033,1779
Clay,NE,31035,31035,1236
Colfax,NE,31037,31037,1348
Cuming,NE,31039,31039,1944
Custer,NE,31041,31041,2368
Dakota,NE,31043,31043,2706
Dawes,NE,31045,31045,1610
Dawson,NE,31047,31047,3696
Deuel,NE,31049,31049,430
Dixon,NE,31051,31051,1142
Dodge,NE,31053,31053,6977
Douglas,NE,31055,31055,70894
Dundy,NE,31057,31057,412
Fillmore,NE,31059,31059,1280
Franklin,NE,31061,31061,809
Frontier,NE,31063,31063,668
Furnas,NE,31065,31065,1162
Gage,NE,31067,31067,4429
Garden,NE,31069,31069,516
Garfield,NE,31071,31071,571
Gosper,NE,31073,31073,526
Grant,NE,31075,31075,152
Greeley,NE,31077,31077,602
Hall,NE,31079,31079,8938
Hamilton,NE,31081,31081,1798
Harlan,NE,31083,31083,845
Hayes,NE,31085,31085,166
Hitchcock,NE,31087,31087,712
Holt,NE,31089,31089,2193
Hooker,NE,31091,31091,226
Howard,NE,31093,31093,1354
Jefferson,NE,31095,31095,1686
Johnson,NE,31097,31097,939
Kearney,NE,31099,31099,1239
Keith,NE,31101,31101,2155
Keya Paha,NE,31103,31103,183
Kimball,NE,31105,31105,893
Knox,NE,31107,31107,2061
Lancaster,NE,31109,31109,42177
Lincoln,NE,31111,31111,6661
Logan,NE,31113,31113,186
Loup,NE,31115,31115,148
McPherson,NE,31117,31117,118
Madison,NE,31119,31119,5452
Merrick,NE,31121,31121,1617
Morrill,NE,31123,31123,962
Nance,NE,31125,31125,723
Nemaha,NE,31127,31127,1377
Nuckolls,NE,31129,31129,1131
Otoe,NE,31131,31131,3054
Pawnee,NE,31133,31133,738
Perkins,NE,31135,31135,667
Phelps,NE,31137,31137,1821
Pierce,NE,31139,31139,1350
Platte,NE,31141,31141,5734
Polk,NE,31143,31143,1139
Red Willow,NE,31145,31145,2155
Richardson,NE,31147,31147,1919
Rock,NE,31149,31149,355
Saline,NE,31151,31151,2058
Sarpy,NE,31153,31153,20619
Saunders,NE,31155,31155,3871
Scotts Bluff,NE,31157,31157,6749
Seward,NE,31159,31159,2912
Sheridan,NE,31161,31161,1323
Sherman,NE,31163,31163,811
Sioux,NE,31165,31165,270
Stanton,NE,31167,31167,1045
Thayer,NE,31169,31169,1283
Thomas,NE,31171,31171,137
Thurston,NE,31173,31173,857
Valley,NE,31175,31175,1067
Washington,NE,31177,31177,3631
Wayne,NE,31179,31179,1447
Webster,NE,31181,31181,792
Wheeler,NE,31183,31183,187
York,NE,31185,31185,2710
Churchill,NV,32001,32001,4530
Clark,NV,32003,32003,315486
Douglas,NV,32005,32005,13191
Elko,NV,32007,32007,5743
Esmeralda,NV,32009,32009,276
Eureka,NV,32011,32011,335
Humboldt,NV,32013,32013,2259
Lander,NV,32015,32015,798
Lincoln,NV,32017,32017,1134
Lyon,NV,32019,32019,11372
Mineral,NV,32021,32021,1359
Nye,NV,32023,32023,13173
Pershing,NV,32027,32027,1036
Storey,NV,32029,32029,1142
Washoe,NV,32031,32031,72890
White Pine,NV,32033,32033,1600
Carson City,NV,32510,32510,10857
Belknap,NH,33001,33001,13037
Carroll,NH,33003,33003,12981
Cheshire,NH,33005,33005,14719
Coos,NH,33007,33007,7320
Grafton,NH,33009,33009,17964
Hillsborough,NH,33011,33011,62902
Merrimack,NH,33013,33013,26316
Rockingham,NH,33015,33015,52770
Strafford,NH,33017,33017,18838
Sullivan,NH,33019,33019,8948
Atlantic,NJ,34001,34001,46657
Bergen,NJ,34003,34003,158415
Burlington,NJ,34005,34005,74168
Camden,NJ,34007,34007,77791
Cape May,NJ,34009,34009,24059
Cumberland,NJ,34011,34011,22676
Essex,NJ,34013,34013,106918
Gloucester,NJ,34015,34015,44794
Hudson,NJ,34017,34017,78647
Hunterdon,NJ,34019,34019,22295
Mercer,NJ,34021,34021,54941
Middlesex,NJ,34023,34023,121213
Monmouth,NJ,34025,34025,106602
Morris,NJ,34027,34027,82479
Ocean,NJ,34029,34029,133880
Passaic,NJ,34031,34031,71897
Salem,NJ,34033,34033,11537
Somerset,NJ,34035,34035,50390
Sussex,NJ,34037,34037,23663
Union,NJ,34039,34039,78625
Warren,NJ,34041,34041,18638
Bernalillo,NM,35001,35001,106928
Catron,NM,35003,35003,1306
Chaves,NM,35005,35005,10100
Cibola,NM,35006,35006,4197
Colfax,NM,35007,35007,3286
Curry,NM,35009,35009,6091
De Baca,NM,35011,35011,401
Doña Ana,NM,35013,35013,33040
Eddy,NM,35015,35015,8254
Grant,NM,35017,35017,7347
Guadalupe,NM,35019,35019,949
Harding,NM,35021,35021,172
Hidalgo,NM,35023,35023,910
Lea,NM,35025,35025,7770
Lincoln,NM,35027,35027,5475
Los Alamos,NM,35028,35028,3260
Luna,NM,35029,35029,4939
McKinley,NM,35031,35031,8610
Mora,NM,35033,35033,1379
Otero,NM,35035,35035,11248
Quay,NM,35037,35037,2021
Rio Arriba,NM,35039,35039,7306
Roosevelt,NM,35041,35041,2622
Sandoval,NM,35043,35043,24400
San Juan,NM,35045,35045,18029
San Miguel,NM,35047,35047,5712
Santa Fe,NM,35049,35049,34538
Sierra,NM,35051,35051,3921
Socorro,NM,35053,35053,3178
Taos,NM,35055,35055,8280
Torrance,NM,35057,35057,3120
Union,NM,35059,35059,816
Valencia,NM,35061,35061,13082
Albany,NY,36001,36001,50691
Allegany,NY,36003,36003,8596
Bronx,NY,36005,36005,179661
Broome,NY,36007,36007,36107
Cattaraugus,NY,36009,36009,14427
Cayuga,NY,36011,36011,14212
Chautauqua,NY,36013,36013,25157
Chemung,NY,36015,36015,15614
Chenango,NY,36017,36017,9677
Clinton,NY,36019,36019,13218
Columbia,NY,36021,36021,13936
Cortland,NY,36023,36023,7668
Delaware,NY,36025,36025,10788
Dutchess,NY,36027,36027,50176
Erie,NY,36029,36029,161744
Essex,NY,36031,36031,8525
Franklin,NY,36033,36033,8365
Fulton,NY,36035,36035,10211
Genesee,NY,36037,36037,10593
Greene,NY,36039,36039,10262
Hamilton,NY,36041,36041,1366
Herkimer,NY,36043,36043,12483
Jefferson,NY,36045,36045,14923
Kings,NY,36047,36047,352294
Lewis,NY,36049,36049,4755
Livingston,NY,36051,36051,10929
Madison,NY,36053,36053,12550
Monroe,NY,36055,36055,125344
Montgomery,NY,36057,36057,9020
Nassau,NY,36059,36059,236983
New York,NY,36061,36061,264356
Niagara,NY,36063,36063,39217
Oneida,NY,36065,36065,42275
Onondaga,NY,36067,36067,76833
Ontario,NY,36069,36069,21207
Orange,NY,36071,36071,51951
Orleans,NY,36073,36073,7098
Oswego,NY,36075,36075,18668
Otsego,NY,36077,36077,12333
Putnam,NY,36079,36079,16504
Queens,NY,36081,36081,350514
Rensselaer,NY,36083,36083,26307
Richmond,NY,36085,36085,75442
Rockland,NY,36087,36087,50411
St. Lawrence,NY,36089,36089,18398
Saratoga,NY,36091,36091,40191
Schenectady,NY,36093,36093,26055
Schoharie,NY,36095,36095,6553
Schuyler,NY,36097,36097,3727
Seneca,NY,36099,36099,6413
Steuben,NY,36101,36101,18251
Suffolk,NY,36103,36103,244871
Sullivan,NY,36105,36105,13928
Tioga,NY,36107,36107,9604
Tompkins,NY,36109,36109,14295
Ulster,NY,36111,36111,34254
Warren,NY,36113,36113,13887
Washington,NY,36115,36115,11620
Wayne,NY,36117,36117,16631
Westchester,NY,36119,36119,162211
Wyoming,NY,36121,36121,6996
Yates,NY,36123,36123,5030
Alamance,NC,37001,37001,27165
Alexander,NC,37003,37003,7248
Alleghany,NC,37005,37005,2917
Anson,NC,37007,37007,4461
Ashe,NC,37009,37009,6634
Avery,NC,37011,37011,3803
Beaufort,NC,37013,37013,11013
Bertie,NC,37015,37015,4244
Bladen,NC,37017,37017,7028
Brunswick,NC,37019,37019,40223
Buncombe,NC,37021,37021,49925
Burke,NC,37023,37023,17703
Cabarrus,NC,37025,37025,26889
Caldwell,NC,37027,37027,15832
Camden,NC,37029,37029,1847
Carteret,NC,37031,37031,16743
Caswell,NC,37033,37033,4695
Catawba,NC,37035,37035,27535
Chatham,NC,37037,37037,17129
Cherokee,NC,37039,37039,8097
Chowan,NC,37041,37041,3415
Clay,NC,37043,37043,3298
Cleveland,NC,37045,37045,17692
Columbus,NC,37047,37047,10936
Craven,NC,37049,37049,19177
Cumberland,NC,37051,37051,38522
Currituck,NC,37053,37053,4177
Dare,NC,37055,37055,7499
Davidson,NC,37057,37057,29483
Davie,NC,37059,37059,8555
Duplin,NC,37061,37061,10580
Durham,NC,37063,37063,39266
Edgecombe,NC,37065,37065,9985
Forsyth,NC,37067,37067,58469
Franklin,NC,37069,37069,10908
Gaston,NC,37071,37071,34717
Gates,NC,37073,37073,2283
Graham,NC,37075,37075,1971
Granville,NC,37077,37077,9858
Greene,NC,37079,37079,3316
Guilford,NC,37081,37081,78210
Halifax,NC,37083,37083,10301
Harnett,NC,37085,37085,16089
Haywood,NC,37087,37087,14865
Henderson,NC,37089,37089,29232
Hertford,NC,37091,37091,4653
Hoke,NC,37093,37093,5193
Hyde,NC,37095,37095,1012
Iredell,NC,37097,37097,27300
Jackson,NC,37099,37099,8270
Johnston,NC,37101,37101,25598
Jones,NC,37103,37103,2191
Lee,NC,37105,37105,9745
Lenoir,NC,37107,37107,11084
Lincoln,NC,37109,37109,14101
McDowell,NC,37111,37111,8991
Macon,NC,37113,37113,9869
Madison,NC,37115,37115,4683
Martin,NC,37117,37117,5097
Mecklenburg,NC,37119,37119,117292
Mitchell,NC,37121,37121,3658
Montgomery,NC,37123,37123,5376
Moore,NC,37125,37125,23178
Nash,NC,37127,37127,16727
New Hanover,NC,37129,37129,39260
Northampton,NC,37131,37131,5000
Onslow,NC,37133,37133,17455
Orange,NC,37135,37135,19403
Pamlico,NC,37137,37137,3700
Pasquotank,NC,37139,37139,6518
Pender,NC,37141,37141,10712
Perquimans,NC,37143,37143,3637
Person,NC,37145,37145,7457
Pitt,NC,37147,37147,22859
Polk,NC,37149,37149,6203
Randolph,NC,37151,37151,24842
Richmond,NC,37153,37153,7847
Robeson,NC,37155,37155,19512
Rockingham,NC,37157,37157,18113
Rowan,NC,37159,37159,24122
Rutherford,NC,37161,37161,14083
Sampson,NC,37163,37163,11045
Scotland,NC,37165,37165,6109
Stanly,NC,37167,37167,11535
Stokes,NC,37169,37169,9299
Surry,NC,37171,37171,14476
Swain,NC,37173,37173,2704
Transylvania,NC,37175,37175,10112
Tyrrell,NC,37177,37177,819
Union,NC,37179,37179,28502
Vance,NC,37181,37181,7950
Wake,NC,37183,37183,120379
Warren,NC,37185,37185,4888
Washington,NC,37187,37187,2814
Watauga,NC,37189,37189,8507
Wayne,NC,37191,37191,19768
Wilkes,NC,37193,37193,14368
Wilson,NC,37195,37195,14229
Yadkin,NC,37197,37197,7343
Yancey,NC,37199,37199,4490
Adams,ND,38001,38001,563
Barnes,ND,38003,38003,2342
Benson,ND,38005,38005,914
Billings,ND,38007,38007,197
Bottineau,ND,38009,38009,1490
Bowman,ND,38011,38011,647
Burke,ND,38013,38013,369
Burleigh,ND,38015,38015,14807
Cass,ND,38017,38017,20551
Cavalier,ND,38019,38019,1030
Dickey,ND,38021,38021,1008
Divide,ND,38023,38023,620
Dunn,ND,38025,38025,732
Eddy,ND,38027,38027,573
Emmons,ND,38029,38029,975
Foster,ND,38031,38031,734
Golden Valley,ND,38033,38033,382
Grand Forks,ND,38035,38035,8630
Grant,ND,38037,38037,684
Griggs,ND,38039,38039,715
Hettinger,ND,38041,38041,619
Kidder,ND,38043,38043,525
LaMoure,ND,38045,38045,1057
Logan,ND,38047,38047,524
McHenry,ND,38049,38049,1186
McIntosh,ND,38051,38051,811
McKenzie,ND,38053,38053,1157
McLean,ND,38055,38055,2194
Mercer,ND,38057,38057,1550
Morton,ND,38059,38059,4935
Mountrail,ND,38061,38061,1167
Nelson,ND,38063,38063,790
Oliver,ND,38065,38065,432
Pembina,ND,38067,38067,1563
Pierce,ND,38069,38069,982
Ramsey,ND,38071,38071,2222
Ransom,ND,38073,38073,1137
Renville,ND,38075,38075,425
Richland,ND,38077,38077,2805
Rolette,ND,38079,38079,1638
Sargent,ND,38081,38081,858
Sheridan,ND,38083,38083,418
Sioux,ND,38085,38085,343
Slope,ND,38087,38087,197
Stark,ND,38089,38089,4039
Steele,ND,38091,38091,406
Stutsman,ND,38093,38093,3962
Towner,ND,38095,38095,502
Traill,ND,38097,38097,1550
Walsh,ND,38099,38099,2248
Ward,ND,38101,38101,8416
Wells,ND,38103,38103,1057
Williams,ND,38105,38105,3205
Adams,OH,39001,39001,4856
Allen,OH,39003,39003,17747
Ashland,OH,39005,39005,9819
Ashtabula,OH,39007,39007,18132
Athens,OH,39009,39009,8281
Auglaize,OH,39011,39011,8186
Belmont,OH,39013,39013,13830
Brown,OH,39015,39015,7900
Butler,OH,39017,39017,54607
Carroll,OH,39019,39019,5686
Champaign,OH,39021,39021,7031
Clark,OH,39023,39023,25635
Clermont,OH,39025,39025,32161
Clinton,OH,39027,39027,6951
Columbiana,OH,39029,39029,20467
Coshocton,OH,39031,39031,6948
Crawford,OH,39033,39033,8536
Cuyahoga,OH,39035,39035,221367
Darke,OH,39037,39037,9861
Defiance,OH,39039,39039,6945
Delaware,OH,39041,39041,26487
Erie,OH,39043,39043,15930
Fairfield,OH,39045,39045,23759
Fayette,OH,39047,39047,4959
Franklin,OH,39049,39049,151411
Fulton,OH,39051,39051,7297
Gallia,OH,39053,39053,5566
Geauga,OH,39055,39055,18581
Greene,OH,39057,39057,27917
Guernsey,OH,39059,39059,7453
Hamilton,OH,39061,39061,122451
Hancock,OH,39063,39063,12623
Hardin,OH,39065,39065,4898
Harrison,OH,39067,39067,3186
Henry,OH,39069,39069,4900
Highland,OH,39071,39071,7723
Hocking,OH,39073,39073,5261
Holmes,OH,39075,39075,5859
Huron,OH,39077,39077,9746
Jackson,OH,39079,39079,5444
Jefferson,OH,39081,39081,13950
Knox,OH,39083,39083,10906
Lake,OH,39085,39085,44784
Lawrence,OH,39087,39087,11076
Licking,OH,39089,39089,27997
Logan,OH,39091,39091,7953
Lorain,OH,39093,39093,54669
Lucas,OH,39095,39095,68235
Madison,OH,39097,39097,6714
Mahoning,OH,39099,39099,46942
Marion,OH,39101,39101,11266
Medina,OH,39103,39103,30807
Meigs,OH,39105,39105,4449
Mercer,OH,39107,39107,7074
Miami,OH,39109,39109,19352
Monroe,OH,39111,39111,3243
Montgomery,OH,39113,39113,93724
Morgan,OH,39115,39115,3037
Morrow,OH,39117,39117,5809
Muskingum,OH,39119,39119,15037
Noble,OH,39121,39121,3845
Ottawa,OH,39123,39123,9926
Paulding,OH,39125,39125,3414
Perry,OH,39127,39127,5846
Pickaway,OH,39129,39129,8951
Pike,OH,39131,39131,4915
Portage,OH,39133,39133,25831
Preble,OH,39135,39135,7693
Putnam,OH,39137,39137,5722
Richland,OH,39139,39139,23231
Ross,OH,39141,39141,12389
Sandusky,OH,39143,39143,10897
Scioto,OH,39145,39145,13526
Seneca,OH,39147,39147,9675
Shelby,OH,39149,39149,7799
Stark,OH,39151,39151,70739
Summit,OH,39153,39153,94602
Trumbull,OH,39155,39155,42123
Tuscarawas,OH,39157,39157,17754
Union,OH,39159,39159,6799
Van Wert,OH,39161,39161,5230
Vinton,OH,39163,39163,2226
Warren,OH,39165,39165,32035
Washington,OH,39167,39167,12376
Wayne,OH,39169,39169,20111
Williams,OH,39171,39171,6799
Wood,OH,39173,39173,19289
Wyandot,OH,39175,39175,4130
Adair,OK,40001,40001,3388
Alfalfa,OK,40003,40003,1121
Atoka,OK,40005,40005,2588
Beaver,OK,40007,40007,1006
Beckham,OK,40009,40009,3010
Blaine,OK,40011,40011,1730
Bryan,OK,40013,40013,8204
Caddo,OK,40015,40015,4768
Canadian,OK,40017,40017,18125
Carter,OK,40019,40019,7929
Cherokee,OK,40021,40021,7938
Choctaw,OK,40023,40023,3005
Cimarron,OK,40025,40025,529
Cleveland,OK,40027,40027,36272
Coal,OK,40029,40029,1149
Comanche,OK,40031,40031,14910
Cotton,OK,40033,40033,1138
Craig,OK,40035,40035,2819
Creek,OK,40037,40037,12430
Custer,OK,40039,40039,3913
Delaware,OK,40041,40041,10348
Dewey,OK,40043,40043,916
Ellis,OK,40045,40045,904
Garfield,OK,40047,40047,9861
Garvin,OK,40049,40049,4931
Grady,OK,40051,40051,8746
Grant,OK,40053,40053,928
Greer,OK,40055,40055,1025
Harmon,OK,40057,40057,508
Harper,OK,40059,40059,704
Haskell,OK,40061,40061,2515
Hughes,OK,40063,40063,2515
Jackson,OK,40065,40065,3717
Jefferson,OK,40067,40067,1235
Johnston,OK,40069,40069,2115
Kay,OK,40071,40071,8370
Kingfisher,OK,40073,40073,2445
Kiowa,OK,40075,40075,1729
Latimer,OK,40077,40077,2187
Le Flore,OK,40079,40079,8772
Lincoln,OK,40081,40081,6255
Logan,OK,40083,40083,7032
Love,OK,40085,40085,1946
McClain,OK,40087,40087,5969
McCurtain,OK,40089,40089,5842
McIntosh,OK,40091,40091,4965
Major,OK,40093,40093,1517
Marshall,OK,40095,40095,3673
Mayes,OK,40097,40097,7464
Murray,OK,40099,40099,2674
Muskogee,OK,40101,40101,11297
Noble,OK,40103,40103,2135
Nowata,OK,40105,40105,1978
Okfuskee,OK,40107,40107,2115
Oklahoma,OK,40109,40109,105127
Okmulgee,OK,40111,40111,7051
Osage,OK,40113,40113,9104
Ottawa,OK,40115,40115,5662
Pawnee,OK,40117,40117,3093
Payne,OK,40119,40119,10062
Pittsburg,OK,40121,40121,8607
Pontotoc,OK,40123,40123,6272
Pottawatomie,OK,40125,40125,11548
Pushmataha,OK,40127,40127,2513
Roger Mills,OK,40129,40129,740
Rogers,OK,40131,40131,14557
Seminole,OK,40133,40133,4393
Sequoyah,OK,40135,40135,7535
Stephens,OK,40137,40137,8366
Texas,OK,40139,40139,2280
Tillman,OK,40141,40141,1454
Tulsa,OK,40143,40143,90495
Wagoner,OK,40145,40145,12652
Washington,OK,40147,40147,9989
Washita,OK,40149,40149,1974
Woods,OK,40151,40151,1507
Woodward,OK,40153,40153,3108
Baker,OR,41001,41001,4151
Benton,OR,41003,41003,14145
Clackamas,OR,41005,41005,72125
Clatsop,OR,41007,41007,8387
Columbia,OR,41009,41009,9394
Coos,OR,41011,41011,16223
Crook,OR,41013,41013,5713
Curry,OR,41015,41015,7623
Deschutes,OR,41017,41017,36450
Douglas,OR,41019,41019,27550
Gilliam,OR,41021,41021,475
Grant,OR,41023,41023,2099
Harney,OR,41025,41025,1736
Hood River,OR,41027,41027,3609
Jackson,OR,41029,41029,46655
Jefferson,OR,41031,41031,4546
Josephine,OR,41033,41033,22145
Klamath,OR,41035,41035,13849
Lake,OR,41037,41037,1929
Lane,OR,41039,41039,70183
Lincoln,OR,41041,41041,13534
Linn,OR,41043,41043,22895
Malheur,OR,41045,41045,5001
Marion,OR,41047,41047,52093
Morrow,OR,41049,41049,1764
Multnomah,OR,41051,41051,104899
Polk,OR,41053,41053,14569
Sherman,OR,41055,41055,428
Tillamook,OR,41057,41057,6560
Umatilla,OR,41059,41059,11820
Union,OR,41061,41061,5283
Wallowa,OR,41063,41063,1978
Wasco,OR,41065,41065,5273
Washington,OR,41067,41067,76361
Wheeler,OR,41069,41069,506
Yamhill,OR,41071,41071,17604
Adams,PA,42001,42001,20304
Allegheny,PA,42003,42003,226124
Armstrong,PA,42005,42005,14236
Beaver,PA,42007,42007,34713
Bedford,PA,42009,42009,10751
Berks,PA,42011,42011,70728
Blair,PA,42013,42013,24996
Bradford,PA,42015,42015,12671
Bucks,PA,42017,42017,113718
Butler,PA,42019,42019,34025
Cambria,PA,42021,42021,29240
Cameron,PA,42023,42023,1235
Carbon,PA,42025,42025,13196
Centre,PA,42027,42027,22306
Chester,PA,42029,42029,82614
Clarion,PA,42031,42031,7413
Clearfield,PA,42033,42033,16097
Clinton,PA,42035,42035,7121
Columbia,PA,42037,42037,12443
Crawford,PA,42039,42039,17140
Cumberland,PA,42041,42041,45230
Dauphin,PA,42043,42043,45549
Delaware,PA,42045,42045,90402
Elk,PA,42047,42047,6517
Erie,PA,42049,42049,47517
Fayette,PA,42051,42051,27082
Forest,PA,42053,42053,1603
Franklin,PA,42055,42055,29673
Fulton,PA,42057,42057,3040
Greene,PA,42059,42059,6823
Huntingdon,PA,42061,42061,9299
Indiana,PA,42063,42063,15959
Jefferson,PA,42065,42065,9013
Juniata,PA,42067,42067,4896
Lackawanna,PA,42069,42069,41322
Lancaster,PA,42071,42071,94915
Lawrence,PA,42073,42073,18660
Lebanon,PA,42075,42075,26742
Lehigh,PA,42077,42077,60102
Luzerne,PA,42079,42079,62285
Lycoming,PA,42081,42081,21753
McKean,PA,42083,42083,7883
Mercer,PA,42085,42085,23624
Mifflin,PA,42087,42087,9787
Monroe,PA,42089,42089,28274
Montgomery,PA,42091,42091,143138
Montour,PA,42093,42093,3768
Northampton,PA,42095,42095,56396
Northumberland,PA,42097,42097,19142
Perry,PA,42099,42099,8293
Philadelphia,PA,42101,42101,212274
Pike,PA,42103,42103,12152
Potter,PA,42105,42105,3953
Schuylkill,PA,42107,42107,28561
Snyder,PA,42109,42109,7419
Somerset,PA,42111,42111,16178
Sullivan,PA,42113,42113,1696
Susquehanna,PA,42115,42115,9383
Tioga,PA,42117,42117,8786
Union,PA,42119,42119,7996
Venango,PA,42121,42121,11213
Warren,PA,42123,42123,8882
Washington,PA,42125,42125,41708
Wayne,PA,42127,42127,12078
Westmoreland,PA,42129,42129,78061
Wyoming,PA,42131,42131,5598
York,PA,42133,42133,76024
Bristol,RI,44001,44001,9455
Kent,RI,44003,44003,30180
Newport,RI,44005,44005,17943
Providence,RI,44007,44007,95189
Washington,RI,44009,44009,25122
Abbeville,SC,45001,45001,5202
Aiken,SC,45003,45003,31540
Allendale,SC,45005,45005,1777
Anderson,SC,45007,45007,35149
Bamberg,SC,45009,45009,3026
Barnwell,SC,45011,45011,3786
Beaufort,SC,45013,45013,49217
Berkeley,SC,45015,45015,28877
Calhoun,SC,45017,45017,3230
Charleston,SC,45019,45019,63833
Cherokee,SC,45021,45021,9262
Chester,SC,45023,45023,5874
Chesterfield,SC,45025,45025,8245
Clarendon,SC,45027,45027,7735
Colleton,SC,45029,45029,7432
Darlington,SC,45031,45031,12328
Dillon,SC,45033,45033,4886
Dorchester,SC,45035,45035,21364
Edgefield,SC,45037,45037,4950
Fairfield,SC,45039,45039,4624
Florence,SC,45041,45041,22637
Georgetown,SC,45043,45043,16714
Greenville,SC,45045,45045,77989
Greenwood,SC,45047,45047,12759
Hampton,SC,45049,45049,3512
Horry,SC,45051,45051,76932
Jasper,SC,45053,45053,5212
Kershaw,SC,45055,45055,11704
Lancaster,SC,45057,45057,18855
Laurens,SC,45059,45059,11993
Lee,SC,45061,45061,3140
Lexington,SC,45063,45063,44761
McCormick,SC,45065,45065,3183
Marion,SC,45067,45067,5945
Marlboro,SC,45069,45069,4652
Newberry,SC,45071,45071,7345
Oconee,SC,45073,45073,17658
Orangeburg,SC,45075,45075,16643
Pickens,SC,45077,45077,19998
Richland,SC,45079,45079,50741
Saluda,SC,45081,45081,3899
Spartanburg,SC,45083,45083,48999
Sumter,SC,45085,45085,16948
Union,SC,45087,45087,5394
Williamsburg,SC,45089,45089,6267
York,SC,45091,45091,37341
Aurora,SD,46003,46003,523
Beadle,SD,46005,46005,3124
Bennett,SD,46007,46007,398
Bon Homme,SD,46009,46009,1423
Brookings,SD,46011,46011,4051
Brown,SD,46013,46013,6646
Brule,SD,46015,46015,930
Buffalo,SD,46017,46017,146
Butte,SD,46019,46019,2035
Campbell,SD,46021,46021,372
Charles Mix,SD,46023,46023,1705
Clark,SD,46025,46025,779
Clay,SD,46027,46027,1654
Codington,SD,46029,46029,4748
Corson,SD,46031,46031,453
Custer,SD,46033,46033,2527
Davison,SD,46035,46035,3578
Day,SD,46037,46037,1405
Deuel,SD,46039,46039,919
Dewey,SD,46041,46041,560
Douglas,SD,46043,46043,688
Edmunds,SD,46045,46045,756
Fall River,SD,46047,46047,1862
Faulk,SD,46049,46049,617
Grant,SD,46051,46051,1467
Gregory,SD,46053,46053,1024
Haakon,SD,46055,46055,423
Hamlin,SD,46057,46057,950
Hand,SD,46059,46059,791
Hanson,SD,46061,46061,507
Harding,SD,46063,46063,229
Hughes,SD,46065,46065,2960
Hutchinson,SD,46067,46067,1689
Hyde,SD,46069,46069,345
Jackson,SD,46071,46071,470
Jerauld,SD,46073,46073,598
Jones,SD,46075,46075,183
Kingsbury,SD,46077,46077,1122
Lake,SD,46079,46079,2673
Lawrence,SD,46081,46081,5370
Lincoln,SD,46083,46083,6927
Lyman,SD,46085,46085,599
McCook,SD,46087,46087,1040
McPherson,SD,46089,46089,677
Marshall,SD,46091,46091,1015
Meade,SD,46093,46093,4184
Mellette,SD,46095,46095,310
Miner,SD,46097,46097,438
Minnehaha,SD,46099,46099,24024
Moody,SD,46101,46101,1236
Pennington,SD,46103,46103,19205
Perkins,SD,46105,46105,695
Potter,SD,46107,46107,644
Roberts,SD,46109,46109,1996
Sanborn,SD,46111,46111,473
Shannon,SD,46113,46113,975
Spink,SD,46115,46115,1326
Stanley,SD,46117,46117,652
Sully,SD,46119,46119,320
Todd,SD,46121,46121,757
Tripp,SD,46123,46123,1214
Turner,SD,46125,46125,1706
Union,SD,46127,46127,2674
Walworth,SD,46129,46129,1307
Yankton,SD,46135,46135,4178
Ziebach,SD,46137,46137,262
Anderson,TN,47001,47001,14987
Bedford,TN,47003,47003,7259
Benton,TN,47005,47005,3849
Bledsoe,TN,47007,47007,2656
Blount,TN,47009,47009,25971
Bradley,TN,47011,47011,17786
Campbell,TN,47013,47013,8130
Cannon,TN,47015,47015,2602
Carroll,TN,47017,47017,5555
Carter,TN,47019,47019,11952
Cheatham,TN,47021,47021,5865
Chester,TN,47023,47023,2906
Claiborne,TN,47025,47025,6152
Clay,TN,47027,47027,1817
Cocke,TN,47029,47029,7413
Coffee,TN,47031,47031,9478
Crockett,TN,47033,47033,2682
