County,State,FIPS Code,Formatted FIPS,"Estimated median income of a household, between 2015-2019."
Flathead,MT,30029,30029,56182
Gallatin,MT,30031,30031,66397
Garfield,MT,30033,30033,42000
Glacier,MT,30035,30035,36045
Golden Valley,MT,30037,30037,43875
Granite,MT,30039,30039,49881
Hill,MT,30041,30041,49321
Jefferson,MT,30043,30043,69646
Judith Basin,MT,30045,30045,43661
Lake,MT,30047,30047,48829
Lewis and Clark,MT,30049,30049,65791
Liberty,MT,30051,30051,44875
Lincoln,MT,30053,30053,40140
McCone,MT,30055,30055,49701
Madison,MT,30057,30057,54107
Meagher,MT,30059,30059,46607
Mineral,MT,30061,30061,41705
Missoula,MT,30063,30063,54062
Musselshell,MT,30065,30065,43274
Park,MT,30067,30067,53068
Petroleum,MT,30069,30069,51250
Phillips,MT,30071,30071,46212
Pondera,MT,30073,30073,51151
Powder River,MT,30075,30075,54427
Powell,MT,30077,30077,54667
Prairie,MT,30079,30079,43625
Ravalli,MT,30081,30081,53054
Richland,MT,30083,30083,67205
Roosevelt,MT,30085,30085,43194
Rosebud,MT,30087,30087,57992
Sanders,MT,30089,30089,40823
Sheridan,MT,30091,30091,55521
Silver Bow,MT,30093,30093,45718
Stillwater,MT,30095,30095,64645
Sweet Grass,MT,30097,30097,49886
Teton,MT,30099,30099,55000
Toole,MT,30101,30101,50721
Treasure,MT,30103,30103,43047
Valley,MT,30105,30105,53162
Wheatland,MT,30107,30107,39655
Wibaux,MT,30109,30109,53958
Yellowstone,MT,30111,30111,61264
Adams,NE,31001,31001,53023
Antelope,NE,31003,31003,49912
Arthur,NE,31005,31005,42813
Banner,NE,31007,31007,51750
Blaine,NE,31009,31009,51094
Boone,NE,31011,31011,54979
Box Butte,NE,31013,31013,54004
Boyd,NE,31015,31015,47778
Brown,NE,31017,31017,43098
Buffalo,NE,31019,31019,59431
Burt,NE,31021,31021,54203
Butler,NE,31023,31023,58979
Cass,NE,31025,31025,71846
Cedar,NE,31027,31027,61869
Chase,NE,31029,31029,57009
Cherry,NE,31031,31031,56651
Cheyenne,NE,31033,31033,53871
Clay,NE,31035,31035,57173
Colfax,NE,31037,31037,58872
Cuming,NE,31039,31039,56768
Custer,NE,31041,31041,52184
Dakota,NE,31043,31043,59231
Dawes,NE,31045,31045,50750
Dawson,NE,31047,31047,53721
Deuel,NE,31049,31049,47287
Dixon,NE,31051,31051,56905
Dodge,NE,31053,31053,54085
Douglas,NE,31055,31055,64629
Dundy,NE,31057,31057,41716
Fillmore,NE,31059,31059,60313
Franklin,NE,31061,31061,49282
Frontier,NE,31063,31063,54659
Furnas,NE,31065,31065,48838
Gage,NE,31067,31067,53110
Garden,NE,31069,31069,43750
Garfield,NE,31071,31071,53000
Gosper,NE,31073,31073,64053
Grant,NE,31075,31075,46500
Greeley,NE,31077,31077,47869
Hall,NE,31079,31079,57104
Hamilton,NE,31081,31081,64210
Harlan,NE,31083,31083,49835
Hayes,NE,31085,31085,51726
Hitchcock,NE,31087,31087,49962
Holt,NE,31089,31089,60387
Hooker,NE,31091,31091,41125
Howard,NE,31093,31093,59348
Jefferson,NE,31095,31095,44510
Johnson,NE,31097,31097,54712
Kearney,NE,31099,31099,60266
Keith,NE,31101,31101,50735
Keya Paha,NE,31103,31103,56500
Kimball,NE,31105,31105,53403
Knox,NE,31107,31107,52332
Lancaster,NE,31109,31109,60527
Lincoln,NE,31111,31111,59795
Logan,NE,31113,31113,52708
Loup,NE,31115,31115,51000
McPherson,NE,31117,31117,48125
Madison,NE,31119,31119,53188
Merrick,NE,31121,31121,55649
Morrill,NE,31123,31123,46194
Nance,NE,31125,31125,49032
Nemaha,NE,31127,31127,51828
Nuckolls,NE,31129,31129,43388
Otoe,NE,31131,31131,59167
Pawnee,NE,31133,31133,46452
Perkins,NE,31135,31135,65543
Phelps,NE,31137,31137,59040
Pierce,NE,31139,31139,64511
Platte,NE,31141,31141,62305
Polk,NE,31143,31143,67719
Red Willow,NE,31145,31145,48808
Richardson,NE,31147,31147,47917
Rock,NE,31149,31149,56250
Saline,NE,31151,31151,51502
Sarpy,NE,31153,31153,82032
Saunders,NE,31155,31155,68682
Scotts Bluff,NE,31157,31157,49745
Seward,NE,31159,31159,70389
Sheridan,NE,31161,31161,45371
Sherman,NE,31163,31163,50781
Sioux,NE,31165,31165,48269
Stanton,NE,31167,31167,63986
Thayer,NE,31169,31169,51821
Thomas,NE,31171,31171,59432
Thurston,NE,31173,31173,51034
Valley,NE,31175,31175,55324
Washington,NE,31177,31177,71430
Wayne,NE,31179,31179,56456
Webster,NE,31181,31181,46188
Wheeler,NE,31183,31183,51591
York,NE,31185,31185,60298
Churchill,NV,32001,32001,57824
Clark,NV,32003,32003,59340
Douglas,NV,32005,32005,66810
Elko,NV,32007,32007,81232
Esmeralda,NV,32009,32009,37375
Eureka,NV,32011,32011,67105
Humboldt,NV,32013,32013,67756
Lander,NV,32015,32015,88030
Lincoln,NV,32017,32017,58462
Lyon,NV,32019,32019,56875
Mineral,NV,32021,32021,35806
Nye,NV,32023,32023,47300
Pershing,NV,32027,32027,50491
Storey,NV,32029,32029,66292
Washoe,NV,32031,32031,64791
White Pine,NV,32033,32033,60827
Carson City,NV,32510,32510,55718
Belknap,NH,33001,33001,69447
Carroll,NH,33003,33003,63153
Cheshire,NH,33005,33005,64751
Coos,NH,33007,33007,47117
Grafton,NH,33009,33009,63389
Hillsborough,NH,33011,33011,81460
Merrimack,NH,33013,33013,75737
Rockingham,NH,33015,33015,93756
Strafford,NH,33017,33017,72960
Sullivan,NH,33019,33019,61312
Atlantic,NJ,34001,34001,62110
Bergen,NJ,34003,34003,101144
Burlington,NJ,34005,34005,87416
Camden,NJ,34007,34007,70451
Cape May,NJ,34009,34009,67074
Cumberland,NJ,34011,34011,54149
Essex,NJ,34013,34013,61510
Gloucester,NJ,34015,34015,87283
Hudson,NJ,34017,34017,71189
Hunterdon,NJ,34019,34019,115379
Mercer,NJ,34021,34021,81057
Middlesex,NJ,34023,34023,89533
Monmouth,NJ,34025,34025,99733
Morris,NJ,34027,34027,115527
Ocean,NJ,34029,34029,70909
Passaic,NJ,34031,34031,69688
Salem,NJ,34033,34033,66842
Somerset,NJ,34035,34035,113611
Sussex,NJ,34037,34037,94520
Union,NJ,34039,34039,80198
Warren,NJ,34041,34041,81307
Bernalillo,NM,35001,35001,53329
Catron,NM,35003,35003,41910
Chaves,NM,35005,35005,43359
Cibola,NM,35006,35006,39413
Colfax,NM,35007,35007,36302
Curry,NM,35009,35009,45092
De Baca,NM,35011,35011,31625
Doña Ana,NM,35013,35013,40973
Eddy,NM,35015,35015,65328
Grant,NM,35017,35017,37843
Guadalupe,NM,35019,35019,24798
Harding,NM,35021,35021,29375
Hidalgo,NM,35023,35023,42526
Lea,NM,35025,35025,60546
Lincoln,NM,35027,35027,46216
Los Alamos,NM,35028,35028,121324
Luna,NM,35029,35029,29360
McKinley,NM,35031,35031,33834
Mora,NM,35033,35033,28446
Otero,NM,35035,35035,41988
Quay,NM,35037,35037,29035
Rio Arriba,NM,35039,35039,39952
Roosevelt,NM,35041,35041,42702
Sandoval,NM,35043,35043,63802
San Juan,NM,35045,35045,50518
San Miguel,NM,35047,35047,30946
Santa Fe,NM,35049,35049,61200
Sierra,NM,35051,35051,29755
Socorro,NM,35053,35053,42083
Taos,NM,35055,35055,38329
Torrance,NM,35057,35057,36120
Union,NM,35059,35059,35884
Valencia,NM,35061,35061,48945
Albany,NY,36001,36001,66252
Allegany,NY,36003,36003,48412
Bronx,NY,36005,36005,40088
Broome,NY,36007,36007,52226
Cattaraugus,NY,36009,36009,48703
Cayuga,NY,36011,36011,58377
Chautauqua,NY,36013,36013,46820
Chemung,NY,36015,36015,54940
Chenango,NY,36017,36017,52002
Clinton,NY,36019,36019,56365
Columbia,NY,36021,36021,66787
Cortland,NY,36023,36023,56023
Delaware,NY,36025,36025,49544
Dutchess,NY,36027,36027,81219
Erie,NY,36029,36029,58121
Essex,NY,36031,36031,56763
Franklin,NY,36033,36033,50407
Fulton,NY,36035,36035,50482
Genesee,NY,36037,36037,60524
Greene,NY,36039,36039,53601
Hamilton,NY,36041,36041,58675
Herkimer,NY,36043,36043,54646
Jefferson,NY,36045,36045,52685
Kings,NY,36047,36047,60231
Lewis,NY,36049,36049,54524
Livingston,NY,36051,36051,59510
Madison,NY,36053,36053,61633
Monroe,NY,36055,36055,60075
Montgomery,NY,36057,36057,49462
Nassau,NY,36059,36059,116100
New York,NY,36061,36061,86553
Niagara,NY,36063,36063,55522
Oneida,NY,36065,36065,56027
Onondaga,NY,36067,36067,61359
Ontario,NY,36069,36069,64944
Orange,NY,36071,36071,79944
Orleans,NY,36073,36073,52620
Oswego,NY,36075,36075,55967
Otsego,NY,36077,36077,54028
Putnam,NY,36079,36079,104486
Queens,NY,36081,36081,68666
Rensselaer,NY,36083,36083,68991
Richmond,NY,36085,36085,82783
Rockland,NY,36087,36087,93024
St. Lawrence,NY,36089,36089,50940
Saratoga,NY,36091,36091,84291
Schenectady,NY,36093,36093,65499
Schoharie,NY,36095,36095,57714
Schuyler,NY,36097,36097,52327
Seneca,NY,36099,36099,54545
Steuben,NY,36101,36101,53663
Suffolk,NY,36103,36103,101031
Sullivan,NY,36105,36105,57426
Tioga,NY,36107,36107,62999
Tompkins,NY,36109,36109,60240
Ulster,NY,36111,36111,64304
Warren,NY,36113,36113,61024
Washington,NY,36115,36115,57258
Wayne,NY,36117,36117,59449
Westchester,NY,36119,36119,96610
Wyoming,NY,36121,36121,58052
Yates,NY,36123,36123,56563
Alamance,NC,37001,37001,49688
Alexander,NC,37003,37003,48756
Alleghany,NC,37005,37005,37830
Anson,NC,37007,37007,40213
Ashe,NC,37009,37009,40962
Avery,NC,37011,37011,40340
Beaufort,NC,37013,37013,45212
Bertie,NC,37015,37015,35527
Bladen,NC,37017,37017,36173
Brunswick,NC,37019,37019,58236
Buncombe,NC,37021,37021,52207
Burke,NC,37023,37023,44557
Cabarrus,NC,37025,37025,67328
Caldwell,NC,37027,37027,44511
Camden,NC,37029,37029,64572
Carteret,NC,37031,37031,57194
Caswell,NC,37033,37033,45733
Catawba,NC,37035,37035,52056
Chatham,NC,37037,37037,67031
Cherokee,NC,37039,37039,41438
Chowan,NC,37041,37041,46519
Clay,NC,37043,37043,42222
Cleveland,NC,37045,37045,42247
Columbus,NC,37047,37047,37628
Craven,NC,37049,37049,52687
Cumberland,NC,37051,37051,46875
Currituck,NC,37053,37053,69964
Dare,NC,37055,37055,59381
Davidson,NC,37057,37057,49546
Davie,NC,37059,37059,60434
Duplin,NC,37061,37061,41764
Durham,NC,37063,37063,60958
Edgecombe,NC,37065,37065,36866
Forsyth,NC,37067,37067,51569
Franklin,NC,37069,37069,55193
Gaston,NC,37071,37071,52835
Gates,NC,37073,37073,50750
Graham,NC,37075,37075,39571
Granville,NC,37077,37077,55856
Greene,NC,37079,37079,39837
Guilford,NC,37081,37081,53261
Halifax,NC,37083,37083,35502
Harnett,NC,37085,37085,53554
Haywood,NC,37087,37087,51659
Henderson,NC,37089,37089,55945
Hertford,NC,37091,37091,41028
Hoke,NC,37093,37093,48072
Hyde,NC,37095,37095,39663
Iredell,NC,37097,37097,60955
Jackson,NC,37099,37099,47252
Johnston,NC,37101,37101,59865
Jones,NC,37103,37103,38158
Lee,NC,37105,37105,49994
Lenoir,NC,37107,37107,39402
Lincoln,NC,37109,37109,57536
McDowell,NC,37111,37111,43646
Macon,NC,37113,37113,45507
Madison,NC,37115,37115,45873
Martin,NC,37117,37117,40090
Mecklenburg,NC,37119,37119,66641
Mitchell,NC,37121,37121,46103
Montgomery,NC,37123,37123,44146
Moore,NC,37125,37125,59963
Nash,NC,37127,37127,49537
New Hanover,NC,37129,37129,54891
Northampton,NC,37131,37131,37146
Onslow,NC,37133,37133,50278
Orange,NC,37135,37135,71723
Pamlico,NC,37137,37137,46728
Pasquotank,NC,37139,37139,50558
Pender,NC,37141,37141,57240
Perquimans,NC,37143,37143,47162
Person,NC,37145,37145,51020
Pitt,NC,37147,37147,47437
Polk,NC,37149,37149,48787
Randolph,NC,37151,37151,47288
Richmond,NC,37153,37153,36148
Robeson,NC,37155,37155,34976
Rockingham,NC,37157,37157,43579
Rowan,NC,37159,37159,49842
Rutherford,NC,37161,37161,42608
Sampson,NC,37163,37163,42151
Scotland,NC,37165,37165,37238
Stanly,NC,37167,37167,52623
Stokes,NC,37169,37169,48054
Surry,NC,37171,37171,43597
Swain,NC,37173,37173,39317
Transylvania,NC,37175,37175,50212
Tyrrell,NC,37177,37177,35300
Union,NC,37179,37179,80033
Vance,NC,37181,37181,40529
Wake,NC,37183,37183,80591
Warren,NC,37185,37185,36466
Washington,NC,37187,37187,35979
Watauga,NC,37189,37189,47526
Wayne,NC,37191,37191,44416
Wilkes,NC,37193,37193,44107
Wilson,NC,37195,37195,43877
Yadkin,NC,37197,37197,44682
Yancey,NC,37199,37199,42222
Adams,ND,38001,38001,56681
Barnes,ND,38003,38003,58365
Benson,ND,38005,38005,47667
Billings,ND,38007,38007,75208
Bottineau,ND,38009,38009,60381
Bowman,ND,38011,38011,62442
Burke,ND,38013,38013,77232
Burleigh,ND,38015,38015,71524
Cass,ND,38017,38017,64482
Cavalier,ND,38019,38019,64798
Dickey,ND,38021,38021,65492
Divide,ND,38023,38023,62865
Dunn,ND,38025,38025,76719
Eddy,ND,38027,38027,54868
Emmons,ND,38029,38029,55902
Foster,ND,38031,38031,61425
Golden Valley,ND,38033,38033,58690
Grand Forks,ND,38035,38035,54051
Grant,ND,38037,38037,50938
Griggs,ND,38039,38039,53565
Hettinger,ND,38041,38041,60164
Kidder,ND,38043,38043,54643
LaMoure,ND,38045,38045,60806
Logan,ND,38047,38047,59375
McHenry,ND,38049,38049,64179
McIntosh,ND,38051,38051,52587
McKenzie,ND,38053,38053,77845
McLean,ND,38055,38055,68529
Mercer,ND,38057,38057,82181
Morton,ND,38059,38059,70556
Mountrail,ND,38061,38061,72147
Nelson,ND,38063,38063,52039
Oliver,ND,38065,38065,78929
Pembina,ND,38067,38067,64549
Pierce,ND,38069,38069,55660
Ramsey,ND,38071,38071,58910
Ransom,ND,38073,38073,63903
Renville,ND,38075,38075,73182
Richland,ND,38077,38077,61371
Rolette,ND,38079,38079,43158
Sargent,ND,38081,38081,63073
Sheridan,ND,38083,38083,51055
Sioux,ND,38085,38085,38939
Slope,ND,38087,38087,63611
Stark,ND,38089,38089,72045
Steele,ND,38091,38091,70724
Stutsman,ND,38093,38093,57674
Towner,ND,38095,38095,52300
Traill,ND,38097,38097,64453
Walsh,ND,38099,38099,55700
Ward,ND,38101,38101,68871
Wells,ND,38103,38103,57582
Williams,ND,38105,38105,87161
Adams,OH,39001,39001,39079
Allen,OH,39003,39003,53131
Ashland,OH,39005,39005,52823
Ashtabula,OH,39007,39007,46700
Athens,OH,39009,39009,40905
Auglaize,OH,39011,39011,64074
Belmont,OH,39013,39013,50904
Brown,OH,39015,39015,54575
Butler,OH,39017,39017,66117
Carroll,OH,39019,39019,55267
Champaign,OH,39021,39021,60112
Clark,OH,39023,39023,50873
Clermont,OH,39025,39025,66968
Clinton,OH,39027,39027,52815
Columbiana,OH,39029,39029,48345
Coshocton,OH,39031,39031,46606
Crawford,OH,39033,39033,44971
Cuyahoga,OH,39035,39035,50366
Darke,OH,39037,39037,55620
Defiance,OH,39039,39039,59931
Delaware,OH,39041,39041,106908
Erie,OH,39043,39043,54226
Fairfield,OH,39045,39045,67609
Fayette,OH,39047,39047,47308
Franklin,OH,39049,39049,61305
Fulton,OH,39051,39051,63092
Gallia,OH,39053,39053,44858
Geauga,OH,39055,39055,82303
Greene,OH,39057,39057,68720
Guernsey,OH,39059,39059,45917
Hamilton,OH,39061,39061,57212
Hancock,OH,39063,39063,58450
Hardin,OH,39065,39065,50506
Harrison,OH,39067,39067,49689
Henry,OH,39069,39069,59695
Highland,OH,39071,39071,44169
Hocking,OH,39073,39073,52363
Holmes,OH,39075,39075,63753
Huron,OH,39077,39077,52560
Jackson,OH,39079,39079,47550
Jefferson,OH,39081,39081,46581
Knox,OH,39083,39083,57749
Lake,OH,39085,39085,64466
Lawrence,OH,39087,39087,45118
Licking,OH,39089,39089,64589
Logan,OH,39091,39091,56754
Lorain,OH,39093,39093,58427
Lucas,OH,39095,39095,48736
Madison,OH,39097,39097,68022
Mahoning,OH,39099,39099,46042
Marion,OH,39101,39101,47498
Medina,OH,39103,39103,76600
Meigs,OH,39105,39105,44899
Mercer,OH,39107,39107,62952
Miami,OH,39109,39109,61041
Monroe,OH,39111,39111,45289
Montgomery,OH,39113,39113,51542
Morgan,OH,39115,39115,42341
Morrow,OH,39117,39117,59452
Muskingum,OH,39119,39119,47254
Noble,OH,39121,39121,46897
Ottawa,OH,39123,39123,59099
Paulding,OH,39125,39125,55330
Perry,OH,39127,39127,50150
Pickaway,OH,39129,39129,63633
Pike,OH,39131,39131,42832
Portage,OH,39133,39133,57618
Preble,OH,39135,39135,58957
Putnam,OH,39137,39137,64822
Richland,OH,39139,39139,49547
Ross,OH,39141,39141,51092
Sandusky,OH,39143,39143,54089
Scioto,OH,39145,39145,41330
Seneca,OH,39147,39147,52500
Shelby,OH,39149,39149,63806
Stark,OH,39151,39151,53860
Summit,OH,39153,39153,57181
Trumbull,OH,39155,39155,47280
Tuscarawas,OH,39157,39157,53243
Union,OH,39159,39159,86715
Van Wert,OH,39161,39161,54254
Vinton,OH,39163,39163,45673
Warren,OH,39165,39165,87125
Washington,OH,39167,39167,50021
Wayne,OH,39169,39169,58300
Williams,OH,39171,39171,53183
Wood,OH,39173,39173,62390
Wyandot,OH,39175,39175,55767
Adair,OK,40001,40001,34695
Alfalfa,OK,40003,40003,61852
Atoka,OK,40005,40005,39316
Beaver,OK,40007,40007,52349
Beckham,OK,40009,40009,50721
Blaine,OK,40011,40011,45792
Bryan,OK,40013,40013,44212
Caddo,OK,40015,40015,46592
Canadian,OK,40017,40017,72056
Carter,OK,40019,40019,51419
Cherokee,OK,40021,40021,42774
Choctaw,OK,40023,40023,34489
Cimarron,OK,40025,40025,46328
Cleveland,OK,40027,40027,64016
Coal,OK,40029,40029,40938
Comanche,OK,40031,40031,52161
Cotton,OK,40033,40033,50885
Craig,OK,40035,40035,43329
Creek,OK,40037,40037,51318
Custer,OK,40039,40039,49900
Delaware,OK,40041,40041,41696
Dewey,OK,40043,40043,52428
Ellis,OK,40045,40045,53245
Garfield,OK,40047,40047,54006
Garvin,OK,40049,40049,47125
Grady,OK,40051,40051,60875
Grant,OK,40053,40053,57727
Greer,OK,40055,40055,41488
Harmon,OK,40057,40057,48344
Harper,OK,40059,40059,46154
Haskell,OK,40061,40061,42348
Hughes,OK,40063,40063,39365
Jackson,OK,40065,40065,49703
Jefferson,OK,40067,40067,39895
Johnston,OK,40069,40069,41332
Kay,OK,40071,40071,46809
Kingfisher,OK,40073,40073,57777
Kiowa,OK,40075,40075,38019
Latimer,OK,40077,40077,44214
Le Flore,OK,40079,40079,40677
Lincoln,OK,40081,40081,50671
Logan,OK,40083,40083,65357
Love,OK,40085,40085,49399
McClain,OK,40087,40087,67662
McCurtain,OK,40089,40089,37061
McIntosh,OK,40091,40091,39084
Major,OK,40093,40093,54332
Marshall,OK,40095,40095,45746
Mayes,OK,40097,40097,50345
Murray,OK,40099,40099,52478
Muskogee,OK,40101,40101,43078
Noble,OK,40103,40103,56117
Nowata,OK,40105,40105,43145
Okfuskee,OK,40107,40107,38411
Oklahoma,OK,40109,40109,54520
Okmulgee,OK,40111,40111,42998
Osage,OK,40113,40113,49103
Ottawa,OK,40115,40115,39872
Pawnee,OK,40117,40117,48009
Payne,OK,40119,40119,41603
Pittsburg,OK,40121,40121,46784
Pontotoc,OK,40123,40123,50392
Pottawatomie,OK,40125,40125,49250
Pushmataha,OK,40127,40127,37692
Roger Mills,OK,40129,40129,51302
Rogers,OK,40131,40131,65434
Seminole,OK,40133,40133,39373
Sequoyah,OK,40135,40135,40351
Stephens,OK,40137,40137,47214
Texas,OK,40139,40139,52282
Tillman,OK,40141,40141,42280
Tulsa,OK,40143,40143,55517
Wagoner,OK,40145,40145,62795
Washington,OK,40147,40147,54997
Washita,OK,40149,40149,53274
Woods,OK,40151,40151,54282
Woodward,OK,40153,40153,60147
Baker,OR,41001,41001,45998
Benton,OR,41003,41003,62077
Clackamas,OR,41005,41005,80484
Clatsop,OR,41007,41007,54886
Columbia,OR,41009,41009,62257
Coos,OR,41011,41011,45051
Crook,OR,41013,41013,49006
Curry,OR,41015,41015,48440
Deschutes,OR,41017,41017,67043
Douglas,OR,41019,41019,47267
Gilliam,OR,41021,41021,47500
Grant,OR,41023,41023,44712
Harney,OR,41025,41025,40735
Hood River,OR,41027,41027,65679
Jackson,OR,41029,41029,53412
Jefferson,OR,41031,41031,53277
Josephine,OR,41033,41033,45616
Klamath,OR,41035,41035,46491
Lake,OR,41037,41037,37898
Lane,OR,41039,41039,52426
Lincoln,OR,41041,41041,47882
Linn,OR,41043,41043,55893
Malheur,OR,41045,41045,43313
Marion,OR,41047,41047,59625
Morrow,OR,41049,41049,54269
Multnomah,OR,41051,41051,69176
Polk,OR,41053,41053,62691
Sherman,OR,41055,41055,51071
Tillamook,OR,41057,41057,49895
Umatilla,OR,41059,41059,54699
Union,OR,41061,41061,52171
Wallowa,OR,41063,41063,51224
Wasco,OR,41065,41065,53105
Washington,OR,41067,41067,82215
Wheeler,OR,41069,41069,40926
Yamhill,OR,41071,41071,63902
Adams,PA,42001,42001,67253
Allegheny,PA,42003,42003,61043
Armstrong,PA,42005,42005,51410
Beaver,PA,42007,42007,57807
Bedford,PA,42009,42009,50509
Berks,PA,42011,42011,63728
Blair,PA,42013,42013,49181
Bradford,PA,42015,42015,52358
Bucks,PA,42017,42017,89139
Butler,PA,42019,42019,70668
Cambria,PA,42021,42021,46659
Cameron,PA,42023,42023,41165
Carbon,PA,42025,42025,57006
Centre,PA,42027,42027,60403
Chester,PA,42029,42029,100214
Clarion,PA,42031,42031,46680
Clearfield,PA,42033,42033,49015
Clinton,PA,42035,42035,50923
Columbia,PA,42037,42037,50550
Crawford,PA,42039,42039,50304
Cumberland,PA,42041,42041,71269
Dauphin,PA,42043,42043,60715
Delaware,PA,42045,42045,74477
Elk,PA,42047,42047,53440
Erie,PA,42049,42049,51529
Fayette,PA,42051,42051,47364
Forest,PA,42053,42053,39717
Franklin,PA,42055,42055,63379
Fulton,PA,42057,42057,53476
Greene,PA,42059,42059,54776
Huntingdon,PA,42061,42061,51678
Indiana,PA,42063,42063,49320
Jefferson,PA,42065,42065,47603
Juniata,PA,42067,42067,53879
Lackawanna,PA,42069,42069,52821
Lancaster,PA,42071,42071,66056
Lawrence,PA,42073,42073,50204
Lebanon,PA,42075,42075,60281
Lehigh,PA,42077,42077,63897
Luzerne,PA,42079,42079,53473
Lycoming,PA,42081,42081,54241
McKean,PA,42083,42083,48647
Mercer,PA,42085,42085,50696
Mifflin,PA,42087,42087,50219
Monroe,PA,42089,42089,63934
Montgomery,PA,42091,42091,91546
Montour,PA,42093,42093,58333
Northampton,PA,42095,42095,70471
Northumberland,PA,42097,42097,48671
Perry,PA,42099,42099,63718
Philadelphia,PA,42101,42101,45927
Pike,PA,42103,42103,65928
Potter,PA,42105,42105,45419
Schuylkill,PA,42107,42107,52280
Snyder,PA,42109,42109,58997
Somerset,PA,42111,42111,49089
Sullivan,PA,42113,42113,47407
Susquehanna,PA,42115,42115,54966
Tioga,PA,42117,42117,51324
Union,PA,42119,42119,59399
Venango,PA,42121,42121,49945
Warren,PA,42123,42123,50250
Washington,PA,42125,42125,63543
Wayne,PA,42127,42127,56096
Westmoreland,PA,42129,42129,60471
Wyoming,PA,42131,42131,59415
York,PA,42133,42133,66457
Bristol,RI,44001,44001,83092
Kent,RI,44003,44003,73521
Newport,RI,44005,44005,79454
Providence,RI,44007,44007,58974
Washington,RI,44009,44009,85531
Abbeville,SC,45001,45001,38741
Aiken,SC,45003,45003,51399
Allendale,SC,45005,45005,27185
Anderson,SC,45007,45007,50865
Bamberg,SC,45009,45009,31422
Barnwell,SC,45011,45011,35803
Beaufort,SC,45013,45013,68377
Berkeley,SC,45015,45015,63309
Calhoun,SC,45017,45017,46339
Charleston,SC,45019,45019,64022
Cherokee,SC,45021,45021,36883
Chester,SC,45023,45023,42442
Chesterfield,SC,45025,45025,41505
Clarendon,SC,45027,45027,40900
Colleton,SC,45029,45029,36324
Darlington,SC,45031,45031,38448
Dillon,SC,45033,45033,30812
Dorchester,SC,45035,45035,63080
Edgefield,SC,45037,45037,49127
Fairfield,SC,45039,45039,38213
Florence,SC,45041,45041,47058
Georgetown,SC,45043,45043,48456
Greenville,SC,45045,45045,60351
Greenwood,SC,45047,45047,42336
Hampton,SC,45049,45049,33429
Horry,SC,45051,45051,50704
Jasper,SC,45053,45053,45601
Kershaw,SC,45055,45055,51479
Lancaster,SC,45057,45057,58849
Laurens,SC,45059,45059,43304
Lee,SC,45061,45061,32371
Lexington,SC,45063,45063,61173
McCormick,SC,45065,45065,43633
Marion,SC,45067,45067,32063
Marlboro,SC,45069,45069,33586
Newberry,SC,45071,45071,44226
Oconee,SC,45073,45073,49134
Orangeburg,SC,45075,45075,37955
Pickens,SC,45077,45077,49573
Richland,SC,45079,45079,54767
Saluda,SC,45081,45081,45714
Spartanburg,SC,45083,45083,52332
Sumter,SC,45085,45085,45661
Union,SC,45087,45087,41186
Williamsburg,SC,45089,45089,32485
York,SC,45091,45091,65361
Aurora,SD,46003,46003,64083
Beadle,SD,46005,46005,52313
Bennett,SD,46007,46007,47500
Bon Homme,SD,46009,46009,54737
Brookings,SD,46011,46011,58136
Brown,SD,46013,46013,58216
Brule,SD,46015,46015,57196
Buffalo,SD,46017,46017,34808
Butte,SD,46019,46019,46508
Campbell,SD,46021,46021,54449
Charles Mix,SD,46023,46023,50481
Clark,SD,46025,46025,48980
Clay,SD,46027,46027,50724
Codington,SD,46029,46029,56376
Corson,SD,46031,46031,35759
Custer,SD,46033,46033,58522
Davison,SD,46035,46035,50570
Day,SD,46037,46037,46679
Deuel,SD,46039,46039,65437
Dewey,SD,46041,46041,47475
Douglas,SD,46043,46043,58684
Edmunds,SD,46045,46045,71324
Fall River,SD,46047,46047,50588
Faulk,SD,46049,46049,55096
Grant,SD,46051,46051,58158
Gregory,SD,46053,46053,43438
Haakon,SD,46055,46055,42250
Hamlin,SD,46057,46057,67105
Hand,SD,46059,46059,54155
Hanson,SD,46061,46061,64696
Harding,SD,46063,46063,59655
Hughes,SD,46065,46065,64783
Hutchinson,SD,46067,46067,57089
Hyde,SD,46069,46069,57788
Jackson,SD,46071,46071,33295
Jerauld,SD,46073,46073,49632
Jones,SD,46075,46075,46149
Kingsbury,SD,46077,46077,61699
Lake,SD,46079,46079,61846
Lawrence,SD,46081,46081,52641
Lincoln,SD,46083,46083,82473
Lyman,SD,46085,46085,53862
McCook,SD,46087,46087,61507
McPherson,SD,46089,46089,44574
Marshall,SD,46091,46091,63723
Meade,SD,46093,46093,60578
Mellette,SD,46095,46095,30650
Miner,SD,46097,46097,52910
Minnehaha,SD,46099,46099,61772
Moody,SD,46101,46101,61538
Pennington,SD,46103,46103,57039
Perkins,SD,46105,46105,57981
Potter,SD,46107,46107,54583
Roberts,SD,46109,46109,50348
Sanborn,SD,46111,46111,56875
Shannon,SD,46113,46113,31997
Spink,SD,46115,46115,54423
Stanley,SD,46117,46117,71382
Sully,SD,46119,46119,62153
Todd,SD,46121,46121,24331
Tripp,SD,46123,46123,57720
Turner,SD,46125,46125,59242
Union,SD,46127,46127,70378
Walworth,SD,46129,46129,55583
Yankton,SD,46135,46135,58342
Ziebach,SD,46137,46137,37400
Anderson,TN,47001,47001,50392
Bedford,TN,47003,47003,50415
