County,State,FIPS Code,Formatted FIPS,"Estimated percent of all people who were White, between 2015-201"
Holt,MO,29087,29087,96.77
Howard,MO,29089,29089,91.61
Howell,MO,29091,29091,96.21
Iron,MO,29093,29093,95.56
Jackson,MO,29095,29095,66.95
Jasper,MO,29097,29097,90.37
Jefferson,MO,29099,29099,96.06
Johnson,MO,29101,29101,88.96
Knox,MO,29103,29103,96.38
Laclede,MO,29105,29105,94.99
Lafayette,MO,29107,29107,93.81
Lawrence,MO,29109,29109,94.82
Lewis,MO,29111,29111,92.97
Lincoln,MO,29113,29113,94.89
Linn,MO,29115,29115,96.91
Livingston,MO,29117,29117,93.52
McDonald,MO,29119,29119,87.06
Macon,MO,29121,29121,94.39
Madison,MO,29123,29123,96.87
Maries,MO,29125,29125,96.71
Marion,MO,29127,29127,91.56
Mercer,MO,29129,29129,97.37
Miller,MO,29131,29131,96.71
Mississippi,MO,29133,29133,73.03
Moniteau,MO,29135,29135,95.99
Monroe,MO,29137,29137,94.52
Montgomery,MO,29139,29139,94.83
Morgan,MO,29141,29141,95.94
New Madrid,MO,29143,29143,81.51
Newton,MO,29145,29145,90.34
Nodaway,MO,29147,29147,93.68
Oregon,MO,29149,29149,95.4
Osage,MO,29151,29151,99.13
Ozark,MO,29153,29153,95.99
Pemiscot,MO,29155,29155,69.54
Perry,MO,29157,29157,97.09
Pettis,MO,29159,29159,91.38
Phelps,MO,29161,29161,90.5
Pike,MO,29163,29163,88.98
Platte,MO,29165,29165,85.32
Polk,MO,29167,29167,95.59
Pulaski,MO,29169,29169,75.67
Putnam,MO,29171,29171,96.44
Ralls,MO,29173,29173,96.35
Randolph,MO,29175,29175,89.99
Ray,MO,29177,29177,95.84
Reynolds,MO,29179,29179,94.42
Ripley,MO,29181,29181,96.5
St. Charles,MO,29183,29183,89.6
St. Clair,MO,29185,29185,95.57
Ste. Genevieve,MO,29186,29186,96.69
St. Francois,MO,29187,29187,92.86
St. Louis,MO,29189,29189,67.94
Saline,MO,29195,29195,86.4
Schuyler,MO,29197,29197,97.01
Scotland,MO,29199,29199,99.27
Scott,MO,29201,29201,85.25
Shannon,MO,29203,29203,95.68
Shelby,MO,29205,29205,95.88
Stoddard,MO,29207,29207,96.93
Stone,MO,29209,29209,96.27
Sullivan,MO,29211,29211,90.57
Taney,MO,29213,29213,91.66
Texas,MO,29215,29215,92.83
Vernon,MO,29217,29217,95.58
Warren,MO,29219,29219,92.74
Washington,MO,29221,29221,95.26
Wayne,MO,29223,29223,96.6
Webster,MO,29225,29225,95.51
Worth,MO,29227,29227,97.78
Wright,MO,29229,29229,96.65
St. Louis City,MO,29510,29510,46.53
Beaverhead,MT,30001,30001,94.76
Big Horn,MT,30003,30003,29.95
Blaine,MT,30005,30005,45.04
Broadwater,MT,30007,30007,96.48
Carbon,MT,30009,30009,96.63
Carter,MT,30011,30011,96.92
Cascade,MT,30013,30013,87.69
Chouteau,MT,30015,30015,77.74
Custer,MT,30017,30017,93.7
Daniels,MT,30019,30019,95.66
Dawson,MT,30021,30021,94.51
Deer Lodge,MT,30023,30023,92.89
Fallon,MT,30025,30025,95.34
Fergus,MT,30027,30027,94.48
Flathead,MT,30029,30029,94.08
Gallatin,MT,30031,30031,93.83
Garfield,MT,30033,30033,99.32
Glacier,MT,30035,30035,31.9
Golden Valley,MT,30037,30037,94.51
Granite,MT,30039,30039,96.29
Hill,MT,30041,30041,70.24
Jefferson,MT,30043,30043,94.15
Judith Basin,MT,30045,30045,94.98
Lake,MT,30047,30047,66.98
Lewis and Clark,MT,30049,30049,93.75
Liberty,MT,30051,30051,99.53
Lincoln,MT,30053,30053,94.75
McCone,MT,30055,30055,92.35
Madison,MT,30057,30057,95.03
Meagher,MT,30059,30059,92.64
Mineral,MT,30061,30061,92.73
Missoula,MT,30063,30063,91.57
Musselshell,MT,30065,30065,94.08
Park,MT,30067,30067,95.59
Petroleum,MT,30069,30069,94.48
Phillips,MT,30071,30071,84.42
Pondera,MT,30073,30073,81.43
Powder River,MT,30075,30075,94.28
Powell,MT,30077,30077,90.27
Prairie,MT,30079,30079,97.76
Ravalli,MT,30081,30081,95.82
Richland,MT,30083,30083,93.27
Roosevelt,MT,30085,30085,36.05
Rosebud,MT,30087,30087,57.01
Sanders,MT,30089,30089,92.48
Sheridan,MT,30091,30091,94.52
Silver Bow,MT,30093,30093,94.35
Stillwater,MT,30095,30095,95.87
Sweet Grass,MT,30097,30097,96.29
Teton,MT,30099,30099,94.41
Toole,MT,30101,30101,89.45
Treasure,MT,30103,30103,94.61
Valley,MT,30105,30105,86.05
Wheatland,MT,30107,30107,94.49
Wibaux,MT,30109,30109,98.13
Yellowstone,MT,30111,30111,90.21
Adams,NE,31001,31001,93.01
Antelope,NE,31003,31003,97.27
Arthur,NE,31005,31005,96.25
Banner,NE,31007,31007,95.98
Blaine,NE,31009,31009,100
Boone,NE,31011,31011,98.41
Box Butte,NE,31013,31013,92.47
Boyd,NE,31015,31015,95.77
Brown,NE,31017,31017,97.35
Buffalo,NE,31019,31019,91.75
Burt,NE,31021,31021,94.93
Butler,NE,31023,31023,96.39
Cass,NE,31025,31025,95.88
Cedar,NE,31027,31027,97.42
Chase,NE,31029,31029,99.34
Cherry,NE,31031,31031,89.43
Cheyenne,NE,31033,31033,94.88
Clay,NE,31035,31035,96.65
Colfax,NE,31037,31037,88.78
Cuming,NE,31039,31039,94.19
Custer,NE,31041,31041,96.75
Dakota,NE,31043,31043,68.79
Dawes,NE,31045,31045,90.03
Dawson,NE,31047,31047,87.46
Deuel,NE,31049,31049,95.41
Dixon,NE,31051,31051,93.16
Dodge,NE,31053,31053,94.69
Douglas,NE,31055,31055,79.18
Dundy,NE,31057,31057,99.42
Fillmore,NE,31059,31059,96.88
Franklin,NE,31061,31061,97.69
Frontier,NE,31063,31063,97.31
Furnas,NE,31065,31065,96.67
Gage,NE,31067,31067,96.5
Garden,NE,31069,31069,98.5
Garfield,NE,31071,31071,97.85
Gosper,NE,31073,31073,97.57
Grant,NE,31075,31075,96.95
Greeley,NE,31077,31077,97.48
Hall,NE,31079,31079,83.98
Hamilton,NE,31081,31081,96.1
Harlan,NE,31083,31083,96.31
Hayes,NE,31085,31085,98.32
Hitchcock,NE,31087,31087,99.54
Holt,NE,31089,31089,97.6
Hooker,NE,31091,31091,97.69
Howard,NE,31093,31093,96.56
Jefferson,NE,31095,31095,96.95
Johnson,NE,31097,31097,86.38
Kearney,NE,31099,31099,96.71
Keith,NE,31101,31101,96
Keya Paha,NE,31103,31103,98.55
Kimball,NE,31105,31105,94.22
Knox,NE,31107,31107,86.83
Lancaster,NE,31109,31109,86.1
Lincoln,NE,31111,31111,94.79
Logan,NE,31113,31113,98.71
Loup,NE,31115,31115,99.67
McPherson,NE,31117,31117,98.48
Madison,NE,31119,31119,91.63
Merrick,NE,31121,31121,95.02
Morrill,NE,31123,31123,95.29
Nance,NE,31125,31125,98.87
Nemaha,NE,31127,31127,95.86
Nuckolls,NE,31129,31129,97.24
Otoe,NE,31131,31131,94.06
Pawnee,NE,31133,31133,96.56
Perkins,NE,31135,31135,98.62
Phelps,NE,31137,31137,96.38
Pierce,NE,31139,31139,97.1
Platte,NE,31141,31141,94.85
Polk,NE,31143,31143,97.3
Red Willow,NE,31145,31145,95.7
Richardson,NE,31147,31147,93.73
Rock,NE,31149,31149,96.96
Saline,NE,31151,31151,88.82
Sarpy,NE,31153,31153,87.41
Saunders,NE,31155,31155,97.34
Scotts Bluff,NE,31157,31157,91.6
Seward,NE,31159,31159,96.38
Sheridan,NE,31161,31161,82.62
Sherman,NE,31163,31163,97.79
Sioux,NE,31165,31165,92.7
Stanton,NE,31167,31167,96.74
Thayer,NE,31169,31169,96.7
Thomas,NE,31171,31171,95.04
Thurston,NE,31173,31173,38.34
Valley,NE,31175,31175,97.86
Washington,NE,31177,31177,96.59
Wayne,NE,31179,31179,95.35
Webster,NE,31181,31181,95.42
Wheeler,NE,31183,31183,99.11
York,NE,31185,31185,94.67
Churchill,NV,32001,32001,81.57
Clark,NV,32003,32003,60.16
Douglas,NV,32005,32005,89.14
Elko,NV,32007,32007,85.64
Esmeralda,NV,32009,32009,95.67
Eureka,NV,32011,32011,93.81
Humboldt,NV,32013,32013,86.35
Lander,NV,32015,32015,93.3
Lincoln,NV,32017,32017,88.59
Lyon,NV,32019,32019,85.08
Mineral,NV,32021,32021,68.16
Nye,NV,32023,32023,83.05
Pershing,NV,32027,32027,80.2
Storey,NV,32029,32029,87.61
Washoe,NV,32031,32031,77.56
White Pine,NV,32033,32033,85.1
Carson City,NV,32510,32510,82
Belknap,NH,33001,33001,96.35
Carroll,NH,33003,33003,97.16
Cheshire,NH,33005,33005,95.15
Coos,NH,33007,33007,93.95
Grafton,NH,33009,33009,92.24
Hillsborough,NH,33011,33011,89.43
Merrimack,NH,33013,33013,94.06
Rockingham,NH,33015,33015,94.72
Strafford,NH,33017,33017,92.62
Sullivan,NH,33019,33019,96.3
Atlantic,NJ,34001,34001,65.76
Bergen,NJ,34003,34003,71.6
Burlington,NJ,34005,34005,72.02
Camden,NJ,34007,34007,63.58
Cape May,NJ,34009,34009,91.42
Cumberland,NJ,34011,34011,68.07
Essex,NJ,34013,34013,42.94
Gloucester,NJ,34015,34015,81.44
Hudson,NJ,34017,34017,54.76
Hunterdon,NJ,34019,34019,90.55
Mercer,NJ,34021,34021,62.93
Middlesex,NJ,34023,34023,57.9
Monmouth,NJ,34025,34025,82.39
Morris,NJ,34027,34027,81.53
Ocean,NJ,34029,34029,90.91
Passaic,NJ,34031,34031,63.96
Salem,NJ,34033,34033,80.04
Somerset,NJ,34035,34035,66.28
Sussex,NJ,34037,34037,92.8
Union,NJ,34039,34039,54.91
Warren,NJ,34041,34041,88.5
Bernalillo,NM,35001,35001,74.25
Catron,NM,35003,35003,97.87
Chaves,NM,35005,35005,87.56
Cibola,NM,35006,35006,48.09
Colfax,NM,35007,35007,85.42
Curry,NM,35009,35009,66.4
De Baca,NM,35011,35011,66.86
Doña Ana,NM,35013,35013,87.15
Eddy,NM,35015,35015,90.1
Grant,NM,35017,35017,92.63
Guadalupe,NM,35019,35019,77.99
Harding,NM,35021,35021,82.31
Hidalgo,NM,35023,35023,93.81
Lea,NM,35025,35025,88.39
Lincoln,NM,35027,35027,96.82
Los Alamos,NM,35028,35028,85.52
Luna,NM,35029,35029,92.31
McKinley,NM,35031,35031,14.39
Mora,NM,35033,35033,65.94
Otero,NM,35035,35035,79.09
Quay,NM,35037,35037,88.55
Rio Arriba,NM,35039,35039,53.05
Roosevelt,NM,35041,35041,75.47
Sandoval,NM,35043,35043,72.08
San Juan,NM,35045,35045,52.29
San Miguel,NM,35047,35047,60.86
Santa Fe,NM,35049,35049,83.79
Sierra,NM,35051,35051,89.81
Socorro,NM,35053,35053,79.72
Taos,NM,35055,35055,84.43
Torrance,NM,35057,35057,91
Union,NM,35059,35059,86.69
Valencia,NM,35061,35061,83.02
Albany,NY,36001,36001,75.33
Allegany,NY,36003,36003,95.45
Bronx,NY,36005,36005,21.99
Broome,NY,36007,36007,85.46
Cattaraugus,NY,36009,36009,91.88
Cayuga,NY,36011,36011,91.77
Chautauqua,NY,36013,36013,92.23
Chemung,NY,36015,36015,88.07
Chenango,NY,36017,36017,96.09
Clinton,NY,36019,36019,90.88
Columbia,NY,36021,36021,88.99
Cortland,NY,36023,36023,94.65
Delaware,NY,36025,36025,94.74
Dutchess,NY,36027,36027,78.21
Erie,NY,36029,36029,77.82
Essex,NY,36031,36031,92.87
Franklin,NY,36033,36033,82.66
Fulton,NY,36035,36035,94.4
Genesee,NY,36037,36037,91.93
Greene,NY,36039,36039,89.59
Hamilton,NY,36041,36041,97.32
Herkimer,NY,36043,36043,95.66
Jefferson,NY,36045,36045,86.36
Kings,NY,36047,36047,43.72
Lewis,NY,36049,36049,96.81
Livingston,NY,36051,36051,92.65
Madison,NY,36053,36053,94.6
Monroe,NY,36055,36055,75.96
Montgomery,NY,36057,36057,87.16
Nassau,NY,36059,36059,68.03
New York,NY,36061,36061,56.5
Niagara,NY,36063,36063,87.21
Oneida,NY,36065,36065,85.33
Onondaga,NY,36067,36067,79.57
Ontario,NY,36069,36069,92.57
Orange,NY,36071,36071,74.11
Orleans,NY,36073,36073,88.85
Oswego,NY,36075,36075,95.58
Otsego,NY,36077,36077,93.44
Putnam,NY,36079,36079,86.9
Queens,NY,36081,36081,38.26
Rensselaer,NY,36083,36083,86.06
Richmond,NY,36085,36085,74.13
Rockland,NY,36087,36087,70.66
St. Lawrence,NY,36089,36089,92.84
Saratoga,NY,36091,36091,92.69
Schenectady,NY,36093,36093,76.28
Schoharie,NY,36095,36095,95.42
Schuyler,NY,36097,36097,96.48
Seneca,NY,36099,36099,91.17
Steuben,NY,36101,36101,94.67
Suffolk,NY,36103,36103,80.65
Sullivan,NY,36105,36105,79.81
Tioga,NY,36107,36107,96.27
Tompkins,NY,36109,36109,80.24
Ulster,NY,36111,36111,84.52
Warren,NY,36113,36113,95.61
Washington,NY,36115,36115,93.62
Wayne,NY,36117,36117,92.93
Westchester,NY,36119,36119,64.29
Wyoming,NY,36121,36121,91.51
Yates,NY,36123,36123,96.45
Alamance,NC,37001,37001,69.77
Alexander,NC,37003,37003,87.66
Alleghany,NC,37005,37005,95.39
Anson,NC,37007,37007,47.76
Ashe,NC,37009,37009,95.4
Avery,NC,37011,37011,92.02
Beaufort,NC,37013,37013,72.02
Bertie,NC,37015,37015,35.24
Bladen,NC,37017,37017,57.65
Brunswick,NC,37019,37019,84.19
Buncombe,NC,37021,37021,88.85
Burke,NC,37023,37023,84.35
Cabarrus,NC,37025,37025,70.54
Caldwell,NC,37027,37027,88.91
Camden,NC,37029,37029,82.63
Carteret,NC,37031,37031,89.9
Caswell,NC,37033,37033,63.07
Catawba,NC,37035,37035,79.08
Chatham,NC,37037,37037,80.91
Cherokee,NC,37039,37039,93.3
Chowan,NC,37041,37041,61.11
Clay,NC,37043,37043,96.66
Cleveland,NC,37045,37045,74.6
Columbus,NC,37047,37047,62.03
Craven,NC,37049,37049,70.38
Cumberland,NC,37051,37051,49.99
Currituck,NC,37053,37053,90.36
Dare,NC,37055,37055,92.74
Davidson,NC,37057,37057,85.76
Davie,NC,37059,37059,89.34
Duplin,NC,37061,37061,71.24
Durham,NC,37063,37063,51.92
Edgecombe,NC,37065,37065,39.36
Forsyth,NC,37067,37067,66.08
Franklin,NC,37069,37069,67.33
Gaston,NC,37071,37071,77.05
Gates,NC,37073,37073,63.34
Graham,NC,37075,37075,87.39
Granville,NC,37077,37077,61.04
Greene,NC,37079,37079,59.52
Guilford,NC,37081,37081,55.21
Halifax,NC,37083,37083,40.48
Harnett,NC,37085,37085,67.1
Haywood,NC,37087,37087,95.51
Henderson,NC,37089,37089,91.21
Hertford,NC,37091,37091,35.07
Hoke,NC,37093,37093,44.36
Hyde,NC,37095,37095,66.53
Iredell,NC,37097,37097,81.24
Jackson,NC,37099,37099,83.12
Johnston,NC,37101,37101,77.21
Jones,NC,37103,37103,65.7
Lee,NC,37105,37105,73.73
Lenoir,NC,37107,37107,54.98
Lincoln,NC,37109,37109,89.4
McDowell,NC,37111,37111,91.62
Macon,NC,37113,37113,93.46
Madison,NC,37115,37115,95.37
Martin,NC,37117,37117,54.53
Mecklenburg,NC,37119,37119,53.79
Mitchell,NC,37121,37121,96.47
Montgomery,NC,37123,37123,75.63
Moore,NC,37125,37125,82.2
Nash,NC,37127,37127,52.08
New Hanover,NC,37129,37129,81.1
Northampton,NC,37131,37131,39.61
Onslow,NC,37133,37133,74.72
Orange,NC,37135,37135,75.39
Pamlico,NC,37137,37137,76.09
Pasquotank,NC,37139,37139,58.43
Pender,NC,37141,37141,77.73
Perquimans,NC,37143,37143,73.75
Person,NC,37145,37145,67.59
Pitt,NC,37147,37147,57.21
Polk,NC,37149,37149,90.27
Randolph,NC,37151,37151,83.83
Richmond,NC,37153,37153,61.75
Robeson,NC,37155,37155,27.98
Rockingham,NC,37157,37157,75.43
Rowan,NC,37159,37159,76.69
Rutherford,NC,37161,37161,86.77
Sampson,NC,37163,37163,62.78
Scotland,NC,37165,37165,43.67
Stanly,NC,37167,37167,83.62
Stokes,NC,37169,37169,93.03
Surry,NC,37171,37171,90.81
Swain,NC,37173,37173,64.14
Transylvania,NC,37175,37175,91.59
Tyrrell,NC,37177,37177,55.38
Union,NC,37179,37179,81.26
Vance,NC,37181,37181,42.63
Wake,NC,37183,37183,65.36
Warren,NC,37185,37185,39.7
Washington,NC,37187,37187,45.71
Watauga,NC,37189,37189,93.84
Wayne,NC,37191,37191,63.69
Wilkes,NC,37193,37193,91.06
Wilson,NC,37195,37195,50.74
Yadkin,NC,37197,37197,92.12
Yancey,NC,37199,37199,96.19
Adams,ND,38001,38001,93.99
Barnes,ND,38003,38003,93.84
Benson,ND,38005,38005,40.64
Billings,ND,38007,38007,97.07
Bottineau,ND,38009,38009,93.02
Bowman,ND,38011,38011,96.12
Burke,ND,38013,38013,96.2
Burleigh,ND,38015,38015,90.65
Cass,ND,38017,38017,87.02
Cavalier,ND,38019,38019,94.9
Dickey,ND,38021,38021,96.58
Divide,ND,38023,38023,92.93
Dunn,ND,38025,38025,84.89
Eddy,ND,38027,38027,91.13
Emmons,ND,38029,38029,96.13
Foster,ND,38031,38031,95.92
Golden Valley,ND,38033,38033,92.74
Grand Forks,ND,38035,38035,86.07
Grant,ND,38037,38037,96.52
Griggs,ND,38039,38039,95.31
Hettinger,ND,38041,38041,91.99
Kidder,ND,38043,38043,96.07
LaMoure,ND,38045,38045,96.51
Logan,ND,38047,38047,97.92
McHenry,ND,38049,38049,96.97
McIntosh,ND,38051,38051,95.96
McKenzie,ND,38053,38053,83.34
McLean,ND,38055,38055,89.94
Mercer,ND,38057,38057,92.99
Morton,ND,38059,38059,91.19
Mountrail,ND,38061,38061,64.41
Nelson,ND,38063,38063,96.54
Oliver,ND,38065,38065,90.72
Pembina,ND,38067,38067,94.3
Pierce,ND,38069,38069,93.77
Ramsey,ND,38071,38071,84.3
Ransom,ND,38073,38073,95.35
Renville,ND,38075,38075,96.81
Richland,ND,38077,38077,93.02
Rolette,ND,38079,38079,18.19
Sargent,ND,38081,38081,94.19
Sheridan,ND,38083,38083,98.86
Sioux,ND,38085,38085,13.29
Slope,ND,38087,38087,96.36
Stark,ND,38089,38089,91.22
Steele,ND,38091,38091,97.94
Stutsman,ND,38093,38093,92.91
Towner,ND,38095,38095,92.27
Traill,ND,38097,38097,93.26
Walsh,ND,38099,38099,94.22
Ward,ND,38101,38101,86.58
Wells,ND,38103,38103,97.89
Williams,ND,38105,38105,81.74
Adams,OH,39001,39001,98.84
Allen,OH,39003,39003,82.54
Ashland,OH,39005,39005,96.73
Ashtabula,OH,39007,39007,92.82
Athens,OH,39009,39009,91.06
Auglaize,OH,39011,39011,96.53
Belmont,OH,39013,39013,93.16
Brown,OH,39015,39015,97
Butler,OH,39017,39017,84.39
Carroll,OH,39019,39019,99.25
Champaign,OH,39021,39021,94.51
Clark,OH,39023,39023,86.84
Clermont,OH,39025,39025,95.14
Clinton,OH,39027,39027,94.29
Columbiana,OH,39029,39029,94.69
Coshocton,OH,39031,39031,96.86
Crawford,OH,39033,39033,96.58
Cuyahoga,OH,39035,39035,62.41
Darke,OH,39037,39037,97.27
Defiance,OH,39039,39039,90.69
Delaware,OH,39041,39041,87.01
Erie,OH,39043,39043,85.49
Fairfield,OH,39045,39045,87.13
Fayette,OH,39047,39047,93.65
Franklin,OH,39049,39049,66.27
Fulton,OH,39051,39051,93.03
Gallia,OH,39053,39053,93.79
Geauga,OH,39055,39055,96.72
Greene,OH,39057,39057,85.81
Guernsey,OH,39059,39059,94.97
Hamilton,OH,39061,39061,67.39
Hancock,OH,39063,39063,92.06
Hardin,OH,39065,39065,96.01
Harrison,OH,39067,39067,95.22
Henry,OH,39069,39069,93.54
Highland,OH,39071,39071,95.73
Hocking,OH,39073,39073,97.02
Holmes,OH,39075,39075,98.45
Huron,OH,39077,39077,95.64
Jackson,OH,39079,39079,96.77
Jefferson,OH,39081,39081,91.26
Knox,OH,39083,39083,96.44
Lake,OH,39085,39085,91.02
Lawrence,OH,39087,39087,95.47
Licking,OH,39089,39089,91.42
Logan,OH,39091,39091,94.58
Lorain,OH,39093,39093,85.02
Lucas,OH,39095,39095,72.09
Madison,OH,39097,39097,90.22
Mahoning,OH,39099,39099,79.67
Marion,OH,39101,39101,89.6
Medina,OH,39103,39103,95.34
Meigs,OH,39105,39105,97.14
Mercer,OH,39107,39107,97
Miami,OH,39109,39109,93.69
Monroe,OH,39111,39111,98.22
Montgomery,OH,39113,39113,72.67
Morgan,OH,39115,39115,92.47
Morrow,OH,39117,39117,96.44
Muskingum,OH,39119,39119,91.77
Noble,OH,39121,39121,92.64
Ottawa,OH,39123,39123,95.38
Paulding,OH,39125,39125,95.44
Perry,OH,39127,39127,97.19
Pickaway,OH,39129,39129,93.23
Pike,OH,39131,39131,95.51
Portage,OH,39133,39133,90.64
Preble,OH,39135,39135,96.9
Putnam,OH,39137,39137,94.29
Richland,OH,39139,39139,86.69
Ross,OH,39141,39141,90.37
Sandusky,OH,39143,39143,91.2
Scioto,OH,39145,39145,94.09
Seneca,OH,39147,39147,93.74
Shelby,OH,39149,39149,94.11
Stark,OH,39151,39151,87.74
Summit,OH,39153,39153,78.55
Trumbull,OH,39155,39155,88.53
Tuscarawas,OH,39157,39157,96.6
Union,OH,39159,39159,91.01
Van Wert,OH,39161,39161,96.31
Vinton,OH,39163,39163,97.19
Warren,OH,39165,39165,88.38
Washington,OH,39167,39167,95.82
Wayne,OH,39169,39169,94.5
Williams,OH,39171,39171,94.92
Wood,OH,39173,39173,91.89
Wyandot,OH,39175,39175,97.15
Adair,OK,40001,40001,42.12
Alfalfa,OK,40003,40003,85.27
Atoka,OK,40005,40005,72.7
Beaver,OK,40007,40007,80.62
Beckham,OK,40009,40009,84.5
Blaine,OK,40011,40011,79.61
Bryan,OK,40013,40013,73.94
Caddo,OK,40015,40015,63.67
Canadian,OK,40017,40017,81.04
Carter,OK,40019,40019,74.63
Cherokee,OK,40021,40021,50.91
Choctaw,OK,40023,40023,62.81
Cimarron,OK,40025,40025,98.16
Cleveland,OK,40027,40027,77.68
Coal,OK,40029,40029,70.04
Comanche,OK,40031,40031,62.59
Cotton,OK,40033,40033,80.15
Craig,OK,40035,40035,65.5
Creek,OK,40037,40037,79.14
Custer,OK,40039,40039,80.24
Delaware,OK,40041,40041,65.3
Dewey,OK,40043,40043,89.09
Ellis,OK,40045,40045,91.96
Garfield,OK,40047,40047,81.95
Garvin,OK,40049,40049,83.2
Grady,OK,40051,40051,85.83
Grant,OK,40053,40053,90.47
Greer,OK,40055,40055,78.71
Harmon,OK,40057,40057,64.83
Harper,OK,40059,40059,92.37
Haskell,OK,40061,40061,72.35
Hughes,OK,40063,40063,67.01
Jackson,OK,40065,40065,71.84
Jefferson,OK,40067,40067,84.83
Johnston,OK,40069,40069,71.83
Kay,OK,40071,40071,77.87
Kingfisher,OK,40073,40073,85.15
Kiowa,OK,40075,40075,79.65
Latimer,OK,40077,40077,66.35
Le Flore,OK,40079,40079,75.55
Lincoln,OK,40081,40081,84.88
Logan,OK,40083,40083,83
Love,OK,40085,40085,83.49
McClain,OK,40087,40087,84.65
McCurtain,OK,40089,40089,63.67
McIntosh,OK,40091,40091,69.8
Major,OK,40093,40093,89.25
Marshall,OK,40095,40095,70.23
Mayes,OK,40097,40097,66.52
Murray,OK,40099,40099,75.88
Muskogee,OK,40101,40101,57.83
Noble,OK,40103,40103,82.86
Nowata,OK,40105,40105,67.88
Okfuskee,OK,40107,40107,63.45
Oklahoma,OK,40109,40109,68.47
Okmulgee,OK,40111,40111,64.71
Osage,OK,40113,40113,64.77
Ottawa,OK,40115,40115,67.55
Pawnee,OK,40117,40117,78.55
Payne,OK,40119,40119,80.6
Pittsburg,OK,40121,40121,72.91
Pontotoc,OK,40123,40123,68.74
Pottawatomie,OK,40125,40125,75.88
Pushmataha,OK,40127,40127,73.42
Roger Mills,OK,40129,40129,88.14
Rogers,OK,40131,40131,74.65
Seminole,OK,40133,40133,68.03
Sequoyah,OK,40135,40135,64.2
Stephens,OK,40137,40137,82.41
Texas,OK,40139,40139,63.36
Tillman,OK,40141,40141,65.37
Tulsa,OK,40143,40143,70.05
Wagoner,OK,40145,40145,75.33
Washington,OK,40147,40147,76.86
Washita,OK,40149,40149,89.37
Woods,OK,40151,40151,88.52
Woodward,OK,40153,40153,89.45
Baker,OR,41001,41001,92.66
Benton,OR,41003,41003,84.71
Clackamas,OR,41005,41005,87.51
Clatsop,OR,41007,41007,91.89
Columbia,OR,41009,41009,92.69
Coos,OR,41011,41011,88.43
Crook,OR,41013,41013,93.04
Curry,OR,41015,41015,90.87
Deschutes,OR,41017,41017,93.22
Douglas,OR,41019,41019,92.39
Gilliam,OR,41021,41021,91.85
Grant,OR,41023,41023,94.74
Harney,OR,41025,41025,91.56
Hood River,OR,41027,41027,89.1
Jackson,OR,41029,41029,91.31
Jefferson,OR,41031,41031,70.8
Josephine,OR,41033,41033,92.36
Klamath,OR,41035,41035,87.03
Lake,OR,41037,41037,91.78
Lane,OR,41039,41039,86.54
Lincoln,OR,41041,41041,88.23
Linn,OR,41043,41043,89.59
Malheur,OR,41045,41045,89.74
Marion,OR,41047,41047,81.26
Morrow,OR,41049,41049,89.63
Multnomah,OR,41051,41051,77.94
Polk,OR,41053,41053,88.1
Sherman,OR,41055,41055,91.6
Tillamook,OR,41057,41057,93.07
Umatilla,OR,41059,41059,85.76
Union,OR,41061,41061,91.73
Wallowa,OR,41063,41063,94.9
Wasco,OR,41065,41065,88.13
Washington,OR,41067,41067,75.86
Wheeler,OR,41069,41069,93.22
Yamhill,OR,41071,41071,87.54
Adams,PA,42001,42001,92.75
Allegheny,PA,42003,42003,79.9
Armstrong,PA,42005,42005,97.66
Beaver,PA,42007,42007,90.35
Bedford,PA,42009,42009,97.6
Berks,PA,42011,42011,82.41
Blair,PA,42013,42013,95.46
Bradford,PA,42015,42015,96.67
Bucks,PA,42017,42017,87.57
Butler,PA,42019,42019,95.83
Cambria,PA,42021,42021,93.53
Cameron,PA,42023,42023,96.49
Carbon,PA,42025,42025,95.69
Centre,PA,42027,42027,87.58
Chester,PA,42029,42029,84.77
Clarion,PA,42031,42031,96.41
Clearfield,PA,42033,42033,94.66
Clinton,PA,42035,42035,96.23
Columbia,PA,42037,42037,95.13
Crawford,PA,42039,42039,95.48
Cumberland,PA,42041,42041,87.73
Dauphin,PA,42043,42043,70.12
Delaware,PA,42045,42045,68.75
Elk,PA,42047,42047,97.77
Erie,PA,42049,42049,86.47
Fayette,PA,42051,42051,92.49
Forest,PA,42053,42053,69.67
Franklin,PA,42055,42055,92.42
Fulton,PA,42057,42057,96.57
Greene,PA,42059,42059,94.03
Huntingdon,PA,42061,42061,91.51
Indiana,PA,42063,42063,94.69
Jefferson,PA,42065,42065,97.85
Juniata,PA,42067,42067,96.99
Lackawanna,PA,42069,42069,91.09
Lancaster,PA,42071,42071,88.45
Lawrence,PA,42073,42073,93.07
Lebanon,PA,42075,42075,86.6
Lehigh,PA,42077,42077,79.32
Luzerne,PA,42079,42079,87.61
Lycoming,PA,42081,42081,92.06
McKean,PA,42083,42083,94.52
Mercer,PA,42085,42085,91.27
Mifflin,PA,42087,42087,96.89
Monroe,PA,42089,42089,76.32
Montgomery,PA,42091,42091,79.07
Montour,PA,42093,42093,93.9
Northampton,PA,42095,42095,85.55
Northumberland,PA,42097,42097,94.6
Perry,PA,42099,42099,96.86
Philadelphia,PA,42101,42101,40.66
Pike,PA,42103,42103,88.5
Potter,PA,42105,42105,97.26
Schuylkill,PA,42107,42107,93.67
Snyder,PA,42109,42109,96.39
