County,State,FIPS Code,Formatted FIPS,"Estimated percent of all households that own a home, between 201"
Jefferson,MO,29099,29099,79.37
Johnson,MO,29101,29101,60.98
Knox,MO,29103,29103,82.62
Laclede,MO,29105,29105,69.49
Lafayette,MO,29107,29107,70.79
Lawrence,MO,29109,29109,71.79
Lewis,MO,29111,29111,76.12
Lincoln,MO,29113,29113,78.49
Linn,MO,29115,29115,72.88
Livingston,MO,29117,29117,66.61
McDonald,MO,29119,29119,68.6
Macon,MO,29121,29121,74.63
Madison,MO,29123,29123,71.81
Maries,MO,29125,29125,74.88
Marion,MO,29127,29127,65.4
Mercer,MO,29129,29129,78.6
Miller,MO,29131,29131,74.24
Mississippi,MO,29133,29133,59.71
Moniteau,MO,29135,29135,77.02
Monroe,MO,29137,29137,74.53
Montgomery,MO,29139,29139,70
Morgan,MO,29141,29141,80.73
New Madrid,MO,29143,29143,63.45
Newton,MO,29145,29145,71.51
Nodaway,MO,29147,29147,57.82
Oregon,MO,29149,29149,73.83
Osage,MO,29151,29151,84.55
Ozark,MO,29153,29153,77.59
Pemiscot,MO,29155,29155,54.15
Perry,MO,29157,29157,75
Pettis,MO,29159,29159,68.79
Phelps,MO,29161,29161,59.65
Pike,MO,29163,29163,71.68
Platte,MO,29165,29165,65.91
Polk,MO,29167,29167,69
Pulaski,MO,29169,29169,49.31
Putnam,MO,29171,29171,77.18
Ralls,MO,29173,29173,83.25
Randolph,MO,29175,29175,71.5
Ray,MO,29177,29177,78.54
Reynolds,MO,29179,29179,78.7
Ripley,MO,29181,29181,78.99
St. Charles,MO,29183,29183,80.63
St. Clair,MO,29185,29185,78.28
Ste. Genevieve,MO,29186,29186,80.09
St. Francois,MO,29187,29187,68.45
St. Louis,MO,29189,29189,68.56
Saline,MO,29195,29195,69.56
Schuyler,MO,29197,29197,69.29
Scotland,MO,29199,29199,77.55
Scott,MO,29201,29201,66.66
Shannon,MO,29203,29203,73.37
Shelby,MO,29205,29205,73.85
Stoddard,MO,29207,29207,68.04
Stone,MO,29209,29209,81.74
Sullivan,MO,29211,29211,74.48
Taney,MO,29213,29213,61.69
Texas,MO,29215,29215,72.36
Vernon,MO,29217,29217,71.69
Warren,MO,29219,29219,78.87
Washington,MO,29221,29221,79.45
Wayne,MO,29223,29223,73.5
Webster,MO,29225,29225,75.01
Worth,MO,29227,29227,76.37
Wright,MO,29229,29229,69.96
St. Louis City,MO,29510,29510,43.66
Beaverhead,MT,30001,30001,67.76
Big Horn,MT,30003,30003,63.4
Blaine,MT,30005,30005,58.03
Broadwater,MT,30007,30007,82.53
Carbon,MT,30009,30009,76.39
Carter,MT,30011,30011,71.97
Cascade,MT,30013,30013,64.37
Chouteau,MT,30015,30015,63.76
Custer,MT,30017,30017,68.75
Daniels,MT,30019,30019,78.41
Dawson,MT,30021,30021,68.27
Deer Lodge,MT,30023,30023,67.77
Fallon,MT,30025,30025,72.04
Fergus,MT,30027,30027,72.84
Flathead,MT,30029,30029,74.12
Gallatin,MT,30031,30031,61.18
Garfield,MT,30033,30033,73.06
Glacier,MT,30035,30035,58.78
Golden Valley,MT,30037,30037,76.92
Granite,MT,30039,30039,79.13
Hill,MT,30041,30041,61.85
Jefferson,MT,30043,30043,84.32
Judith Basin,MT,30045,30045,75.72
Lake,MT,30047,30047,71.98
Lewis and Clark,MT,30049,30049,69.45
Liberty,MT,30051,30051,63.02
Lincoln,MT,30053,30053,80.34
McCone,MT,30055,30055,80.77
Madison,MT,30057,30057,76.97
Meagher,MT,30059,30059,72.51
Mineral,MT,30061,30061,73.96
Missoula,MT,30063,30063,58.89
Musselshell,MT,30065,30065,71.99
Park,MT,30067,30067,68.53
Petroleum,MT,30069,30069,74.51
Phillips,MT,30071,30071,77.08
Pondera,MT,30073,30073,74.61
Powder River,MT,30075,30075,74.63
Powell,MT,30077,30077,67.07
Prairie,MT,30079,30079,83.98
Ravalli,MT,30081,30081,76.29
Richland,MT,30083,30083,65.98
Roosevelt,MT,30085,30085,62.89
Rosebud,MT,30087,30087,69.17
Sanders,MT,30089,30089,77.56
Sheridan,MT,30091,30091,78.77
Silver Bow,MT,30093,30093,68.9
Stillwater,MT,30095,30095,80.72
Sweet Grass,MT,30097,30097,72.35
Teton,MT,30099,30099,69.89
Toole,MT,30101,30101,59.4
Treasure,MT,30103,30103,68.09
Valley,MT,30105,30105,74.9
Wheatland,MT,30107,30107,74.75
Wibaux,MT,30109,30109,79.72
Yellowstone,MT,30111,30111,68.4
Adams,NE,31001,31001,66.46
Antelope,NE,31003,31003,75.53
Arthur,NE,31005,31005,66.5
Banner,NE,31007,31007,69.61
Blaine,NE,31009,31009,73.71
Boone,NE,31011,31011,76.16
Box Butte,NE,31013,31013,68.61
Boyd,NE,31015,31015,81.53
Brown,NE,31017,31017,75.41
Buffalo,NE,31019,31019,64.99
Burt,NE,31021,31021,76.58
Butler,NE,31023,31023,77.88
Cass,NE,31025,31025,81.69
Cedar,NE,31027,31027,80.55
Chase,NE,31029,31029,75.64
Cherry,NE,31031,31031,61.25
Cheyenne,NE,31033,31033,66.62
Clay,NE,31035,31035,79.76
Colfax,NE,31037,31037,72.34
Cuming,NE,31039,31039,69.71
Custer,NE,31041,31041,69.56
Dakota,NE,31043,31043,65.21
Dawes,NE,31045,31045,64.62
Dawson,NE,31047,31047,67.32
Deuel,NE,31049,31049,76.27
Dixon,NE,31051,31051,78.53
Dodge,NE,31053,31053,62.13
Douglas,NE,31055,31055,61.71
Dundy,NE,31057,31057,72.13
Fillmore,NE,31059,31059,77.53
Franklin,NE,31061,31061,80.61
Frontier,NE,31063,31063,70.22
Furnas,NE,31065,31065,74.62
Gage,NE,31067,31067,69.57
Garden,NE,31069,31069,73.73
Garfield,NE,31071,31071,77.83
Gosper,NE,31073,31073,70.49
Grant,NE,31075,31075,70.49
Greeley,NE,31077,31077,80.96
Hall,NE,31079,31079,62.34
Hamilton,NE,31081,31081,77.03
Harlan,NE,31083,31083,79.36
Hayes,NE,31085,31085,75.19
Hitchcock,NE,31087,31087,73.93
Holt,NE,31089,31089,72.16
Hooker,NE,31091,31091,62.58
Howard,NE,31093,31093,76.51
Jefferson,NE,31095,31095,71.23
Johnson,NE,31097,31097,73.41
Kearney,NE,31099,31099,73.14
Keith,NE,31101,31101,68.8
Keya Paha,NE,31103,31103,72.7
Kimball,NE,31105,31105,71.4
Knox,NE,31107,31107,74.15
Lancaster,NE,31109,31109,59.8
Lincoln,NE,31111,31111,66.98
Logan,NE,31113,31113,73.78
Loup,NE,31115,31115,76.53
McPherson,NE,31117,31117,72.77
Madison,NE,31119,31119,65.61
Merrick,NE,31121,31121,74.53
Morrill,NE,31123,31123,71.55
Nance,NE,31125,31125,80.47
Nemaha,NE,31127,31127,72.93
Nuckolls,NE,31129,31129,75.84
Otoe,NE,31131,31131,69.8
Pawnee,NE,31133,31133,83.39
Perkins,NE,31135,31135,77.85
Phelps,NE,31137,31137,71.78
Pierce,NE,31139,31139,75.91
Platte,NE,31141,31141,72.46
Polk,NE,31143,31143,83.09
Red Willow,NE,31145,31145,72.94
Richardson,NE,31147,31147,75.89
Rock,NE,31149,31149,79.78
Saline,NE,31151,31151,70.6
Sarpy,NE,31153,31153,68.94
Saunders,NE,31155,31155,78.07
Scotts Bluff,NE,31157,31157,66.95
Seward,NE,31159,31159,71.73
Sheridan,NE,31161,31161,68.81
Sherman,NE,31163,31163,77.19
Sioux,NE,31165,31165,72.06
Stanton,NE,31167,31167,82.05
Thayer,NE,31169,31169,78.57
Thomas,NE,31171,31171,76.53
Thurston,NE,31173,31173,60.85
Valley,NE,31175,31175,74.26
Washington,NE,31177,31177,78.25
Wayne,NE,31179,31179,64.13
Webster,NE,31181,31181,79.63
Wheeler,NE,31183,31183,67.05
York,NE,31185,31185,71.57
Churchill,NV,32001,32001,65.42
Clark,NV,32003,32003,53.76
Douglas,NV,32005,32005,71.41
Elko,NV,32007,32007,71.24
Esmeralda,NV,32009,32009,58.25
Eureka,NV,32011,32011,73.77
Humboldt,NV,32013,32013,71.42
Lander,NV,32015,32015,73.43
Lincoln,NV,32017,32017,74.83
Lyon,NV,32019,32019,70.72
Mineral,NV,32021,32021,70.61
Nye,NV,32023,32023,70.81
Pershing,NV,32027,32027,66.79
Storey,NV,32029,32029,90.35
Washoe,NV,32031,32031,58.32
White Pine,NV,32033,32033,75.57
Carson City,NV,32510,32510,56.76
Belknap,NH,33001,33001,75.51
Carroll,NH,33003,33003,79.35
Cheshire,NH,33005,33005,69.44
Coos,NH,33007,33007,70.66
Grafton,NH,33009,33009,69.34
Hillsborough,NH,33011,33011,66.05
Merrimack,NH,33013,33013,71.77
Rockingham,NH,33015,33015,77.75
Strafford,NH,33017,33017,66.01
Sullivan,NH,33019,33019,73.3
Atlantic,NJ,34001,34001,67.13
Bergen,NJ,34003,34003,64.79
Burlington,NJ,34005,34005,75.42
Camden,NJ,34007,34007,66.83
Cape May,NJ,34009,34009,77.64
Cumberland,NJ,34011,34011,65.23
Essex,NJ,34013,34013,43.99
Gloucester,NJ,34015,34015,80.12
Hudson,NJ,34017,34017,31.68
Hunterdon,NJ,34019,34019,82.84
Mercer,NJ,34021,34021,63.05
Middlesex,NJ,34023,34023,63.5
Monmouth,NJ,34025,34025,73.75
Morris,NJ,34027,34027,73.95
Ocean,NJ,34029,34029,79.96
Passaic,NJ,34031,34031,52.75
Salem,NJ,34033,34033,71.11
Somerset,NJ,34035,34035,75.79
Sussex,NJ,34037,34037,83.13
Union,NJ,34039,34039,58.57
Warren,NJ,34041,34041,71.69
Bernalillo,NM,35001,35001,62.98
Catron,NM,35003,35003,87.7
Chaves,NM,35005,35005,68.89
Cibola,NM,35006,35006,68.68
Colfax,NM,35007,35007,71.02
Curry,NM,35009,35009,57.02
De Baca,NM,35011,35011,62.65
Doña Ana,NM,35013,35013,63.09
Eddy,NM,35015,35015,69.49
Grant,NM,35017,35017,68.07
Guadalupe,NM,35019,35019,62.64
Harding,NM,35021,35021,65.4
Hidalgo,NM,35023,35023,70.64
Lea,NM,35025,35025,66.8
Lincoln,NM,35027,35027,80.57
Los Alamos,NM,35028,35028,74.11
Luna,NM,35029,35029,60.89
McKinley,NM,35031,35031,70.92
Mora,NM,35033,35033,85.52
Otero,NM,35035,35035,64.2
Quay,NM,35037,35037,61.48
Rio Arriba,NM,35039,35039,76.86
Roosevelt,NM,35041,35041,58.47
Sandoval,NM,35043,35043,78.59
San Juan,NM,35045,35045,71.02
San Miguel,NM,35047,35047,70.34
Santa Fe,NM,35049,35049,70.9
Sierra,NM,35051,35051,73.92
Socorro,NM,35053,35053,73.36
Taos,NM,35055,35055,76.42
Torrance,NM,35057,35057,83.22
Union,NM,35059,35059,64.95
Valencia,NM,35061,35061,81.49
Albany,NY,36001,36001,56.38
Allegany,NY,36003,36003,76.21
Bronx,NY,36005,36005,19.69
Broome,NY,36007,36007,65.17
Cattaraugus,NY,36009,36009,71.68
Cayuga,NY,36011,36011,71.27
Chautauqua,NY,36013,36013,69.25
Chemung,NY,36015,36015,68.31
Chenango,NY,36017,36017,74.47
Clinton,NY,36019,36019,66.48
Columbia,NY,36021,36021,73.71
Cortland,NY,36023,36023,65.64
Delaware,NY,36025,36025,73.86
Dutchess,NY,36027,36027,68.76
Erie,NY,36029,36029,64.58
Essex,NY,36031,36031,75.38
Franklin,NY,36033,36033,71.4
Fulton,NY,36035,36035,70.67
Genesee,NY,36037,36037,72.26
Greene,NY,36039,36039,74.83
Hamilton,NY,36041,36041,86.69
Herkimer,NY,36043,36043,73.61
Jefferson,NY,36045,36045,56.48
Kings,NY,36047,36047,30.11
Lewis,NY,36049,36049,80.82
Livingston,NY,36051,36051,74.68
Madison,NY,36053,36053,77.35
Monroe,NY,36055,36055,63.52
Montgomery,NY,36057,36057,68.44
Nassau,NY,36059,36059,80.67
New York,NY,36061,36061,24.07
Niagara,NY,36063,36063,70.65
Oneida,NY,36065,36065,67.48
Onondaga,NY,36067,36067,64.68
Ontario,NY,36069,36069,73.8
Orange,NY,36071,36071,66.85
Orleans,NY,36073,36073,75.59
Oswego,NY,36075,36075,73.71
Otsego,NY,36077,36077,72.16
Putnam,NY,36079,36079,81.81
Queens,NY,36081,36081,44.77
Rensselaer,NY,36083,36083,62.82
Richmond,NY,36085,36085,69.33
Rockland,NY,36087,36087,68.29
St. Lawrence,NY,36089,36089,72.96
Saratoga,NY,36091,36091,72.2
Schenectady,NY,36093,36093,65.66
Schoharie,NY,36095,36095,75.82
Schuyler,NY,36097,36097,75.16
Seneca,NY,36099,36099,73.89
Steuben,NY,36101,36101,72.74
Suffolk,NY,36103,36103,80.57
Sullivan,NY,36105,36105,68.32
Tioga,NY,36107,36107,76.93
Tompkins,NY,36109,36109,54.91
Ulster,NY,36111,36111,68.26
Warren,NY,36113,36113,70.75
Washington,NY,36115,36115,74.05
Wayne,NY,36117,36117,76.45
Westchester,NY,36119,36119,61.4
Wyoming,NY,36121,36121,76.91
Yates,NY,36123,36123,80.02
Alamance,NC,37001,37001,65.17
Alexander,NC,37003,37003,75.71
Alleghany,NC,37005,37005,76.26
Anson,NC,37007,37007,66.14
Ashe,NC,37009,37009,75.86
Avery,NC,37011,37011,75.26
Beaufort,NC,37013,37013,69.87
Bertie,NC,37015,37015,74.43
Bladen,NC,37017,37017,71.37
Brunswick,NC,37019,37019,80.67
Buncombe,NC,37021,37021,63.4
Burke,NC,37023,37023,73.94
Cabarrus,NC,37025,37025,71.47
Caldwell,NC,37027,37027,72.48
Camden,NC,37029,37029,81.9
Carteret,NC,37031,37031,72.56
Caswell,NC,37033,37033,76.44
Catawba,NC,37035,37035,69.39
Chatham,NC,37037,37037,76.35
Cherokee,NC,37039,37039,79.03
Chowan,NC,37041,37041,66.72
Clay,NC,37043,37043,77.96
Cleveland,NC,37045,37045,67.78
Columbus,NC,37047,37047,72.46
Craven,NC,37049,37049,62.93
Cumberland,NC,37051,37051,50.73
Currituck,NC,37053,37053,81.98
Dare,NC,37055,37055,74.38
Davidson,NC,37057,37057,69.81
Davie,NC,37059,37059,79.76
Duplin,NC,37061,37061,70.37
Durham,NC,37063,37063,54.35
Edgecombe,NC,37065,37065,58.8
Forsyth,NC,37067,37067,61.57
Franklin,NC,37069,37069,73.79
Gaston,NC,37071,37071,65.27
Gates,NC,37073,37073,77.53
Graham,NC,37075,37075,83.02
Granville,NC,37077,37077,72.15
Greene,NC,37079,37079,70.67
Guilford,NC,37081,37081,58.78
Halifax,NC,37083,37083,62.63
Harnett,NC,37085,37085,65.37
Haywood,NC,37087,37087,73.03
Henderson,NC,37089,37089,73.34
Hertford,NC,37091,37091,65.81
Hoke,NC,37093,37093,67.06
Hyde,NC,37095,37095,67.8
Iredell,NC,37097,37097,72.27
Jackson,NC,37099,37099,64.3
Johnston,NC,37101,37101,72.98
Jones,NC,37103,37103,73.33
Lee,NC,37105,37105,66.69
Lenoir,NC,37107,37107,59.35
Lincoln,NC,37109,37109,76.4
McDowell,NC,37111,37111,72.67
Macon,NC,37113,37113,72.89
Madison,NC,37115,37115,74.1
Martin,NC,37117,37117,67.98
Mecklenburg,NC,37119,37119,56.38
Mitchell,NC,37121,37121,78.01
Montgomery,NC,37123,37123,74.8
Moore,NC,37125,37125,75.7
Nash,NC,37127,37127,65.33
New Hanover,NC,37129,37129,58.06
Northampton,NC,37131,37131,68.35
Onslow,NC,37133,37133,53.06
Orange,NC,37135,37135,62.64
Pamlico,NC,37137,37137,77.66
Pasquotank,NC,37139,37139,59.63
Pender,NC,37141,37141,81.21
Perquimans,NC,37143,37143,75.35
Person,NC,37145,37145,76.45
Pitt,NC,37147,37147,52.12
Polk,NC,37149,37149,74.02
Randolph,NC,37151,37151,71.8
Richmond,NC,37153,37153,66.17
Robeson,NC,37155,37155,65.6
Rockingham,NC,37157,37157,69.56
Rowan,NC,37159,37159,69.3
Rutherford,NC,37161,37161,71.54
Sampson,NC,37163,37163,69.3
Scotland,NC,37165,37165,60.49
Stanly,NC,37167,37167,74.38
Stokes,NC,37169,37169,77.56
Surry,NC,37171,37171,73.46
Swain,NC,37173,37173,71.51
Transylvania,NC,37175,37175,76.01
Tyrrell,NC,37177,37177,68.26
Union,NC,37179,37179,81.33
Vance,NC,37181,37181,56.47
Wake,NC,37183,37183,63.9
Warren,NC,37185,37185,73.2
Washington,NC,37187,37187,66.53
Watauga,NC,37189,37189,60.06
Wayne,NC,37191,37191,62.12
Wilkes,NC,37193,37193,75.7
Wilson,NC,37195,37195,59.09
Yadkin,NC,37197,37197,76.25
Yancey,NC,37199,37199,73.33
Adams,ND,38001,38001,73.53
Barnes,ND,38003,38003,69.26
Benson,ND,38005,38005,66.99
Billings,ND,38007,38007,79.11
Bottineau,ND,38009,38009,79.41
Bowman,ND,38011,38011,75.33
Burke,ND,38013,38013,78.9
Burleigh,ND,38015,38015,68.67
Cass,ND,38017,38017,52.13
Cavalier,ND,38019,38019,80.66
Dickey,ND,38021,38021,74.28
Divide,ND,38023,38023,72.38
Dunn,ND,38025,38025,77.01
Eddy,ND,38027,38027,71
Emmons,ND,38029,38029,85.87
Foster,ND,38031,38031,74.21
Golden Valley,ND,38033,38033,69.95
Grand Forks,ND,38035,38035,48.51
Grant,ND,38037,38037,86.69
Griggs,ND,38039,38039,76.12
Hettinger,ND,38041,38041,80.71
Kidder,ND,38043,38043,75.27
LaMoure,ND,38045,38045,76.89
Logan,ND,38047,38047,83.86
McHenry,ND,38049,38049,82.92
McIntosh,ND,38051,38051,73.43
McKenzie,ND,38053,38053,53.97
McLean,ND,38055,38055,81.17
Mercer,ND,38057,38057,82.66
Morton,ND,38059,38059,70.66
Mountrail,ND,38061,38061,68.13
Nelson,ND,38063,38063,72.26
Oliver,ND,38065,38065,88.62
Pembina,ND,38067,38067,77.01
Pierce,ND,38069,38069,73.58
Ramsey,ND,38071,38071,60.29
Ransom,ND,38073,38073,70.94
Renville,ND,38075,38075,82.63
Richland,ND,38077,38077,70.87
Rolette,ND,38079,38079,71.31
Sargent,ND,38081,38081,72.8
Sheridan,ND,38083,38083,79.75
Sioux,ND,38085,38085,43.44
Slope,ND,38087,38087,82.21
Stark,ND,38089,38089,61.06
Steele,ND,38091,38091,84.68
Stutsman,ND,38093,38093,65.58
Towner,ND,38095,38095,73.06
Traill,ND,38097,38097,71.48
Walsh,ND,38099,38099,76.38
Ward,ND,38101,38101,59.5
Wells,ND,38103,38103,78.69
Williams,ND,38105,38105,52.6
Adams,OH,39001,39001,70.82
Allen,OH,39003,39003,67.07
Ashland,OH,39005,39005,73.79
Ashtabula,OH,39007,39007,70.52
Athens,OH,39009,39009,57.84
Auglaize,OH,39011,39011,75.73
Belmont,OH,39013,39013,76.42
Brown,OH,39015,39015,72.36
Butler,OH,39017,39017,68.12
Carroll,OH,39019,39019,78.65
Champaign,OH,39021,39021,73.16
Clark,OH,39023,39023,65.99
Clermont,OH,39025,39025,74.16
Clinton,OH,39027,39027,64.64
Columbiana,OH,39029,39029,73.52
Coshocton,OH,39031,39031,73.98
Crawford,OH,39033,39033,69.68
Cuyahoga,OH,39035,39035,58.24
Darke,OH,39037,39037,72.8
Defiance,OH,39039,39039,76.28
Delaware,OH,39041,39041,81.38
Erie,OH,39043,39043,69.25
Fairfield,OH,39045,39045,73.93
Fayette,OH,39047,39047,64.91
Franklin,OH,39049,39049,53.39
Fulton,OH,39051,39051,79.06
Gallia,OH,39053,39053,74.48
Geauga,OH,39055,39055,86.31
Greene,OH,39057,39057,66.09
Guernsey,OH,39059,39059,71.46
Hamilton,OH,39061,39061,57.91
Hancock,OH,39063,39063,68.81
Hardin,OH,39065,39065,71.05
Harrison,OH,39067,39067,78.88
Henry,OH,39069,39069,77.37
Highland,OH,39071,39071,68.44
Hocking,OH,39073,39073,75.13
Holmes,OH,39075,39075,75.5
Huron,OH,39077,39077,70.91
Jackson,OH,39079,39079,69.23
Jefferson,OH,39081,39081,68.99
Knox,OH,39083,39083,72.01
Lake,OH,39085,39085,74.22
Lawrence,OH,39087,39087,72.24
Licking,OH,39089,39089,72.91
Logan,OH,39091,39091,74.18
Lorain,OH,39093,39093,72.32
Lucas,OH,39095,39095,59.73
Madison,OH,39097,39097,71.18
Mahoning,OH,39099,39099,68.68
Marion,OH,39101,39101,66.37
Medina,OH,39103,39103,79.89
Meigs,OH,39105,39105,78.62
Mercer,OH,39107,39107,77.02
Miami,OH,39109,39109,71.08
Monroe,OH,39111,39111,78.26
Montgomery,OH,39113,39113,60.98
Morgan,OH,39115,39115,76.7
Morrow,OH,39117,39117,81.81
Muskingum,OH,39119,39119,68.99
Noble,OH,39121,39121,81.94
Ottawa,OH,39123,39123,78.84
Paulding,OH,39125,39125,78.99
Perry,OH,39127,39127,73.7
Pickaway,OH,39129,39129,74.57
Pike,OH,39131,39131,64.79
Portage,OH,39133,39133,69.54
Preble,OH,39135,39135,78.35
Putnam,OH,39137,39137,81.59
Richland,OH,39139,39139,67.36
Ross,OH,39141,39141,70.93
Sandusky,OH,39143,39143,72.72
Scioto,OH,39145,39145,67.61
Seneca,OH,39147,39147,72.26
Shelby,OH,39149,39149,71.18
Stark,OH,39151,39151,68.2
Summit,OH,39153,39153,65.8
Trumbull,OH,39155,39155,70.58
Tuscarawas,OH,39157,39157,70.72
Union,OH,39159,39159,78.48
Van Wert,OH,39161,39161,77.09
Vinton,OH,39163,39163,76.01
Warren,OH,39165,39165,77.66
Washington,OH,39167,39167,73.63
Wayne,OH,39169,39169,72.96
Williams,OH,39171,39171,77
Wood,OH,39173,39173,65.26
Wyandot,OH,39175,39175,74.07
Adair,OK,40001,40001,69.26
Alfalfa,OK,40003,40003,80.16
Atoka,OK,40005,40005,73.43
Beaver,OK,40007,40007,76.51
Beckham,OK,40009,40009,66.24
Blaine,OK,40011,40011,73.4
Bryan,OK,40013,40013,62.21
Caddo,OK,40015,40015,71.27
Canadian,OK,40017,40017,75.41
Carter,OK,40019,40019,68.28
Cherokee,OK,40021,40021,68.35
Choctaw,OK,40023,40023,69.27
Cimarron,OK,40025,40025,72.88
Cleveland,OK,40027,40027,63.66
Coal,OK,40029,40029,74.05
Comanche,OK,40031,40031,53.13
Cotton,OK,40033,40033,77.77
Craig,OK,40035,40035,69.51
Creek,OK,40037,40037,73.55
Custer,OK,40039,40039,62.59
Delaware,OK,40041,40041,75.64
Dewey,OK,40043,40043,76.26
Ellis,OK,40045,40045,74.23
Garfield,OK,40047,40047,65.79
Garvin,OK,40049,40049,69.31
Grady,OK,40051,40051,77.12
Grant,OK,40053,40053,76.61
Greer,OK,40055,40055,69.72
Harmon,OK,40057,40057,73.14
Harper,OK,40059,40059,78.38
Haskell,OK,40061,40061,74.73
Hughes,OK,40063,40063,72.85
Jackson,OK,40065,40065,58.49
Jefferson,OK,40067,40067,72.12
Johnston,OK,40069,40069,73.52
Kay,OK,40071,40071,67.46
Kingfisher,OK,40073,40073,76.31
Kiowa,OK,40075,40075,72.14
Latimer,OK,40077,40077,69.81
Le Flore,OK,40079,40079,71
Lincoln,OK,40081,40081,79.65
Logan,OK,40083,40083,82.89
Love,OK,40085,40085,76.65
McClain,OK,40087,40087,79.39
McCurtain,OK,40089,40089,70.82
McIntosh,OK,40091,40091,78.43
Major,OK,40093,40093,79.38
Marshall,OK,40095,40095,72.62
Mayes,OK,40097,40097,72.9
Murray,OK,40099,40099,70.22
Muskogee,OK,40101,40101,65.31
Noble,OK,40103,40103,76.83
Nowata,OK,40105,40105,73.75
Okfuskee,OK,40107,40107,71.2
Oklahoma,OK,40109,40109,58.88
Okmulgee,OK,40111,40111,70.99
Osage,OK,40113,40113,78.32
Ottawa,OK,40115,40115,68.96
Pawnee,OK,40117,40117,75.61
Payne,OK,40119,40119,51.68
Pittsburg,OK,40121,40121,72.48
Pontotoc,OK,40123,40123,65.93
Pottawatomie,OK,40125,40125,69.48
Pushmataha,OK,40127,40127,75.63
Roger Mills,OK,40129,40129,75.02
Rogers,OK,40131,40131,78.2
Seminole,OK,40133,40133,68.04
Sequoyah,OK,40135,40135,71.86
Stephens,OK,40137,40137,72.42
Texas,OK,40139,40139,67.98
Tillman,OK,40141,40141,75.85
Tulsa,OK,40143,40143,58.81
Wagoner,OK,40145,40145,78.63
Washington,OK,40147,40147,70.82
Washita,OK,40149,40149,70.9
Woods,OK,40151,40151,68.42
Woodward,OK,40153,40153,71.25
Baker,OR,41001,41001,70.7
Benton,OR,41003,41003,57.22
Clackamas,OR,41005,41005,71.08
Clatsop,OR,41007,41007,62.19
Columbia,OR,41009,41009,75.4
Coos,OR,41011,41011,65.86
Crook,OR,41013,41013,72.23
Curry,OR,41015,41015,71.36
Deschutes,OR,41017,41017,66.95
Douglas,OR,41019,41019,68.17
Gilliam,OR,41021,41021,67.34
Grant,OR,41023,41023,71.1
Harney,OR,41025,41025,72.19
Hood River,OR,41027,41027,67.23
Jackson,OR,41029,41029,63.23
Jefferson,OR,41031,41031,68.08
Josephine,OR,41033,41033,66.31
Klamath,OR,41035,41035,64.28
Lake,OR,41037,41037,61.91
Lane,OR,41039,41039,58.67
Lincoln,OR,41041,41041,65.63
Linn,OR,41043,41043,64.38
Malheur,OR,41045,41045,58.29
Marion,OR,41047,41047,60.24
Morrow,OR,41049,41049,70.01
Multnomah,OR,41051,41051,54.53
Polk,OR,41053,41053,66.26
Sherman,OR,41055,41055,64.57
Tillamook,OR,41057,41057,69.26
Umatilla,OR,41059,41059,65.7
Union,OR,41061,41061,64.54
Wallowa,OR,41063,41063,69.66
Wasco,OR,41065,41065,62.18
Washington,OR,41067,41067,61.64
Wheeler,OR,41069,41069,76.09
Yamhill,OR,41071,41071,70.02
Adams,PA,42001,42001,78.01
Allegheny,PA,42003,42003,64.29
Armstrong,PA,42005,42005,75.96
Beaver,PA,42007,42007,73.13
Bedford,PA,42009,42009,79.08
Berks,PA,42011,42011,71.52
Blair,PA,42013,42013,69.79
Bradford,PA,42015,42015,74.02
Bucks,PA,42017,42017,76.98
Butler,PA,42019,42019,75.89
Cambria,PA,42021,42021,74.11
Cameron,PA,42023,42023,71.98
Carbon,PA,42025,42025,75.85
Centre,PA,42027,42027,61.52
Chester,PA,42029,42029,74.98
Clarion,PA,42031,42031,69.12
Clearfield,PA,42033,42033,76.78
Clinton,PA,42035,42035,70.2
Columbia,PA,42037,42037,69.24
Crawford,PA,42039,42039,72.9
Cumberland,PA,42041,42041,70.35
Dauphin,PA,42043,42043,63.21
Delaware,PA,42045,42045,68.79
Elk,PA,42047,42047,78.56
Erie,PA,42049,42049,66.06
Fayette,PA,42051,42051,74.41
Forest,PA,42053,42053,83.9
Franklin,PA,42055,42055,71.18
Fulton,PA,42057,42057,77.44
Greene,PA,42059,42059,74.84
Huntingdon,PA,42061,42061,75.66
Indiana,PA,42063,42063,71.17
Jefferson,PA,42065,42065,74.29
Juniata,PA,42067,42067,74.53
Lackawanna,PA,42069,42069,64.28
Lancaster,PA,42071,42071,68.06
Lawrence,PA,42073,42073,74.55
Lebanon,PA,42075,42075,69.95
Lehigh,PA,42077,42077,64.42
Luzerne,PA,42079,42079,67.96
Lycoming,PA,42081,42081,69.24
McKean,PA,42083,42083,74.06
Mercer,PA,42085,42085,72.5
Mifflin,PA,42087,42087,71.31
Monroe,PA,42089,42089,76.99
Montgomery,PA,42091,42091,71.78
Montour,PA,42093,42093,67.15
Northampton,PA,42095,42095,71.38
Northumberland,PA,42097,42097,70.77
Perry,PA,42099,42099,78.98
Philadelphia,PA,42101,42101,53.03
Pike,PA,42103,42103,83.24
Potter,PA,42105,42105,76.22
Schuylkill,PA,42107,42107,75.65
Snyder,PA,42109,42109,72.16
Somerset,PA,42111,42111,78.07
Sullivan,PA,42113,42113,81.97
Susquehanna,PA,42115,42115,77.06
Tioga,PA,42117,42117,72.82
Union,PA,42119,42119,72.39
