County,State,FIPS Code,Formatted FIPS,"Estimated percent of all people 65 or older, between 2015-2019."
Johnson,MO,29101,29101,12.26
Knox,MO,29103,29103,21.46
Laclede,MO,29105,29105,17.51
Lafayette,MO,29107,29107,18.44
Lawrence,MO,29109,29109,17.85
Lewis,MO,29111,29111,18.38
Lincoln,MO,29113,29113,13.28
Linn,MO,29115,29115,20.53
Livingston,MO,29117,29117,19.87
McDonald,MO,29119,29119,15.28
Macon,MO,29121,29121,21.99
Madison,MO,29123,29123,18.77
Maries,MO,29125,29125,21.3
Marion,MO,29127,29127,17.38
Mercer,MO,29129,29129,21.13
Miller,MO,29131,29131,18.82
Mississippi,MO,29133,29133,17.59
Moniteau,MO,29135,29135,15.59
Monroe,MO,29137,29137,22.8
Montgomery,MO,29139,29139,20.44
Morgan,MO,29141,29141,23.36
New Madrid,MO,29143,29143,18.54
Newton,MO,29145,29145,17.74
Nodaway,MO,29147,29147,14.83
Oregon,MO,29149,29149,23.15
Osage,MO,29151,29151,17.18
Ozark,MO,29153,29153,27.38
Pemiscot,MO,29155,29155,16.55
Perry,MO,29157,29157,18.16
Pettis,MO,29159,29159,16.39
Phelps,MO,29161,29161,15.77
Pike,MO,29163,29163,17.02
Platte,MO,29165,29165,14.29
Polk,MO,29167,29167,17.85
Pulaski,MO,29169,29169,8.35
Putnam,MO,29171,29171,23.95
Ralls,MO,29173,29173,20.92
Randolph,MO,29175,29175,16.42
Ray,MO,29177,29177,17.96
Reynolds,MO,29179,29179,22.66
Ripley,MO,29181,29181,20.58
St. Charles,MO,29183,29183,14.72
St. Clair,MO,29185,29185,27.17
Ste. Genevieve,MO,29186,29186,18.97
St. Francois,MO,29187,29187,16.2
St. Louis,MO,29189,29189,17.67
Saline,MO,29195,29195,18.04
Schuyler,MO,29197,29197,19.25
Scotland,MO,29199,29199,18.32
Scott,MO,29201,29201,17.82
Shannon,MO,29203,29203,21.01
Shelby,MO,29205,29205,20.56
Stoddard,MO,29207,29207,19.66
Stone,MO,29209,29209,30.34
Sullivan,MO,29211,29211,20.04
Taney,MO,29213,29213,21.28
Texas,MO,29215,29215,20.5
Vernon,MO,29217,29217,18.74
Warren,MO,29219,29219,17.62
Washington,MO,29221,29221,16.23
Wayne,MO,29223,29223,23.11
Webster,MO,29225,29225,15.51
Worth,MO,29227,29227,24.67
Wright,MO,29229,29229,19.43
St. Louis City,MO,29510,29510,13.13
Beaverhead,MT,30001,30001,21.35
Big Horn,MT,30003,30003,12.14
Blaine,MT,30005,30005,15.08
Broadwater,MT,30007,30007,23.41
Carbon,MT,30009,30009,24.99
Carter,MT,30011,30011,22.61
Cascade,MT,30013,30013,18.32
Chouteau,MT,30015,30015,19.99
Custer,MT,30017,30017,19.12
Daniels,MT,30019,30019,24.45
Dawson,MT,30021,30021,18.56
Deer Lodge,MT,30023,30023,22.79
Fallon,MT,30025,30025,17.84
Fergus,MT,30027,30027,23.22
Flathead,MT,30029,30029,18.7
Gallatin,MT,30031,30031,12.23
Garfield,MT,30033,30033,23.07
Glacier,MT,30035,30035,11.8
Golden Valley,MT,30037,30037,25.41
Granite,MT,30039,30039,29.15
Hill,MT,30041,30041,14.55
Jefferson,MT,30043,30043,20.54
Judith Basin,MT,30045,30045,22.67
Lake,MT,30047,30047,21.4
Lewis and Clark,MT,30049,30049,17.98
Liberty,MT,30051,30051,25.1
Lincoln,MT,30053,30053,27.73
McCone,MT,30055,30055,25.08
Madison,MT,30057,30057,28.93
Meagher,MT,30059,30059,23.99
Mineral,MT,30061,30061,28.06
Missoula,MT,30063,30063,15.05
Musselshell,MT,30065,30065,25.91
Park,MT,30067,30067,21.81
Petroleum,MT,30069,30069,22.3
Phillips,MT,30071,30071,22.34
Pondera,MT,30073,30073,19.99
Powder River,MT,30075,30075,27.38
Powell,MT,30077,30077,20
Prairie,MT,30079,30079,27.96
Ravalli,MT,30081,30081,25.11
Richland,MT,30083,30083,14.72
Roosevelt,MT,30085,30085,11.1
Rosebud,MT,30087,30087,14.79
Sanders,MT,30089,30089,30.01
Sheridan,MT,30091,30091,23.17
Silver Bow,MT,30093,30093,18.75
Stillwater,MT,30095,30095,21.96
Sweet Grass,MT,30097,30097,30.25
Teton,MT,30099,30099,22.67
Toole,MT,30101,30101,16.86
Treasure,MT,30103,30103,28.74
Valley,MT,30105,30105,22.19
Wheatland,MT,30107,30107,20.17
Wibaux,MT,30109,30109,22.28
Yellowstone,MT,30111,30111,16.52
Adams,NE,31001,31001,17.72
Antelope,NE,31003,31003,22.95
Arthur,NE,31005,31005,25.06
Banner,NE,31007,31007,21.47
Blaine,NE,31009,31009,27.67
Boone,NE,31011,31011,22.22
Box Butte,NE,31013,31013,17.17
Boyd,NE,31015,31015,30.15
Brown,NE,31017,31017,27
Buffalo,NE,31019,31019,13.95
Burt,NE,31021,31021,23.66
Butler,NE,31023,31023,20.45
Cass,NE,31025,31025,16.98
Cedar,NE,31027,31027,21.25
Chase,NE,31029,31029,21.91
Cherry,NE,31031,31031,20.68
Cheyenne,NE,31033,31033,18.52
Clay,NE,31035,31035,19.93
Colfax,NE,31037,31037,12.58
Cuming,NE,31039,31039,21.72
Custer,NE,31041,31041,21.87
Dakota,NE,31043,31043,13.41
Dawes,NE,31045,31045,18.27
Dawson,NE,31047,31047,15.57
Deuel,NE,31049,31049,23.48
Dixon,NE,31051,31051,19.97
Dodge,NE,31053,31053,19.03
Douglas,NE,31055,31055,12.65
Dundy,NE,31057,31057,21.54
Fillmore,NE,31059,31059,23.08
Franklin,NE,31061,31061,27.08
Frontier,NE,31063,31063,25.3
Furnas,NE,31065,31065,24.48
Gage,NE,31067,31067,20.51
Garden,NE,31069,31069,27.68
Garfield,NE,31071,31071,28.54
Gosper,NE,31073,31073,26.13
Grant,NE,31075,31075,21.05
Greeley,NE,31077,31077,25.27
Hall,NE,31079,31079,14.59
Hamilton,NE,31081,31081,19.51
Harlan,NE,31083,31083,24.74
Hayes,NE,31085,31085,18.59
Hitchcock,NE,31087,31087,25.29
Holt,NE,31089,31089,21.55
Hooker,NE,31091,31091,32.61
Howard,NE,31093,31093,21.1
Jefferson,NE,31095,31095,23.6
Johnson,NE,31097,31097,18.19
Kearney,NE,31099,31099,18.98
Keith,NE,31101,31101,26.71
Keya Paha,NE,31103,31103,24.08
Kimball,NE,31105,31105,24.58
Knox,NE,31107,31107,24.46
Lancaster,NE,31109,31109,13.47
Lincoln,NE,31111,31111,18.89
Logan,NE,31113,31113,20.06
Loup,NE,31115,31115,24.46
McPherson,NE,31117,31117,29.87
Madison,NE,31119,31119,15.54
Merrick,NE,31121,31121,20.74
Morrill,NE,31123,31123,20.12
Nance,NE,31125,31125,20.4
Nemaha,NE,31127,31127,19.75
Nuckolls,NE,31129,31129,26.65
Otoe,NE,31131,31131,19.15
Pawnee,NE,31133,31133,27.86
Perkins,NE,31135,31135,22.99
Phelps,NE,31137,31137,20.01
Pierce,NE,31139,31139,18.9
Platte,NE,31141,31141,17.28
Polk,NE,31143,31143,21.8
Red Willow,NE,31145,31145,20.01
Richardson,NE,31147,31147,24.11
Rock,NE,31149,31149,25.11
Saline,NE,31151,31151,14.42
Sarpy,NE,31153,31153,11.38
Saunders,NE,31155,31155,18.29
Scotts Bluff,NE,31157,31157,18.71
Seward,NE,31159,31159,16.96
Sheridan,NE,31161,31161,25.29
Sherman,NE,31163,31163,26.74
Sioux,NE,31165,31165,22.15
Stanton,NE,31167,31167,17.54
Thayer,NE,31169,31169,25.37
Thomas,NE,31171,31171,21.24
Thurston,NE,31173,31173,11.93
Valley,NE,31175,31175,25.37
Washington,NE,31177,31177,17.83
Wayne,NE,31179,31179,15.51
Webster,NE,31181,31181,22.39
Wheeler,NE,31183,31183,23.88
York,NE,31185,31185,19.72
Churchill,NV,32001,32001,18.67
Clark,NV,32003,32003,14.46
Douglas,NV,32005,32005,27.41
Elko,NV,32007,32007,10.98
Esmeralda,NV,32009,32009,28.48
Eureka,NV,32011,32011,18.02
Humboldt,NV,32013,32013,13.42
Lander,NV,32015,32015,14.14
Lincoln,NV,32017,32017,21.89
Lyon,NV,32019,32019,20.91
Mineral,NV,32021,32021,30.47
Nye,NV,32023,32023,29.68
Pershing,NV,32027,32027,15.66
Storey,NV,32029,32029,28.64
Washoe,NV,32031,32031,15.95
White Pine,NV,32033,32033,16.53
Carson City,NV,32510,32510,19.82
Belknap,NH,33001,33001,21.41
Carroll,NH,33003,33003,26.97
Cheshire,NH,33005,33005,19.36
Coos,NH,33007,33007,23.06
Grafton,NH,33009,33009,20.01
Hillsborough,NH,33011,33011,15.23
Merrimack,NH,33013,33013,17.55
Rockingham,NH,33015,33015,17.22
Strafford,NH,33017,33017,14.59
Sullivan,NH,33019,33019,20.76
Atlantic,NJ,34001,34001,17.53
Bergen,NJ,34003,34003,17.03
Burlington,NJ,34005,34005,16.64
Camden,NJ,34007,34007,15.35
Cape May,NJ,34009,34009,25.85
Cumberland,NJ,34011,34011,14.93
Essex,NJ,34013,34013,13.44
Gloucester,NJ,34015,34015,15.38
Hudson,NJ,34017,34017,11.74
Hunterdon,NJ,34019,34019,17.86
Mercer,NJ,34021,34021,14.93
Middlesex,NJ,34023,34023,14.68
Monmouth,NJ,34025,34025,17.15
Morris,NJ,34027,34027,16.72
Ocean,NJ,34029,34029,22.45
Passaic,NJ,34031,34031,14.28
Salem,NJ,34033,34033,18.32
Somerset,NJ,34035,34035,15.28
Sussex,NJ,34037,34037,16.72
Union,NJ,34039,34039,14.19
Warren,NJ,34041,34041,17.61
Bernalillo,NM,35001,35001,15.77
Catron,NM,35003,35003,37.04
Chaves,NM,35005,35005,15.5
Cibola,NM,35006,35006,15.61
Colfax,NM,35007,35007,27.01
Curry,NM,35009,35009,12.25
De Baca,NM,35011,35011,19.66
Doña Ana,NM,35013,35013,15.29
Eddy,NM,35015,35015,14.3
Grant,NM,35017,35017,26.55
Guadalupe,NM,35019,35019,21.8
Harding,NM,35021,35021,39
Hidalgo,NM,35023,35023,21.18
Lea,NM,35025,35025,11.06
Lincoln,NM,35027,35027,28.13
Los Alamos,NM,35028,35028,17.5
Luna,NM,35029,35029,20.51
McKinley,NM,35031,35031,11.89
Mora,NM,35033,35033,30.4
Otero,NM,35035,35035,17.01
Quay,NM,35037,35037,24.27
Rio Arriba,NM,35039,35039,18.66
Roosevelt,NM,35041,35041,13.88
Sandoval,NM,35043,35043,17.1
San Juan,NM,35045,35045,14.25
San Miguel,NM,35047,35047,20.59
Santa Fe,NM,35049,35049,23.13
Sierra,NM,35051,35051,35.55
Socorro,NM,35053,35053,18.85
Taos,NM,35055,35055,25.25
Torrance,NM,35057,35057,20.1
Union,NM,35059,35059,19.74
Valencia,NM,35061,35061,17.21
Albany,NY,36001,36001,16.51
Allegany,NY,36003,36003,18.41
Bronx,NY,36005,36005,12.52
Broome,NY,36007,36007,18.69
Cattaraugus,NY,36009,36009,18.71
Cayuga,NY,36011,36011,18.36
Chautauqua,NY,36013,36013,19.58
Chemung,NY,36015,36015,18.39
Chenango,NY,36017,36017,20.2
Clinton,NY,36019,36019,16.4
Columbia,NY,36021,36021,23.08
Cortland,NY,36023,36023,16.02
Delaware,NY,36025,36025,23.98
Dutchess,NY,36027,36027,17.08
Erie,NY,36029,36029,17.59
Essex,NY,36031,36031,22.76
Franklin,NY,36033,36033,16.57
Fulton,NY,36035,36035,19.03
Genesee,NY,36037,36037,18.32
Greene,NY,36039,36039,21.64
Hamilton,NY,36041,36041,30.25
Herkimer,NY,36043,36043,20.12
Jefferson,NY,36045,36045,13.22
Kings,NY,36047,36047,13.6
Lewis,NY,36049,36049,17.89
Livingston,NY,36051,36051,17.19
Madison,NY,36053,36053,17.63
Monroe,NY,36055,36055,16.86
Montgomery,NY,36057,36057,18.3
Nassau,NY,36059,36059,17.47
New York,NY,36061,36061,16.2
Niagara,NY,36063,36063,18.6
Oneida,NY,36065,36065,18.38
Onondaga,NY,36067,36067,16.6
Ontario,NY,36069,36069,19.37
Orange,NY,36071,36071,13.67
Orleans,NY,36073,36073,17.35
Oswego,NY,36075,36075,15.78
Otsego,NY,36077,36077,20.56
Putnam,NY,36079,36079,16.71
Queens,NY,36081,36081,15.32
Rensselaer,NY,36083,36083,16.53
Richmond,NY,36085,36085,15.89
Rockland,NY,36087,36087,15.54
St. Lawrence,NY,36089,36089,16.89
Saratoga,NY,36091,36091,17.59
Schenectady,NY,36093,36093,16.82
Schoharie,NY,36095,36095,20.99
Schuyler,NY,36097,36097,20.8
Seneca,NY,36099,36099,18.65
Steuben,NY,36101,36101,18.93
Suffolk,NY,36103,36103,16.5
Sullivan,NY,36105,36105,18.54
Tioga,NY,36107,36107,19.73
Tompkins,NY,36109,36109,13.93
Ulster,NY,36111,36111,19.17
Warren,NY,36113,36113,21.61
Washington,NY,36115,36115,18.86
Wayne,NY,36117,36117,18.37
Westchester,NY,36119,36119,16.74
Wyoming,NY,36121,36121,17.36
Yates,NY,36123,36123,20.11
Alamance,NC,37001,37001,16.63
Alexander,NC,37003,37003,19.48
Alleghany,NC,37005,37005,26.5
Anson,NC,37007,37007,17.91
Ashe,NC,37009,37009,24.7
Avery,NC,37011,37011,21.72
Beaufort,NC,37013,37013,23.35
Bertie,NC,37015,37015,21.9
Bladen,NC,37017,37017,21.04
Brunswick,NC,37019,37019,30.51
Buncombe,NC,37021,37021,19.43
Burke,NC,37023,37023,19.68
Cabarrus,NC,37025,37025,13.01
Caldwell,NC,37027,37027,19.33
Camden,NC,37029,37029,17.51
Carteret,NC,37031,37031,24.24
Caswell,NC,37033,37033,20.7
Catawba,NC,37035,37035,17.47
Chatham,NC,37037,37037,24.01
Cherokee,NC,37039,37039,28.95
Chowan,NC,37041,37041,24.23
Clay,NC,37043,37043,30.13
Cleveland,NC,37045,37045,18.19
Columbus,NC,37047,37047,19.5
Craven,NC,37049,37049,18.71
Cumberland,NC,37051,37051,11.57
Currituck,NC,37053,37053,15.84
Dare,NC,37055,37055,20.7
Davidson,NC,37057,37057,17.83
Davie,NC,37059,37059,20.25
Duplin,NC,37061,37061,17.94
Durham,NC,37063,37063,12.59
Edgecombe,NC,37065,37065,18.97
Forsyth,NC,37067,37067,15.58
Franklin,NC,37069,37069,16.44
Gaston,NC,37071,37071,15.83
Gates,NC,37073,37073,19.77
Graham,NC,37075,37075,23.16
Granville,NC,37077,37077,16.62
Greene,NC,37079,37079,15.77
Guilford,NC,37081,37081,14.82
Halifax,NC,37083,37083,20.12
Harnett,NC,37085,37085,12.16
Haywood,NC,37087,37087,24.35
Henderson,NC,37089,37089,25.44
Hertford,NC,37091,37091,19.38
Hoke,NC,37093,37093,9.62
Hyde,NC,37095,37095,19.41
Iredell,NC,37097,37097,15.55
Jackson,NC,37099,37099,19.26
Johnston,NC,37101,37101,13
Jones,NC,37103,37103,22.84
Lee,NC,37105,37105,16.11
Lenoir,NC,37107,37107,19.53
Lincoln,NC,37109,37109,17.01
McDowell,NC,37111,37111,19.88
Macon,NC,37113,37113,28.35
Madison,NC,37115,37115,21.78
Martin,NC,37117,37117,22.31
Mecklenburg,NC,37119,37119,10.92
Mitchell,NC,37121,37121,24.38
Montgomery,NC,37123,37123,19.73
Moore,NC,37125,37125,23.82
Nash,NC,37127,37127,17.79
New Hanover,NC,37129,37129,17.22
Northampton,NC,37131,37131,25.07
Onslow,NC,37133,37133,8.95
Orange,NC,37135,37135,13.4
Pamlico,NC,37137,37137,29.13
Pasquotank,NC,37139,37139,16.5
Pender,NC,37141,37141,17.74
Perquimans,NC,37143,37143,27.08
Person,NC,37145,37145,18.95
Pitt,NC,37147,37147,12.81
Polk,NC,37149,37149,30.17
Randolph,NC,37151,37151,17.36
Richmond,NC,37153,37153,17.44
Robeson,NC,37155,37155,14.72
Rockingham,NC,37157,37157,19.89
Rowan,NC,37159,37159,17.19
Rutherford,NC,37161,37161,21.15
Sampson,NC,37163,37163,17.43
Scotland,NC,37165,37165,17.42
Stanly,NC,37167,37167,18.73
Stokes,NC,37169,37169,20.31
Surry,NC,37171,37171,20.11
Swain,NC,37173,37173,18.96
Transylvania,NC,37175,37175,29.94
Tyrrell,NC,37177,37177,20
Union,NC,37179,37179,12.34
Vance,NC,37181,37181,17.87
Wake,NC,37183,37183,11.26
Warren,NC,37185,37185,24.57
Washington,NC,37187,37187,23.6
Watauga,NC,37189,37189,15.49
Wayne,NC,37191,37191,15.99
Wilkes,NC,37193,37193,20.98
Wilson,NC,37195,37195,17.47
Yadkin,NC,37197,37197,19.53
Yancey,NC,37199,37199,25.28
Adams,ND,38001,38001,24.36
Barnes,ND,38003,38003,21.88
Benson,ND,38005,38005,13.3
Billings,ND,38007,38007,21.37
Bottineau,ND,38009,38009,22.92
Bowman,ND,38011,38011,20.55
Burke,ND,38013,38013,16.91
Burleigh,ND,38015,38015,15.62
Cass,ND,38017,38017,11.61
Cavalier,ND,38019,38019,27.08
Dickey,ND,38021,38021,20.41
Divide,ND,38023,38023,26.55
Dunn,ND,38025,38025,16.66
Eddy,ND,38027,38027,24.9
Emmons,ND,38029,38029,29.46
Foster,ND,38031,38031,22.52
Golden Valley,ND,38033,38033,20.7
Grand Forks,ND,38035,38035,12.29
Grant,ND,38037,38037,29.07
Griggs,ND,38039,38039,29.68
Hettinger,ND,38041,38041,24.3
Kidder,ND,38043,38043,21.29
LaMoure,ND,38045,38045,25.62
Logan,ND,38047,38047,27.99
McHenry,ND,38049,38049,20.18
McIntosh,ND,38051,38051,31.23
McKenzie,ND,38053,38053,8.68
McLean,ND,38055,38055,22.89
Mercer,ND,38057,38057,18.32
Morton,ND,38059,38059,15.99
Mountrail,ND,38061,38061,11.31
Nelson,ND,38063,38063,27.3
Oliver,ND,38065,38065,23.45
Pembina,ND,38067,38067,22.5
Pierce,ND,38069,38069,23.8
Ramsey,ND,38071,38071,19.18
Ransom,ND,38073,38073,21.4
Renville,ND,38075,38075,17.4
Richland,ND,38077,38077,17.26
Rolette,ND,38079,38079,11.29
Sargent,ND,38081,38081,22.16
Sheridan,ND,38083,38083,29.67
Sioux,ND,38085,38085,7.84
Slope,ND,38087,38087,26.55
Stark,ND,38089,38089,13
Steele,ND,38091,38091,23.28
Stutsman,ND,38093,38093,18.9
Towner,ND,38095,38095,22.57
Traill,ND,38097,38097,19.36
Walsh,ND,38099,38099,20.91
Ward,ND,38101,38101,12.23
Wells,ND,38103,38103,26.58
Williams,ND,38105,38105,9.1
Adams,OH,39001,39001,17.48
Allen,OH,39003,39003,17.2
Ashland,OH,39005,39005,18.34
Ashtabula,OH,39007,39007,18.53
Athens,OH,39009,39009,12.56
Auglaize,OH,39011,39011,17.9
Belmont,OH,39013,39013,20.33
Brown,OH,39015,39015,18.13
Butler,OH,39017,39017,14.37
Carroll,OH,39019,39019,20.8
Champaign,OH,39021,39021,18.1
Clark,OH,39023,39023,19.03
Clermont,OH,39025,39025,15.74
Clinton,OH,39027,39027,16.57
Columbiana,OH,39029,39029,19.83
Coshocton,OH,39031,39031,18.99
Crawford,OH,39033,39033,20.41
Cuyahoga,OH,39035,39035,17.75
Darke,OH,39037,39037,19.14
Defiance,OH,39039,39039,18.2
Delaware,OH,39041,39041,13.17
Erie,OH,39043,39043,21.3
Fairfield,OH,39045,39045,15.38
Fayette,OH,39047,39047,17.33
Franklin,OH,39049,39049,11.73
Fulton,OH,39051,39051,17.27
Gallia,OH,39053,39053,18.5
Geauga,OH,39055,39055,19.8
Greene,OH,39057,39057,16.77
Guernsey,OH,39059,39059,19.06
Hamilton,OH,39061,39061,15.05
Hancock,OH,39063,39063,16.64
Hardin,OH,39065,39065,15.59
Harrison,OH,39067,39067,20.95
Henry,OH,39069,39069,18.01
Highland,OH,39071,39071,17.95
Hocking,OH,39073,39073,18.53
Holmes,OH,39075,39075,13.35
Huron,OH,39077,39077,16.71
Jackson,OH,39079,39079,16.78
Jefferson,OH,39081,39081,21.02
Knox,OH,39083,39083,17.74
Lake,OH,39085,39085,19.48
Lawrence,OH,39087,39087,18.4
Licking,OH,39089,39089,16.11
Logan,OH,39091,39091,17.55
Lorain,OH,39093,39093,17.77
Lucas,OH,39095,39095,15.83
Madison,OH,39097,39097,15.21
Mahoning,OH,39099,39099,20.41
Marion,OH,39101,39101,17.25
Medina,OH,39103,39103,17.31
Meigs,OH,39105,39105,19.28
Mercer,OH,39107,39107,17.3
Miami,OH,39109,39109,18.37
Monroe,OH,39111,39111,23.26
Montgomery,OH,39113,39113,17.63
Morgan,OH,39115,39115,20.74
Morrow,OH,39117,39117,16.58
Muskingum,OH,39119,39119,17.46
Noble,OH,39121,39121,26.67
Ottawa,OH,39123,39123,24.43
Paulding,OH,39125,39125,18.15
Perry,OH,39127,39127,16.23
Pickaway,OH,39129,39129,15.5
Pike,OH,39131,39131,17.55
Portage,OH,39133,39133,15.89
Preble,OH,39135,39135,18.72
Putnam,OH,39137,39137,16.87
Richland,OH,39139,39139,19.18
Ross,OH,39141,39141,16.1
Sandusky,OH,39143,39143,18.46
Scioto,OH,39145,39145,17.79
Seneca,OH,39147,39147,17.48
Shelby,OH,39149,39149,16
Stark,OH,39151,39151,19
Summit,OH,39153,39153,17.48
Trumbull,OH,39155,39155,21.02
Tuscarawas,OH,39157,39157,19.23
Union,OH,39159,39159,11.99
Van Wert,OH,39161,39161,18.51
Vinton,OH,39163,39163,17.01
Warren,OH,39165,39165,13.98
Washington,OH,39167,39167,20.48
Wayne,OH,39169,39169,17.32
Williams,OH,39171,39171,18.47
Wood,OH,39173,39173,14.82
Wyandot,OH,39175,39175,18.77
Adair,OK,40001,40001,15.25
Alfalfa,OK,40003,40003,19.17
Atoka,OK,40005,40005,18.72
Beaver,OK,40007,40007,18.71
Beckham,OK,40009,40009,13.52
Blaine,OK,40011,40011,18.1
Bryan,OK,40013,40013,17.66
Caddo,OK,40015,40015,16.31
Canadian,OK,40017,40017,12.9
Carter,OK,40019,40019,16.41
Cherokee,OK,40021,40021,16.31
Choctaw,OK,40023,40023,20.29
Cimarron,OK,40025,40025,24.33
Cleveland,OK,40027,40027,12.99
Coal,OK,40029,40029,20.59
Comanche,OK,40031,40031,12.25
Cotton,OK,40033,40033,19.43
Craig,OK,40035,40035,19.59
Creek,OK,40037,40037,17.4
Custer,OK,40039,40039,13.42
Delaware,OK,40041,40041,24.39
Dewey,OK,40043,40043,18.61
Ellis,OK,40045,40045,22.52
Garfield,OK,40047,40047,15.93
Garvin,OK,40049,40049,17.72
Grady,OK,40051,40051,15.88
Grant,OK,40053,40053,21.11
Greer,OK,40055,40055,17.49
Harmon,OK,40057,40057,18.75
Harper,OK,40059,40059,18.72
Haskell,OK,40061,40061,19.82
Hughes,OK,40063,40063,18.81
Jackson,OK,40065,40065,14.83
Jefferson,OK,40067,40067,20.06
Johnston,OK,40069,40069,19.12
Kay,OK,40071,40071,18.85
Kingfisher,OK,40073,40073,15.58
Kiowa,OK,40075,40075,19.46
Latimer,OK,40077,40077,21.13
Le Flore,OK,40079,40079,17.53
Lincoln,OK,40081,40081,17.93
Logan,OK,40083,40083,15.06
Love,OK,40085,40085,19.34
McClain,OK,40087,40087,15.21
McCurtain,OK,40089,40089,17.69
McIntosh,OK,40091,40091,25.17
Major,OK,40093,40093,19.72
Marshall,OK,40095,40095,22.25
Mayes,OK,40097,40097,18.19
Murray,OK,40099,40099,19.17
Muskogee,OK,40101,40101,16.44
Noble,OK,40103,40103,18.84
Nowata,OK,40105,40105,19.16
Okfuskee,OK,40107,40107,17.53
Oklahoma,OK,40109,40109,13.35
Okmulgee,OK,40111,40111,18.2
Osage,OK,40113,40113,19.28
Ottawa,OK,40115,40115,18
Pawnee,OK,40117,40117,18.85
Payne,OK,40119,40119,12.3
Pittsburg,OK,40121,40121,19.5
Pontotoc,OK,40123,40123,16.35
Pottawatomie,OK,40125,40125,16
Pushmataha,OK,40127,40127,22.58
Roger Mills,OK,40129,40129,20.18
Rogers,OK,40131,40131,15.93
Seminole,OK,40133,40133,17.69
Sequoyah,OK,40135,40135,18.07
Stephens,OK,40137,40137,19.17
Texas,OK,40139,40139,10.96
Tillman,OK,40141,40141,19.61
Tulsa,OK,40143,40143,14
Wagoner,OK,40145,40145,16.02
Washington,OK,40147,40147,19.25
Washita,OK,40149,40149,17.59
Woods,OK,40151,40151,16.66
Woodward,OK,40153,40153,14.99
Baker,OR,41001,41001,25.91
Benton,OR,41003,41003,15.53
Clackamas,OR,41005,41005,17.57
Clatsop,OR,41007,41007,21.45
Columbia,OR,41009,41009,18.29
Coos,OR,41011,41011,25.47
Crook,OR,41013,41013,24.83
Curry,OR,41015,41015,33.66
Deschutes,OR,41017,41017,19.57
Douglas,OR,41019,41019,25.25
Gilliam,OR,41021,41021,25.29
Grant,OR,41023,41023,29.2
Harney,OR,41025,41025,23.89
Hood River,OR,41027,41027,15.55
Jackson,OR,41029,41029,21.54
Jefferson,OR,41031,41031,19.26
Josephine,OR,41033,41033,25.68
Klamath,OR,41035,41035,20.69
Lake,OR,41037,41037,24.61
Lane,OR,41039,41039,18.8
Lincoln,OR,41041,41041,27.88
Linn,OR,41043,41043,18.31
Malheur,OR,41045,41045,16.44
Marion,OR,41047,41047,15.34
Morrow,OR,41049,41049,15.61
Multnomah,OR,41051,41051,13.04
Polk,OR,41053,41053,17.55
Sherman,OR,41055,41055,26.07
Tillamook,OR,41057,41057,24.86
Umatilla,OR,41059,41059,15.32
Union,OR,41061,41061,20.06
Wallowa,OR,41063,41063,28.24
Wasco,OR,41065,41065,20.18
Washington,OR,41067,41067,12.95
Wheeler,OR,41069,41069,35.76
Yamhill,OR,41071,41071,16.79
Adams,PA,42001,42001,19.81
Allegheny,PA,42003,42003,18.51
Armstrong,PA,42005,42005,21.61
Beaver,PA,42007,42007,20.93
Bedford,PA,42009,42009,22.24
Berks,PA,42011,42011,16.92
Blair,PA,42013,42013,20.3
Bradford,PA,42015,42015,20.78
Bucks,PA,42017,42017,18.14
Butler,PA,42019,42019,18.21
Cambria,PA,42021,42021,21.98
Cameron,PA,42023,42023,26.78
Carbon,PA,42025,42025,20.66
Centre,PA,42027,42027,13.77
Chester,PA,42029,42029,15.9
Clarion,PA,42031,42031,19.15
Clearfield,PA,42033,42033,20.14
Clinton,PA,42035,42035,18.3
Columbia,PA,42037,42037,18.93
Crawford,PA,42039,42039,20.01
Cumberland,PA,42041,42041,18.14
Dauphin,PA,42043,42043,16.53
Delaware,PA,42045,42045,16.01
Elk,PA,42047,42047,21.48
Erie,PA,42049,42049,17.35
Fayette,PA,42051,42051,20.63
Forest,PA,42053,42053,21.92
Franklin,PA,42055,42055,19.25
Fulton,PA,42057,42057,20.96
Greene,PA,42059,42059,18.51
Huntingdon,PA,42061,42061,20.5
Indiana,PA,42063,42063,18.77
Jefferson,PA,42065,42065,20.56
Juniata,PA,42067,42067,19.88
Lackawanna,PA,42069,42069,19.62
Lancaster,PA,42071,42071,17.54
Lawrence,PA,42073,42073,21.52
Lebanon,PA,42075,42075,19.14
Lehigh,PA,42077,42077,16.46
Luzerne,PA,42079,42079,19.61
Lycoming,PA,42081,42081,19.03
McKean,PA,42083,42083,19.04
Mercer,PA,42085,42085,21.18
Mifflin,PA,42087,42087,21.15
Monroe,PA,42089,42089,16.83
Montgomery,PA,42091,42091,17.37
Montour,PA,42093,42093,20.64
Northampton,PA,42095,42095,18.62
Northumberland,PA,42097,42097,20.86
Perry,PA,42099,42099,18.01
Philadelphia,PA,42101,42101,13.44
Pike,PA,42103,42103,21.91
Potter,PA,42105,42105,23.52
Schuylkill,PA,42107,42107,20.02
Snyder,PA,42109,42109,18.33
Somerset,PA,42111,42111,21.76
Sullivan,PA,42113,42113,27.64
Susquehanna,PA,42115,42115,22.9
Tioga,PA,42117,42117,21.46
Union,PA,42119,42119,17.73
Venango,PA,42121,42121,21.64
Warren,PA,42123,42123,22.34
