County,State,FIPS Code,Formatted FIPS,"Estimated percent of people with at least a Bachelor's degree, b"
Hickory,MO,29085,29085,8.97
Holt,MO,29087,29087,19.66
Howard,MO,29089,29089,25.15
Howell,MO,29091,29091,18.03
Iron,MO,29093,29093,10.84
Jackson,MO,29095,29095,31.64
Jasper,MO,29097,29097,23.62
Jefferson,MO,29099,29099,20.41
Johnson,MO,29101,29101,28.87
Knox,MO,29103,29103,17.2
Laclede,MO,29105,29105,14.58
Lafayette,MO,29107,29107,20.25
Lawrence,MO,29109,29109,15.97
Lewis,MO,29111,29111,13.63
Lincoln,MO,29113,29113,16.84
Linn,MO,29115,29115,16.9
Livingston,MO,29117,29117,18.82
McDonald,MO,29119,29119,11.46
Macon,MO,29121,29121,16.32
Madison,MO,29123,29123,15.57
Maries,MO,29125,29125,15.84
Marion,MO,29127,29127,22.36
Mercer,MO,29129,29129,18.87
Miller,MO,29131,29131,19.41
Mississippi,MO,29133,29133,11.55
Moniteau,MO,29135,29135,20.49
Monroe,MO,29137,29137,12.44
Montgomery,MO,29139,29139,13.97
Morgan,MO,29141,29141,13.3
New Madrid,MO,29143,29143,12.11
Newton,MO,29145,29145,20.02
Nodaway,MO,29147,29147,28.56
Oregon,MO,29149,29149,14.57
Osage,MO,29151,29151,18.93
Ozark,MO,29153,29153,10.99
Pemiscot,MO,29155,29155,12.74
Perry,MO,29157,29157,17.68
Pettis,MO,29159,29159,17.98
Phelps,MO,29161,29161,29.14
Pike,MO,29163,29163,15.61
Platte,MO,29165,29165,43.13
Polk,MO,29167,29167,19.88
Pulaski,MO,29169,29169,28.26
Putnam,MO,29171,29171,19.33
Ralls,MO,29173,29173,14.89
Randolph,MO,29175,29175,15.11
Ray,MO,29177,29177,14.62
Reynolds,MO,29179,29179,13.69
Ripley,MO,29181,29181,10.16
St. Charles,MO,29183,29183,38.86
St. Clair,MO,29185,29185,13.89
Ste. Genevieve,MO,29186,29186,19.73
St. Francois,MO,29187,29187,14.28
St. Louis,MO,29189,29189,43.65
Saline,MO,29195,29195,19.35
Schuyler,MO,29197,29197,12.6
Scotland,MO,29199,29199,14.23
Scott,MO,29201,29201,16.3
Shannon,MO,29203,29203,14.87
Shelby,MO,29205,29205,18.06
Stoddard,MO,29207,29207,13.28
Stone,MO,29209,29209,18.56
Sullivan,MO,29211,29211,11.71
Taney,MO,29213,29213,19.91
Texas,MO,29215,29215,13.47
Vernon,MO,29217,29217,18.87
Warren,MO,29219,29219,19.12
Washington,MO,29221,29221,9.89
Wayne,MO,29223,29223,9.61
Webster,MO,29225,29225,16.81
Worth,MO,29227,29227,20
Wright,MO,29229,29229,10.21
St. Louis City,MO,29510,29510,36.33
Beaverhead,MT,30001,30001,35.42
Big Horn,MT,30003,30003,18.08
Blaine,MT,30005,30005,22.86
Broadwater,MT,30007,30007,27.05
Carbon,MT,30009,30009,30.4
Carter,MT,30011,30011,20.21
Cascade,MT,30013,30013,25.71
Chouteau,MT,30015,30015,28.33
Custer,MT,30017,30017,24.64
Daniels,MT,30019,30019,24.01
Dawson,MT,30021,30021,22.21
Deer Lodge,MT,30023,30023,20.44
Fallon,MT,30025,30025,19.01
Fergus,MT,30027,30027,29.06
Flathead,MT,30029,30029,31.01
Gallatin,MT,30031,30031,50.12
Garfield,MT,30033,30033,14.32
Glacier,MT,30035,30035,21.4
Golden Valley,MT,30037,30037,22.74
Granite,MT,30039,30039,28.93
Hill,MT,30041,30041,25.4
Jefferson,MT,30043,30043,34.98
Judith Basin,MT,30045,30045,26.57
Lake,MT,30047,30047,29.57
Lewis and Clark,MT,30049,30049,40.11
Liberty,MT,30051,30051,15.2
Lincoln,MT,30053,30053,19.6
McCone,MT,30055,30055,17.25
Madison,MT,30057,30057,31.2
Meagher,MT,30059,30059,29.27
Mineral,MT,30061,30061,16.1
Missoula,MT,30063,30063,43
Musselshell,MT,30065,30065,16.27
Park,MT,30067,30067,31.45
Petroleum,MT,30069,30069,32.57
Phillips,MT,30071,30071,17.24
Pondera,MT,30073,30073,23.95
Powder River,MT,30075,30075,24.38
Powell,MT,30077,30077,20.38
Prairie,MT,30079,30079,22.23
Ravalli,MT,30081,30081,27.82
Richland,MT,30083,30083,18.92
Roosevelt,MT,30085,30085,17.4
Rosebud,MT,30087,30087,17.82
Sanders,MT,30089,30089,17.86
Sheridan,MT,30091,30091,23.87
Silver Bow,MT,30093,30093,27.23
Stillwater,MT,30095,30095,25.03
Sweet Grass,MT,30097,30097,25.36
Teton,MT,30099,30099,24.94
Toole,MT,30101,30101,15.23
Treasure,MT,30103,30103,25.38
Valley,MT,30105,30105,21.53
Wheatland,MT,30107,30107,19.59
Wibaux,MT,30109,30109,23.42
Yellowstone,MT,30111,30111,32.05
Adams,NE,31001,31001,24.33
Antelope,NE,31003,31003,18.38
Arthur,NE,31005,31005,26.22
Banner,NE,31007,31007,23.3
Blaine,NE,31009,31009,22.99
Boone,NE,31011,31011,21.08
Box Butte,NE,31013,31013,17.13
Boyd,NE,31015,31015,16.66
Brown,NE,31017,31017,20.69
Buffalo,NE,31019,31019,34.64
Burt,NE,31021,31021,21.33
Butler,NE,31023,31023,21.39
Cass,NE,31025,31025,27.69
Cedar,NE,31027,31027,21.02
Chase,NE,31029,31029,21.01
Cherry,NE,31031,31031,22.88
Cheyenne,NE,31033,31033,25.4
Clay,NE,31035,31035,19.93
Colfax,NE,31037,31037,15.4
Cuming,NE,31039,31039,23.79
Custer,NE,31041,31041,23.98
Dakota,NE,31043,31043,13
Dawes,NE,31045,31045,36.89
Dawson,NE,31047,31047,15.8
Deuel,NE,31049,31049,15.89
Dixon,NE,31051,31051,21.18
Dodge,NE,31053,31053,18.95
Douglas,NE,31055,31055,39.71
Dundy,NE,31057,31057,23.25
Fillmore,NE,31059,31059,21.45
Franklin,NE,31061,31061,17.3
Frontier,NE,31063,31063,21.52
Furnas,NE,31065,31065,17.38
Gage,NE,31067,31067,20.79
Garden,NE,31069,31069,22.48
Garfield,NE,31071,31071,25.46
Gosper,NE,31073,31073,29.51
Grant,NE,31075,31075,26.82
Greeley,NE,31077,31077,16.33
Hall,NE,31079,31079,21.51
Hamilton,NE,31081,31081,24.97
Harlan,NE,31083,31083,22.41
Hayes,NE,31085,31085,18.32
Hitchcock,NE,31087,31087,17.59
Holt,NE,31089,31089,22.36
Hooker,NE,31091,31091,26.42
Howard,NE,31093,31093,21.12
Jefferson,NE,31095,31095,17.84
Johnson,NE,31097,31097,17.46
Kearney,NE,31099,31099,26.68
Keith,NE,31101,31101,20.49
Keya Paha,NE,31103,31103,25.05
Kimball,NE,31105,31105,16.15
Knox,NE,31107,31107,21.64
Lancaster,NE,31109,31109,39.52
Lincoln,NE,31111,31111,23.25
Logan,NE,31113,31113,19.61
Loup,NE,31115,31115,25.32
McPherson,NE,31117,31117,21.98
Madison,NE,31119,31119,23
Merrick,NE,31121,31121,17.8
Morrill,NE,31123,31123,19.53
Nance,NE,31125,31125,18.29
Nemaha,NE,31127,31127,27.81
Nuckolls,NE,31129,31129,20.94
Otoe,NE,31131,31131,23.44
Pawnee,NE,31133,31133,17.08
Perkins,NE,31135,31135,28.08
Phelps,NE,31137,31137,23.48
Pierce,NE,31139,31139,23.17
Platte,NE,31141,31141,21.76
Polk,NE,31143,31143,21.83
Red Willow,NE,31145,31145,19.09
Richardson,NE,31147,31147,19.03
Rock,NE,31149,31149,23.18
Saline,NE,31151,31151,17.77
Sarpy,NE,31153,31153,39.78
Saunders,NE,31155,31155,25.44
Scotts Bluff,NE,31157,31157,22.89
Seward,NE,31159,31159,28.89
Sheridan,NE,31161,31161,22.79
Sherman,NE,31163,31163,20.19
Sioux,NE,31165,31165,30.59
Stanton,NE,31167,31167,17.84
Thayer,NE,31169,31169,18.81
Thomas,NE,31171,31171,24.74
Thurston,NE,31173,31173,16.37
Valley,NE,31175,31175,24.22
Washington,NE,31177,31177,29.9
Wayne,NE,31179,31179,32.35
Webster,NE,31181,31181,23.05
Wheeler,NE,31183,31183,19.44
York,NE,31185,31185,28.41
Churchill,NV,32001,32001,18.8
Clark,NV,32003,32003,24.46
Douglas,NV,32005,32005,29.43
Elko,NV,32007,32007,16.63
Esmeralda,NV,32009,32009,16.06
Eureka,NV,32011,32011,8.77
Humboldt,NV,32013,32013,16.77
Lander,NV,32015,32015,12.4
Lincoln,NV,32017,32017,19.61
Lyon,NV,32019,32019,14.44
Mineral,NV,32021,32021,14.95
Nye,NV,32023,32023,10.74
Pershing,NV,32027,32027,11.15
Storey,NV,32029,32029,31.41
Washoe,NV,32031,32031,30.84
White Pine,NV,32033,32033,13.15
Carson City,NV,32510,32510,22.17
Belknap,NH,33001,33001,32.56
Carroll,NH,33003,33003,34.27
Cheshire,NH,33005,33005,33.13
Coos,NH,33007,33007,18.24
Grafton,NH,33009,33009,40.62
Hillsborough,NH,33011,33011,38.11
Merrimack,NH,33013,33013,35.64
Rockingham,NH,33015,33015,41.44
Strafford,NH,33017,33017,35.75
Sullivan,NH,33019,33019,28.11
Atlantic,NJ,34001,34001,28.13
Bergen,NJ,34003,34003,49.35
Burlington,NJ,34005,34005,38.02
Camden,NJ,34007,34007,32.45
Cape May,NJ,34009,34009,32.82
Cumberland,NJ,34011,34011,15.57
Essex,NJ,34013,34013,35.46
Gloucester,NJ,34015,34015,33
Hudson,NJ,34017,34017,42.28
Hunterdon,NJ,34019,34019,52.7
Mercer,NJ,34021,34021,42.61
Middlesex,NJ,34023,34023,43.56
Monmouth,NJ,34025,34025,46.04
Morris,NJ,34027,34027,54.06
Ocean,NJ,34029,34029,29.95
Passaic,NJ,34031,34031,28.17
Salem,NJ,34033,34033,21.03
Somerset,NJ,34035,34035,54.66
Sussex,NJ,34037,34037,36.12
Union,NJ,34039,34039,35.96
Warren,NJ,34041,34041,33.02
Bernalillo,NM,35001,35001,34.41
Catron,NM,35003,35003,15.67
Chaves,NM,35005,35005,17.96
Cibola,NM,35006,35006,14.19
Colfax,NM,35007,35007,21.72
Curry,NM,35009,35009,19.19
De Baca,NM,35011,35011,13.01
Doña Ana,NM,35013,35013,27.14
Eddy,NM,35015,35015,16.21
Grant,NM,35017,35017,28.82
Guadalupe,NM,35019,35019,7.56
Harding,NM,35021,35021,21.69
Hidalgo,NM,35023,35023,14.61
Lea,NM,35025,35025,13.61
Lincoln,NM,35027,35027,25.76
Los Alamos,NM,35028,35028,67.41
Luna,NM,35029,35029,12.52
McKinley,NM,35031,35031,11.43
Mora,NM,35033,35033,11
Otero,NM,35035,35035,17.48
Quay,NM,35037,35037,17.08
Rio Arriba,NM,35039,35039,19.26
Roosevelt,NM,35041,35041,23.93
Sandoval,NM,35043,35043,30.47
San Juan,NM,35045,35045,14.95
San Miguel,NM,35047,35047,21.43
Santa Fe,NM,35049,35049,41.04
Sierra,NM,35051,35051,21.08
Socorro,NM,35053,35053,21.95
Taos,NM,35055,35055,28.71
Torrance,NM,35057,35057,14.84
Union,NM,35059,35059,11.72
Valencia,NM,35061,35061,18.52
Albany,NY,36001,36001,41.82
Allegany,NY,36003,36003,20.87
Bronx,NY,36005,36005,20.07
Broome,NY,36007,36007,28.38
Cattaraugus,NY,36009,36009,19.08
Cayuga,NY,36011,36011,22.59
Chautauqua,NY,36013,36013,22.25
Chemung,NY,36015,36015,23.26
Chenango,NY,36017,36017,18.65
Clinton,NY,36019,36019,22.86
Columbia,NY,36021,36021,32.67
Cortland,NY,36023,36023,27.96
Delaware,NY,36025,36025,22.6
Dutchess,NY,36027,36027,35.05
Erie,NY,36029,36029,34.36
Essex,NY,36031,36031,26.8
Franklin,NY,36033,36033,19.08
Fulton,NY,36035,36035,18.22
Genesee,NY,36037,36037,22.28
Greene,NY,36039,36039,22.07
Hamilton,NY,36041,36041,16.85
Herkimer,NY,36043,36043,21.48
Jefferson,NY,36045,36045,22.23
Kings,NY,36047,36047,37.49
Lewis,NY,36049,36049,18.42
Livingston,NY,36051,36051,26.45
Madison,NY,36053,36053,26.21
Monroe,NY,36055,36055,38.63
Montgomery,NY,36057,36057,17.79
Nassau,NY,36059,36059,45.96
New York,NY,36061,36061,61.31
Niagara,NY,36063,36063,24.6
Oneida,NY,36065,36065,25.75
Onondaga,NY,36067,36067,35.89
Ontario,NY,36069,36069,36.31
Orange,NY,36071,36071,30.33
Orleans,NY,36073,36073,16.19
Oswego,NY,36075,36075,18.98
Otsego,NY,36077,36077,31.05
Putnam,NY,36079,36079,39.6
Queens,NY,36081,36081,32.17
Rensselaer,NY,36083,36083,32.02
Richmond,NY,36085,36085,33.86
Rockland,NY,36087,36087,41.09
St. Lawrence,NY,36089,36089,23.81
Saratoga,NY,36091,36091,41.38
Schenectady,NY,36093,36093,32.1
Schoharie,NY,36095,36095,22.43
Schuyler,NY,36097,36097,23.46
Seneca,NY,36099,36099,21.07
Steuben,NY,36101,36101,23.65
Suffolk,NY,36103,36103,36.35
Sullivan,NY,36105,36105,24.77
Tioga,NY,36107,36107,26
Tompkins,NY,36109,36109,53.52
Ulster,NY,36111,36111,32.45
Warren,NY,36113,36113,31.34
Washington,NY,36115,36115,20.53
Wayne,NY,36117,36117,22.64
Westchester,NY,36119,36119,48.92
Wyoming,NY,36121,36121,17.67
Yates,NY,36123,36123,25.2
Alamance,NC,37001,37001,24.84
Alexander,NC,37003,37003,14.21
Alleghany,NC,37005,37005,17.34
Anson,NC,37007,37007,11.28
Ashe,NC,37009,37009,19.66
Avery,NC,37011,37011,20.68
Beaufort,NC,37013,37013,20.58
Bertie,NC,37015,37015,13.64
Bladen,NC,37017,37017,15.81
Brunswick,NC,37019,37019,29.86
Buncombe,NC,37021,37021,40.14
Burke,NC,37023,37023,16.44
Cabarrus,NC,37025,37025,32.29
Caldwell,NC,37027,37027,15.75
Camden,NC,37029,37029,17.12
Carteret,NC,37031,37031,29.08
Caswell,NC,37033,37033,15.94
Catawba,NC,37035,37035,22.62
Chatham,NC,37037,37037,42.36
Cherokee,NC,37039,37039,19.03
Chowan,NC,37041,37041,21.67
Clay,NC,37043,37043,23.69
Cleveland,NC,37045,37045,17.57
Columbus,NC,37047,37047,13.81
Craven,NC,37049,37049,25.25
Cumberland,NC,37051,37051,25.5
Currituck,NC,37053,37053,23.47
Dare,NC,37055,37055,34.73
Davidson,NC,37057,37057,18.48
Davie,NC,37059,37059,24.01
Duplin,NC,37061,37061,12.1
Durham,NC,37063,37063,48.22
Edgecombe,NC,37065,37065,13.56
Forsyth,NC,37067,37067,34
Franklin,NC,37069,37069,21.97
Gaston,NC,37071,37071,21.23
Gates,NC,37073,37073,14.31
Graham,NC,37075,37075,12.93
Granville,NC,37077,37077,22.51
Greene,NC,37079,37079,11.04
Guilford,NC,37081,37081,36.03
Halifax,NC,37083,37083,14.45
Harnett,NC,37085,37085,21.86
Haywood,NC,37087,37087,25.99
Henderson,NC,37089,37089,31.8
Hertford,NC,37091,37091,14.91
Hoke,NC,37093,37093,17.74
Hyde,NC,37095,37095,9.18
Iredell,NC,37097,37097,28.43
Jackson,NC,37099,37099,30.37
Johnston,NC,37101,37101,22.85
Jones,NC,37103,37103,12.18
Lee,NC,37105,37105,21.49
Lenoir,NC,37107,37107,14.92
Lincoln,NC,37109,37109,23.01
McDowell,NC,37111,37111,17.44
Macon,NC,37113,37113,23.81
Madison,NC,37115,37115,28.52
Martin,NC,37117,37117,16.4
Mecklenburg,NC,37119,37119,45.38
Mitchell,NC,37121,37121,20.48
Montgomery,NC,37123,37123,15.66
Moore,NC,37125,37125,37.43
Nash,NC,37127,37127,20.77
New Hanover,NC,37129,37129,40.59
Northampton,NC,37131,37131,13.77
Onslow,NC,37133,37133,22.93
Orange,NC,37135,37135,59.73
Pamlico,NC,37137,37137,18.52
Pasquotank,NC,37139,37139,22.09
Pender,NC,37141,37141,27.92
Perquimans,NC,37143,37143,20.15
Person,NC,37145,37145,15.57
Pitt,NC,37147,37147,32.66
Polk,NC,37149,37149,29.08
Randolph,NC,37151,37151,15.69
Richmond,NC,37153,37153,15.72
Robeson,NC,37155,37155,13.7
Rockingham,NC,37157,37157,15.07
Rowan,NC,37159,37159,18.51
Rutherford,NC,37161,37161,17.83
Sampson,NC,37163,37163,13.7
Scotland,NC,37165,37165,15.51
Stanly,NC,37167,37167,17.32
Stokes,NC,37169,37169,14.14
Surry,NC,37171,37171,18.03
Swain,NC,37173,37173,18.18
Transylvania,NC,37175,37175,32.64
Tyrrell,NC,37177,37177,10.59
Union,NC,37179,37179,35.4
Vance,NC,37181,37181,14.85
Wake,NC,37183,37183,52.75
Warren,NC,37185,37185,15.81
Washington,NC,37187,37187,11.51
Watauga,NC,37189,37189,42.23
Wayne,NC,37191,37191,19.03
Wilkes,NC,37193,37193,15.81
Wilson,NC,37195,37195,19.64
Yadkin,NC,37197,37197,11.65
Yancey,NC,37199,37199,20.28
Adams,ND,38001,38001,25.58
Barnes,ND,38003,38003,29.42
Benson,ND,38005,38005,16.16
Billings,ND,38007,38007,26.35
Bottineau,ND,38009,38009,24.01
Bowman,ND,38011,38011,24.23
Burke,ND,38013,38013,22.76
Burleigh,ND,38015,38015,35.77
Cass,ND,38017,38017,40.19
Cavalier,ND,38019,38019,19.46
Dickey,ND,38021,38021,28.75
Divide,ND,38023,38023,18.53
Dunn,ND,38025,38025,21.27
Eddy,ND,38027,38027,26.24
Emmons,ND,38029,38029,18.17
Foster,ND,38031,38031,26.72
Golden Valley,ND,38033,38033,26.86
Grand Forks,ND,38035,38035,35.58
Grant,ND,38037,38037,18.05
Griggs,ND,38039,38039,25.77
Hettinger,ND,38041,38041,12.98
Kidder,ND,38043,38043,17.7
LaMoure,ND,38045,38045,24.59
Logan,ND,38047,38047,19.64
McHenry,ND,38049,38049,21.41
McIntosh,ND,38051,38051,15.61
McKenzie,ND,38053,38053,25.77
McLean,ND,38055,38055,20.83
Mercer,ND,38057,38057,21.72
Morton,ND,38059,38059,26.86
Mountrail,ND,38061,38061,20.42
Nelson,ND,38063,38063,24.97
Oliver,ND,38065,38065,21.07
Pembina,ND,38067,38067,20.63
Pierce,ND,38069,38069,20.96
Ramsey,ND,38071,38071,26.39
Ransom,ND,38073,38073,19.11
Renville,ND,38075,38075,20.1
Richland,ND,38077,38077,21.3
Rolette,ND,38079,38079,19.59
Sargent,ND,38081,38081,18.48
Sheridan,ND,38083,38083,14.6
Sioux,ND,38085,38085,15.01
Slope,ND,38087,38087,25.92
Stark,ND,38089,38089,22.45
Steele,ND,38091,38091,30.93
Stutsman,ND,38093,38093,23.66
Towner,ND,38095,38095,16.99
Traill,ND,38097,38097,28.94
Walsh,ND,38099,38099,17.2
Ward,ND,38101,38101,29.29
Wells,ND,38103,38103,22.18
Williams,ND,38105,38105,23.56
Adams,OH,39001,39001,13.18
Allen,OH,39003,39003,18.93
Ashland,OH,39005,39005,20.95
Ashtabula,OH,39007,39007,14.28
Athens,OH,39009,39009,30.19
Auglaize,OH,39011,39011,18.87
Belmont,OH,39013,39013,16.67
Brown,OH,39015,39015,14.91
Butler,OH,39017,39017,30.24
Carroll,OH,39019,39019,13.27
Champaign,OH,39021,39021,16.08
Clark,OH,39023,39023,18.71
Clermont,OH,39025,39025,28.63
Clinton,OH,39027,39027,18.92
Columbiana,OH,39029,39029,14.86
Coshocton,OH,39031,39031,13.16
Crawford,OH,39033,39033,14.38
Cuyahoga,OH,39035,39035,32.53
Darke,OH,39037,39037,15.79
Defiance,OH,39039,39039,17.95
Delaware,OH,39041,39041,54.32
Erie,OH,39043,39043,23.15
Fairfield,OH,39045,39045,27.56
Fayette,OH,39047,39047,16.26
Franklin,OH,39049,39049,40.05
Fulton,OH,39051,39051,17.64
Gallia,OH,39053,39053,15.89
Geauga,OH,39055,39055,38.01
Greene,OH,39057,39057,39.2
Guernsey,OH,39059,39059,14.6
Hamilton,OH,39061,39061,37.92
Hancock,OH,39063,39063,27.06
Hardin,OH,39065,39065,16.21
Harrison,OH,39067,39067,11.57
Henry,OH,39069,39069,17.16
Highland,OH,39071,39071,13.44
Hocking,OH,39073,39073,14.42
Holmes,OH,39075,39075,9.65
Huron,OH,39077,39077,14.42
Jackson,OH,39079,39079,14.46
Jefferson,OH,39081,39081,15.82
Knox,OH,39083,39083,22.96
Lake,OH,39085,39085,27.39
Lawrence,OH,39087,39087,14.85
Licking,OH,39089,39089,26.06
Logan,OH,39091,39091,16.51
Lorain,OH,39093,39093,24.88
Lucas,OH,39095,39095,26.28
Madison,OH,39097,39097,17.46
Mahoning,OH,39099,39099,24.19
Marion,OH,39101,39101,12.54
Medina,OH,39103,39103,33.92
Meigs,OH,39105,39105,13.11
Mercer,OH,39107,39107,18.3
Miami,OH,39109,39109,23.29
Monroe,OH,39111,39111,12.5
Montgomery,OH,39113,39113,27.88
Morgan,OH,39115,39115,10.19
Morrow,OH,39117,39117,13.84
Muskingum,OH,39119,39119,16.09
Noble,OH,39121,39121,9.91
Ottawa,OH,39123,39123,23.06
Paulding,OH,39125,39125,15.65
Perry,OH,39127,39127,12.18
Pickaway,OH,39129,39129,18.41
Pike,OH,39131,39131,12.64
Portage,OH,39133,39133,29
Preble,OH,39135,39135,16.28
Putnam,OH,39137,39137,20.92
Richland,OH,39139,39139,18.32
Ross,OH,39141,39141,15.77
Sandusky,OH,39143,39143,16.1
Scioto,OH,39145,39145,15.7
Seneca,OH,39147,39147,16.82
Shelby,OH,39149,39149,18.71
Stark,OH,39151,39151,22.8
Summit,OH,39153,39153,32.46
Trumbull,OH,39155,39155,18.72
Tuscarawas,OH,39157,39157,17.35
Union,OH,39159,39159,35.53
Van Wert,OH,39161,39161,16.6
Vinton,OH,39163,39163,12.78
Warren,OH,39165,39165,42.99
Washington,OH,39167,39167,18.83
Wayne,OH,39169,39169,22.2
Williams,OH,39171,39171,15.25
Wood,OH,39173,39173,33.52
Wyandot,OH,39175,39175,17.16
Adair,OK,40001,40001,11.63
Alfalfa,OK,40003,40003,21.83
Atoka,OK,40005,40005,14.97
Beaver,OK,40007,40007,19.92
Beckham,OK,40009,40009,16.8
Blaine,OK,40011,40011,16.53
Bryan,OK,40013,40013,21.86
Caddo,OK,40015,40015,15.37
Canadian,OK,40017,40017,27.4
Carter,OK,40019,40019,20.51
Cherokee,OK,40021,40021,26.31
Choctaw,OK,40023,40023,13.38
Cimarron,OK,40025,40025,22.77
Cleveland,OK,40027,40027,33.45
Coal,OK,40029,40029,17.34
Comanche,OK,40031,40031,22.19
Cotton,OK,40033,40033,13.73
Craig,OK,40035,40035,14.68
Creek,OK,40037,40037,16.95
Custer,OK,40039,40039,24.79
Delaware,OK,40041,40041,18.11
Dewey,OK,40043,40043,24.04
Ellis,OK,40045,40045,20.11
Garfield,OK,40047,40047,22.91
Garvin,OK,40049,40049,14.75
Grady,OK,40051,40051,19.89
Grant,OK,40053,40053,24.62
Greer,OK,40055,40055,12.29
Harmon,OK,40057,40057,20.71
Harper,OK,40059,40059,19.32
Haskell,OK,40061,40061,16.16
Hughes,OK,40063,40063,12.9
Jackson,OK,40065,40065,23.32
Jefferson,OK,40067,40067,14.71
Johnston,OK,40069,40069,20.1
Kay,OK,40071,40071,18.91
Kingfisher,OK,40073,40073,22.37
Kiowa,OK,40075,40075,17.23
Latimer,OK,40077,40077,17.16
Le Flore,OK,40079,40079,14.65
Lincoln,OK,40081,40081,15.48
Logan,OK,40083,40083,27.72
Love,OK,40085,40085,13.53
McClain,OK,40087,40087,24.99
McCurtain,OK,40089,40089,13.45
McIntosh,OK,40091,40091,13.88
Major,OK,40093,40093,19.97
Marshall,OK,40095,40095,14.85
Mayes,OK,40097,40097,14.32
Murray,OK,40099,40099,17.42
Muskogee,OK,40101,40101,20.4
Noble,OK,40103,40103,23.18
Nowata,OK,40105,40105,11.51
Okfuskee,OK,40107,40107,11.64
Oklahoma,OK,40109,40109,31.99
Okmulgee,OK,40111,40111,14.09
Osage,OK,40113,40113,18.02
Ottawa,OK,40115,40115,14.52
Pawnee,OK,40117,40117,16.63
Payne,OK,40119,40119,37.41
Pittsburg,OK,40121,40121,16.11
Pontotoc,OK,40123,40123,28.23
Pottawatomie,OK,40125,40125,18.27
Pushmataha,OK,40127,40127,14.27
Roger Mills,OK,40129,40129,16.2
Rogers,OK,40131,40131,24.86
Seminole,OK,40133,40133,14.31
Sequoyah,OK,40135,40135,14.4
Stephens,OK,40137,40137,16.89
Texas,OK,40139,40139,22.15
Tillman,OK,40141,40141,17.25
Tulsa,OK,40143,40143,31.82
Wagoner,OK,40145,40145,23.2
Washington,OK,40147,40147,28.47
Washita,OK,40149,40149,20.8
Woods,OK,40151,40151,30.32
Woodward,OK,40153,40153,19.44
Baker,OR,41001,41001,23.73
Benton,OR,41003,41003,54.15
Clackamas,OR,41005,41005,37.42
Clatsop,OR,41007,41007,24.39
Columbia,OR,41009,41009,18.47
Coos,OR,41011,41011,17.76
Crook,OR,41013,41013,19.75
Curry,OR,41015,41015,24.59
Deschutes,OR,41017,41017,35.39
Douglas,OR,41019,41019,17.28
Gilliam,OR,41021,41021,17.42
Grant,OR,41023,41023,18.94
Harney,OR,41025,41025,18.41
Hood River,OR,41027,41027,31.96
Jackson,OR,41029,41029,27.84
Jefferson,OR,41031,41031,19.36
Josephine,OR,41033,41033,17.45
Klamath,OR,41035,41035,20.02
Lake,OR,41037,41037,16.41
Lane,OR,41039,41039,30.46
Lincoln,OR,41041,41041,24.91
Linn,OR,41043,41043,19.28
Malheur,OR,41045,41045,13.7
Marion,OR,41047,41047,23.51
Morrow,OR,41049,41049,9
Multnomah,OR,41051,41051,45.86
Polk,OR,41053,41053,30.96
Sherman,OR,41055,41055,17.27
Tillamook,OR,41057,41057,21.81
Umatilla,OR,41059,41059,17.18
Union,OR,41061,41061,24.52
Wallowa,OR,41063,41063,26.45
Wasco,OR,41065,41065,19.57
Washington,OR,41067,41067,44.44
Wheeler,OR,41069,41069,14.87
Yamhill,OR,41071,41071,26.86
Adams,PA,42001,42001,22.28
Allegheny,PA,42003,42003,41.65
Armstrong,PA,42005,42005,16.74
Beaver,PA,42007,42007,24.71
Bedford,PA,42009,42009,14.73
Berks,PA,42011,42011,24.9
Blair,PA,42013,42013,21.28
Bradford,PA,42015,42015,18.72
Bucks,PA,42017,42017,41.29
Butler,PA,42019,42019,35.97
Cambria,PA,42021,42021,21.12
Cameron,PA,42023,42023,13.67
Carbon,PA,42025,42025,17.89
Centre,PA,42027,42027,45.45
Chester,PA,42029,42029,52.99
Clarion,PA,42031,42031,22.11
Clearfield,PA,42033,42033,15.07
Clinton,PA,42035,42035,19.46
Columbia,PA,42037,42037,22.9
Crawford,PA,42039,42039,21.13
Cumberland,PA,42041,42041,36.58
Dauphin,PA,42043,42043,30.82
Delaware,PA,42045,42045,39.03
Elk,PA,42047,42047,19.57
Erie,PA,42049,42049,27.89
Fayette,PA,42051,42051,17.28
Forest,PA,42053,42053,8.08
Franklin,PA,42055,42055,21.62
Fulton,PA,42057,42057,13.57
Greene,PA,42059,42059,17.61
Huntingdon,PA,42061,42061,17.42
Indiana,PA,42063,42063,22.96
Jefferson,PA,42065,42065,15.93
Juniata,PA,42067,42067,14.46
Lackawanna,PA,42069,42069,28.3
Lancaster,PA,42071,42071,27.27
Lawrence,PA,42073,42073,22.05
Lebanon,PA,42075,42075,20.68
Lehigh,PA,42077,42077,29.89
Luzerne,PA,42079,42079,22.88
Lycoming,PA,42081,42081,23.37
McKean,PA,42083,42083,18.86
Mercer,PA,42085,42085,22.75
Mifflin,PA,42087,42087,11.92
Monroe,PA,42089,42089,24.66
Montgomery,PA,42091,42091,49.28
Montour,PA,42093,42093,31.62
Northampton,PA,42095,42095,30.31
Northumberland,PA,42097,42097,16.59
Perry,PA,42099,42099,16.65
Philadelphia,PA,42101,42101,29.69
Pike,PA,42103,42103,26.81
Potter,PA,42105,42105,15.37
Schuylkill,PA,42107,42107,16.59
